generation,mu,mean_sigma,min_sigma,max_sigma,mean_psucc,min_psucc,max_psucc,gens_silent,sigma_floor_active,archive_size,n_pitot3_sentinels,n_spark_sentinels,n_both_sentinels,n_sentinels,lineage_0,lineage_1,lineage_2,lineage_3,lineage_4,lineage_5,lineage_6,lineage_7,lineage_8,lineage_9,lineage_10,lineage_11,lineage_12,lineage_13,lineage_14,lineage_15,lineage_16,lineage_17,lineage_18,lineage_19,lineage_20,lineage_21,lineage_22,lineage_23,sigma_0,sigma_1,sigma_2,sigma_3,sigma_4,sigma_5,sigma_6,sigma_7,sigma_8,sigma_9,sigma_10,sigma_11,sigma_12,sigma_13,sigma_14,sigma_15,sigma_16,sigma_17,sigma_18,sigma_19,sigma_20,sigma_21,sigma_22,sigma_23,psucc_0,psucc_1,psucc_2,psucc_3,psucc_4,psucc_5,psucc_6,psucc_7,psucc_8,psucc_9,psucc_10,psucc_11,psucc_12,psucc_13,psucc_14,psucc_15,psucc_16,psucc_17,psucc_18,psucc_19,psucc_20,psucc_21,psucc_22,psucc_23
1,24,0.10038084384368862,0.09953810705865762,0.10210518621451076,0.19412878787878787,0.16666666666666666,0.25,0,False,3,0,0,0,0,0,7,19,4,12,23,11,17,8,2,16,5,32,13,33,6,24,21,18,10,22,3,15,14,0.10210518621451076,0.1,0.1,0.09953810705865762,0.1,0.1,0.1,0.1,0.10210518621451076,0.1,0.1,0.1,0.10210518621451076,0.09953810705865762,0.10210518621451076,0.1,0.10210518621451076,0.1,0.1,0.09953810705865762,0.1,0.1,0.1,0.1,0.25,0.18181818181818182,0.18181818181818182,0.16666666666666666,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.25,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.25,0.16666666666666666,0.25,0.18181818181818182,0.25,0.18181818181818182,0.18181818181818182,0.16666666666666666,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182
2,24,0.10084032803765623,0.09865876712893568,0.10626479815687233,0.20486111111111108,0.15277777777777776,0.3125,0,False,3,0,0,0,0,0,7,19,4,12,23,11,17,8,2,16,5,32,60,13,33,6,24,21,18,10,22,61,14,0.10210518621451076,0.1,0.1,0.09953810705865762,0.1,0.1,0.1,0.09953810705865762,0.10210518621451076,0.1,0.09953810705865762,0.1,0.10626479815687233,0.10626479815687233,0.10120316818419796,0.10210518621451076,0.1,0.10210518621451076,0.1,0.1,0.09865876712893568,0.1,0.10120316818419796,0.09953810705865762,0.25,0.18181818181818182,0.18181818181818182,0.16666666666666666,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.16666666666666666,0.25,0.18181818181818182,0.16666666666666666,0.18181818181818182,0.3125,0.3125,0.2361111111111111,0.25,0.18181818181818182,0.25,0.18181818181818182,0.18181818181818182,0.15277777777777776,0.18181818181818182,0.2361111111111111,0.16666666666666666
3,24,0.10149380019424219,0.09740752514513804,0.10971734353948906,0.2133356130751964,0.14004629629629628,0.2997685185185185,0,False,3,0,0,0,0,0,7,19,4,94,12,93,11,17,8,2,23,32,60,13,16,5,74,24,21,33,6,10,18,0.10210518621451076,0.1,0.10210518621451076,0.09953810705865762,0.10491709251729248,0.1,0.10210518621451076,0.09953810705865762,0.09953810705865762,0.10210518621451076,0.1,0.1,0.10971734353948906,0.10971734353948906,0.10120316818419796,0.09953810705865762,0.1,0.10210518621451076,0.10210518621451076,0.1,0.10210518621451076,0.1,0.09740752514513804,0.1,0.25,0.18181818181818182,0.25,0.16666666666666666,0.2997685185185185,0.18181818181818182,0.25,0.16666666666666666,0.16666666666666666,0.25,0.18181818181818182,0.18181818181818182,0.2864583333333333,0.2864583333333333,0.2361111111111111,0.16666666666666666,0.18181818181818182,0.25,0.25,0.18181818181818182,0.25,0.18181818181818182,0.14004629629629628,0.18181818181818182
4,24,0.10197843378299505,0.09953810705865762,0.10971734353948906,0.221231411335578,0.16666666666666666,0.3125,0,False,3,0,0,0,0,0,7,19,114,4,94,12,93,11,17,8,2,23,32,60,13,16,5,74,24,21,33,6,18,0.10210518621451076,0.09953810705865762,0.10210518621451076,0.10626479815687233,0.09953810705865762,0.10491709251729248,0.1,0.10210518621451076,0.09953810705865762,0.09953810705865762,0.10210518621451076,0.09953810705865762,0.1,0.10971734353948906,0.10971734353948906,0.10120316818419796,0.09953810705865762,0.09953810705865762,0.10210518621451076,0.10626479815687233,0.1,0.10210518621451076,0.1,0.1,0.25,0.16666666666666666,0.25,0.3125,0.16666666666666666,0.2997685185185185,0.18181818181818182,0.25,0.16666666666666666,0.16666666666666666,0.25,0.16666666666666666,0.18181818181818182,0.2864583333333333,0.2864583333333333,0.2361111111111111,0.16666666666666666,0.16666666666666666,0.25,0.3125,0.18181818181818182,0.25,0.18181818181818182,0.18181818181818182
5,24,0.10323050582918518,0.09865876712893568,0.11535908238757993,0.22675686260755704,0.15277777777777776,0.34592013888888884,0,False,3,0,0,0,0,0,7,19,114,4,94,12,93,11,17,8,2,23,32,60,13,16,134,5,74,24,21,33,6,0.10210518621451076,0.09953810705865762,0.10210518621451076,0.10971734353948906,0.09953810705865762,0.10794024955467327,0.1,0.10210518621451076,0.09953810705865762,0.09953810705865762,0.10210518621451076,0.09865876712893568,0.1,0.10971734353948906,0.11535908238757993,0.10120316818419796,0.09953810705865762,0.11535908238757993,0.09953810705865762,0.10210518621451076,0.10971734353948906,0.1,0.10210518621451076,0.1,0.25,0.16666666666666666,0.25,0.2864583333333333,0.16666666666666666,0.2747878086419753,0.18181818181818182,0.25,0.16666666666666666,0.16666666666666666,0.25,0.15277777777777776,0.18181818181818182,0.2864583333333333,0.34592013888888884,0.2361111111111111,0.16666666666666666,0.34592013888888884,0.16666666666666666,0.25,0.2864583333333333,0.18181818181818182,0.25,0.18181818181818182
6,24,0.10349972955257054,0.09865876712893568,0.11535908238757993,0.23388544004863446,0.15277777777777776,0.34592013888888884,0,False,3,0,0,0,0,0,7,19,114,4,94,12,93,11,17,153,8,2,23,32,60,13,16,134,5,74,24,21,156,0.1035931400515108,0.09953810705865762,0.10210518621451076,0.10971734353948906,0.09953810705865762,0.10794024955467327,0.1,0.10210518621451076,0.09953810705865762,0.10120316818419796,0.10120316818419796,0.10210518621451076,0.09865876712893568,0.10210518621451076,0.10971734353948906,0.11535908238757993,0.10120316818419796,0.09953810705865762,0.11535908238757993,0.09953810705865762,0.10210518621451076,0.10971734353948906,0.1,0.10210518621451076,0.22916666666666666,0.16666666666666666,0.25,0.2864583333333333,0.16666666666666666,0.2747878086419753,0.18181818181818182,0.25,0.16666666666666666,0.2361111111111111,0.2361111111111111,0.25,0.15277777777777776,0.25,0.2864583333333333,0.34592013888888884,0.2361111111111111,0.16666666666666666,0.34592013888888884,0.16666666666666666,0.25,0.2864583333333333,0.18181818181818182,0.25
7,24,0.1049628269150421,0.09865876712893568,0.12332791642236789,0.243450765613309,0.15277777777777776,0.4004267939814814,0,False,3,0,0,0,0,0,7,19,114,4,94,186,93,11,17,153,12,23,32,8,2,16,134,5,74,24,60,13,156,0.1035931400515108,0.09953810705865762,0.10210518621451076,0.11245878019124139,0.09953810705865762,0.10794024955467327,0.12332791642236789,0.10210518621451076,0.09953810705865762,0.1022793177746068,0.10120316818419796,0.1,0.10210518621451076,0.10971734353948906,0.10210518621451076,0.09865876712893568,0.09953810705865762,0.12332791642236789,0.09953810705865762,0.10210518621451076,0.10971734353948906,0.11535908238757993,0.10120316818419796,0.10210518621451076,0.22916666666666666,0.16666666666666666,0.25,0.2625868055555555,0.16666666666666666,0.2747878086419753,0.4004267939814814,0.25,0.16666666666666666,0.21643518518518517,0.2361111111111111,0.18181818181818182,0.25,0.2864583333333333,0.25,0.15277777777777776,0.16666666666666666,0.4004267939814814,0.16666666666666666,0.25,0.2864583333333333,0.34592013888888884,0.2361111111111111,0.25
8,24,0.1053532573759604,0.09865876712893568,0.1305097345743451,0.23907056266878857,0.15277777777777776,0.4004267939814814,0,False,3,0,0,0,0,0,7,19,114,4,94,186,93,11,17,153,12,23,32,8,2,16,134,5,74,24,60,13,156,0.1035931400515108,0.09953810705865762,0.10210518621451076,0.11450057213536757,0.09953810705865762,0.10794024955467327,0.12332791642236789,0.10210518621451076,0.09865876712893568,0.1022793177746068,0.10120316818419796,0.09953810705865762,0.10210518621451076,0.10971734353948906,0.10210518621451076,0.09865876712893568,0.09953810705865762,0.1305097345743451,0.09953810705865762,0.10210518621451076,0.10971734353948906,0.11535908238757993,0.10120316818419796,0.1035931400515108,0.22916666666666666,0.16666666666666666,0.25,0.24070457175925922,0.16666666666666666,0.2747878086419753,0.4004267939814814,0.25,0.15277777777777776,0.21643518518518517,0.2361111111111111,0.16666666666666666,0.25,0.2864583333333333,0.25,0.15277777777777776,0.16666666666666666,0.3670578944830246,0.16666666666666666,0.25,0.2864583333333333,0.34592013888888884,0.2361111111111111,0.22916666666666666
9,24,0.10537861628876362,0.09865876712893568,0.1305097345743451,0.2376238034095293,0.15277777777777776,0.4004267939814814,0,False,3,0,0,0,0,0,7,19,114,4,94,186,93,11,17,153,12,23,32,8,2,16,134,5,74,24,60,13,156,0.1035931400515108,0.09953810705865762,0.10210518621451076,0.11450057213536757,0.09865876712893568,0.10794024955467327,0.12332791642236789,0.10210518621451076,0.09865876712893568,0.1022793177746068,0.10120316818419796,0.09953810705865762,0.10210518621451076,0.10971734353948906,0.1035931400515108,0.09865876712893568,0.09953810705865762,0.1305097345743451,0.09953810705865762,0.10210518621451076,0.10971734353948906,0.11535908238757993,0.10120316818419796,0.1035931400515108,0.22916666666666666,0.16666666666666666,0.25,0.24070457175925922,0.15277777777777776,0.2747878086419753,0.4004267939814814,0.25,0.15277777777777776,0.21643518518518517,0.2361111111111111,0.16666666666666666,0.25,0.2864583333333333,0.22916666666666666,0.15277777777777776,0.16666666666666666,0.3670578944830246,0.16666666666666666,0.25,0.2864583333333333,0.34592013888888884,0.2361111111111111,0.22916666666666666
10,24,0.10609481550804829,0.09865876712893568,0.1305097345743451,0.24433528444894545,0.15277777777777776,0.3670578944830246,0,False,3,0,0,0,0,0,7,19,114,4,94,186,93,11,17,153,12,23,32,8,2,16,247,74,24,60,13,134,156,0.1035931400515108,0.09953810705865762,0.10210518621451076,0.11450057213536757,0.09865876712893568,0.10794024955467327,0.1305097345743451,0.10626479815687233,0.09865876712893568,0.1022793177746068,0.10120316818419796,0.09953810705865762,0.10210518621451076,0.10971734353948906,0.1035931400515108,0.09865876712893568,0.09865876712893568,0.10626479815687233,0.10210518621451076,0.10971734353948906,0.11535908238757993,0.10120316818419796,0.1305097345743451,0.1035931400515108,0.22916666666666666,0.16666666666666666,0.25,0.24070457175925922,0.15277777777777776,0.2747878086419753,0.3670578944830246,0.3125,0.15277777777777776,0.21643518518518517,0.2361111111111111,0.16666666666666666,0.25,0.2864583333333333,0.22916666666666666,0.15277777777777776,0.15277777777777776,0.3125,0.25,0.2864583333333333,0.34592013888888884,0.2361111111111111,0.3670578944830246,0.22916666666666666
