generation,mu,mean_sigma,min_sigma,max_sigma,mean_psucc,min_psucc,max_psucc,gens_silent,sigma_floor_active,archive_size,n_pitot3_sentinels,n_spark_sentinels,n_both_sentinels,n_sentinels,lineage_0,lineage_1,lineage_2,lineage_3,lineage_4,lineage_5,lineage_6,lineage_7,lineage_8,lineage_9,lineage_10,lineage_11,lineage_12,lineage_13,lineage_14,lineage_15,lineage_16,lineage_17,lineage_18,lineage_19,lineage_20,lineage_21,lineage_22,lineage_23,sigma_0,sigma_1,sigma_2,sigma_3,sigma_4,sigma_5,sigma_6,sigma_7,sigma_8,sigma_9,sigma_10,sigma_11,sigma_12,sigma_13,sigma_14,sigma_15,sigma_16,sigma_17,sigma_18,sigma_19,sigma_20,sigma_21,sigma_22,sigma_23,psucc_0,psucc_1,psucc_2,psucc_3,psucc_4,psucc_5,psucc_6,psucc_7,psucc_8,psucc_9,psucc_10,psucc_11,psucc_12,psucc_13,psucc_14,psucc_15,psucc_16,psucc_17,psucc_18,psucc_19,psucc_20,psucc_21,psucc_22,psucc_23
1,24,0.10135645479405359,0.09953810705865762,0.10210518621451076,0.22569444444444442,0.16666666666666666,0.25,1,False,5,0,0,0,0,0,35,7,19,27,4,12,40,11,17,43,26,8,2,23,44,31,13,16,30,28,21,32,5,0.09953810705865762,0.10210518621451076,0.10210518621451076,0.10210518621451076,0.10210518621451076,0.10210518621451076,0.09953810705865762,0.10210518621451076,0.10210518621451076,0.09953810705865762,0.10210518621451076,0.10210518621451076,0.10210518621451076,0.10210518621451076,0.09953810705865762,0.10210518621451076,0.10210518621451076,0.09953810705865762,0.10210518621451076,0.10210518621451076,0.10210518621451076,0.09953810705865762,0.10210518621451076,0.09953810705865762,0.16666666666666666,0.25,0.25,0.25,0.25,0.25,0.16666666666666666,0.25,0.25,0.16666666666666666,0.25,0.25,0.25,0.25,0.16666666666666666,0.25,0.25,0.16666666666666666,0.25,0.25,0.25,0.16666666666666666,0.25,0.16666666666666666
2,24,0.10389036999114681,0.09865876712893568,0.10626479815687233,0.25491898148148145,0.15277777777777776,0.3125,2,False,3,0,0,0,0,58,19,27,0,35,7,40,11,17,57,43,26,66,12,68,44,31,4,8,70,55,13,49,28,0.10626479815687233,0.1035931400515108,0.1035931400515108,0.09865876712893568,0.10626479815687233,0.1035931400515108,0.10626479815687233,0.1035931400515108,0.10120316818419796,0.10120316818419796,0.10626479815687233,0.1035931400515108,0.10626479815687233,0.09865876712893568,0.10626479815687233,0.1035931400515108,0.1035931400515108,0.1035931400515108,0.1035931400515108,0.10626479815687233,0.10626479815687233,0.09865876712893568,0.10626479815687233,0.10626479815687233,0.3125,0.22916666666666666,0.22916666666666666,0.15277777777777776,0.3125,0.22916666666666666,0.3125,0.22916666666666666,0.2361111111111111,0.2361111111111111,0.3125,0.22916666666666666,0.3125,0.15277777777777776,0.3125,0.22916666666666666,0.22916666666666666,0.22916666666666666,0.22916666666666666,0.3125,0.3125,0.15277777777777776,0.3125,0.3125
3,24,0.10770114286448185,0.09740752514513804,0.11254694432213024,0.29292052469135804,0.14004629629629628,0.36979166666666663,0,False,4,0,0,0,0,58,86,19,27,0,35,7,73,40,82,43,26,84,66,89,80,68,77,92,4,12,70,17,57,0.10971734353948906,0.11254694432213024,0.10718608167904842,0.1035931400515108,0.09740752514513804,0.10971734353948906,0.10718608167904842,0.10718608167904842,0.10971734353948906,0.11254694432213024,0.11254694432213024,0.10449126110942733,0.11254694432213024,0.11254694432213024,0.10718608167904842,0.10491709251729248,0.11254694432213024,0.10718608167904842,0.11254694432213024,0.10718608167904842,0.09740752514513804,0.10971734353948906,0.10491709251729248,0.1022793177746068,0.2864583333333333,0.36979166666666663,0.2934027777777778,0.22916666666666666,0.14004629629629628,0.2864583333333333,0.2934027777777778,0.2934027777777778,0.2864583333333333,0.36979166666666663,0.36979166666666663,0.21006944444444442,0.36979166666666663,0.36979166666666663,0.2934027777777778,0.2997685185185185,0.36979166666666663,0.2934027777777778,0.36979166666666663,0.2934027777777778,0.14004629629629628,0.2864583333333333,0.2997685185185185,0.21643518518518517
4,24,0.11170944477842933,0.09830125611963415,0.12112871390712321,0.2922835487397119,0.19256365740740738,0.4223090277777778,1,False,5,0,0,0,0,58,86,19,115,27,0,35,7,106,73,40,82,100,43,26,84,66,89,80,68,77,92,4,57,0.11245878019124139,0.11808335442858496,0.11007817489808147,0.11291708149019393,0.10449126110942733,0.09830125611963415,0.11245878019124139,0.11007817489808147,0.12112871390712321,0.11007817489808147,0.11245878019124139,0.11808335442858496,0.09830125611963415,0.12112871390712321,0.1048349052634947,0.11808335442858496,0.11808335442858496,0.11007817489808147,0.10794024955467327,0.11808335442858496,0.11007817489808147,0.11808335442858496,0.11291708149019393,0.10279881408516497,0.2625868055555555,0.3389756944444444,0.2689525462962963,0.35228587962962965,0.21006944444444442,0.21170910493827158,0.2625868055555555,0.2689525462962963,0.4223090277777778,0.2689525462962963,0.2625868055555555,0.3389756944444444,0.21170910493827158,0.4223090277777778,0.19256365740740738,0.3389756944444444,0.3389756944444444,0.2689525462962963,0.2747878086419753,0.3389756944444444,0.2689525462962963,0.3389756944444444,0.35228587962962965,0.1983989197530864
5,24,0.11508344335749494,0.09866984737283406,0.12897051423620146,0.2786326048632544,0.1765166859567901,0.3940610532407407,2,False,6,0,0,0,0,58,86,19,115,27,137,0,35,7,106,73,40,82,100,43,26,84,66,89,80,131,77,92,57,0.11450057213536757,0.1228273602306248,0.11227675551386578,0.11789222587057693,0.1048349052634947,0.11517236330954761,0.09866984737283406,0.11450057213536757,0.11227675551386578,0.12897051423620146,0.11227675551386578,0.11450057213536757,0.1259950672077194,0.09866984737283406,0.12897051423620146,0.10466522051521766,0.1228273602306248,0.1228273602306248,0.11517236330954761,0.11027621935628654,0.1259950672077194,0.11227675551386578,0.1228273602306248,0.10280030593763319,0.24070457175925922,0.3107277199074074,0.24653983410493824,0.3229287229938272,0.19256365740740738,0.32987316743827155,0.19406667952674894,0.24070457175925922,0.24653983410493824,0.3871166087962963,0.24653983410493824,0.24070457175925922,0.3940610532407407,0.19406667952674894,0.3871166087962963,0.1765166859567901,0.3107277199074074,0.3107277199074074,0.32987316743827155,0.25188882458847733,0.3940610532407407,0.24653983410493824,0.3107277199074074,0.1818656764403292
6,24,0.12042194221053881,0.09855162138487962,0.1365271842060224,0.29432046800429384,0.16180696212705759,0.444555965470679,3,False,5,0,0,0,0,58,86,154,164,146,0,35,7,156,115,27,137,84,155,66,106,73,19,43,26,89,80,82,165,0.11586709851082319,0.1267550864159823,0.11673754891002361,0.1365271842060224,0.11673754891002361,0.09855162138487962,0.11586709851082319,0.11380258997578568,0.1365271842060224,0.12207861894007335,0.10466522051521766,0.11949437424227222,0.1267550864159823,0.11885530094128567,0.1267550864159823,0.13597305559201478,0.11673754891002361,0.11673754891002361,0.13597305559201478,0.10402719351425245,0.11949437424227222,0.11194245467508451,0.1365271842060224,0.11673754891002361,0.2206458574459876,0.2848337432484568,0.30932818126286005,0.444555965470679,0.30932818126286005,0.1778944562328532,0.2206458574459876,0.2259948479295267,0.444555965470679,0.2960179960776749,0.1765166859567901,0.30238373681841557,0.2848337432484568,0.30397919077932095,0.2848337432484568,0.3548568913966049,0.30932818126286005,0.30932818126286005,0.3548568913966049,0.16180696212705759,0.30238373681841557,0.23089808920610422,0.444555965470679,0.30932818126286005
7,24,0.12390459516208024,0.09798866902291609,0.1500469112422834,0.2973590171149983,0.16306991821344874,0.49084296834812235,4,False,6,0,0,0,0,58,86,154,178,164,146,186,35,7,156,115,174,137,0,106,73,171,19,172,27,187,84,66,26,0.11659303599074845,0.12986312838445596,0.12042332220123424,0.10671004582080644,0.1500469112422834,0.1235290292458659,0.14573019601179663,0.11959996028591417,0.11468729006608666,0.1462745044475787,0.12546441181301973,0.11959996028591417,0.12302765678906327,0.09798866902291609,0.14206631798140615,0.12042332220123424,0.1500469112422834,0.12042332220123424,0.1235290292458659,0.10671004582080644,0.10562347841024984,0.12986312838445596,0.12986312838445596,0.10562347841024984,0.20225870265882195,0.26109759797775206,0.2835508328242884,0.24514029546039093,0.49084296834812235,0.36688416615762176,0.4086188171135545,0.2855920359921553,0.20716194393539947,0.40750963501478904,0.2713498297378687,0.2855920359921553,0.2771850920835476,0.16306991821344874,0.32528548378022115,0.2835508328242884,0.49084296834812235,0.2835508328242884,0.36688416615762176,0.24514029546039093,0.2316563819498028,0.26109759797775206,0.26109759797775206,0.2316563819498028
8,24,0.12939773389209108,0.0970252224908448,0.16285722729691574,0.2914562793195426,0.149480758362328,0.44993938765244545,5,False,6,0,0,0,0,58,86,154,178,164,146,186,35,7,206,200,156,115,214,174,137,0,106,73,171,19,172,27,187,0.11672084635472603,0.13216577221915132,0.12333178371872335,0.10811783848274054,0.16285722729691574,0.12950016623336832,0.15457083772936675,0.1225585858736085,0.1179358863904942,0.15100477193102843,0.1179358863904942,0.15509997336851877,0.12805625619649258,0.13557431603223669,0.1225585858736085,0.12577456245184498,0.0970252224908448,0.15100477193102843,0.12333178371872335,0.16285722729691574,0.12333178371872335,0.12950016623336832,0.10811783848274054,0.10661352299452247,0.1854038107705868,0.23933946481293938,0.2599215967555977,0.22471193750535834,0.44993938765244545,0.3363104856444866,0.3745672490207583,0.2617926996594757,0.27323178194078285,0.38151169346520275,0.27323178194078285,0.3735504987635566,0.24873734392637964,0.3226727981462727,0.2617926996594757,0.2540863344099186,0.149480758362328,0.38151169346520275,0.2599215967555977,0.44993938765244545,0.2599215967555977,0.3363104856444866,0.22471193750535834,0.2123516834539859
9,24,0.13281803532630498,0.09570627520872835,0.17474766950594844,0.28819637060847764,0.13702402849880066,0.4330523856764359,6,False,6,0,0,0,0,58,86,154,178,164,146,186,35,7,206,200,239,156,219,174,137,0,106,225,19,115,27,187,227,0.11629846186098394,0.13369199914433266,0.1254772805612189,0.1117282167345384,0.17474766950594844,0.13460232427512428,0.16239155809673347,0.12475599730959193,0.12043567389035728,0.1630533495716907,0.12043567389035728,0.10979290417783467,0.16710227223226687,0.1117282167345384,0.12475599730959193,0.12775358127394484,0.09570627520872835,0.158953941201795,0.1630533495716907,0.1254772805612189,0.12987644830422762,0.10891920000450366,0.10979290417783467,0.16710227223226687,0.1699534932063712,0.2193945094118611,0.23826146369263118,0.2893192760465785,0.41244443868140834,0.3082846118407794,0.34335331160236177,0.2399766413545194,0.25046246677905093,0.4330523856764359,0.25046246677905093,0.2779890431661537,0.4257546238665936,0.2893192760465785,0.2399766413545194,0.23291247320909206,0.13702402849880066,0.3497190523431025,0.4330523856764359,0.23826146369263118,0.22800923193251466,0.20598594271324513,0.2779890431661537,0.4257546238665936
10,24,0.1371594823172736,0.09407644795078429,0.17809216450319998,0.2748007508279309,0.12560535945723394,0.41244443868140834,0,False,6,0,0,0,0,58,86,154,178,164,146,186,35,7,206,200,239,156,219,174,137,0,257,106,259,19,115,27,227,0.11537722675621914,0.1344824707902149,0.126887951620499,0.11461170265804882,0.17474766950594844,0.13881156496985161,0.16912288956807164,0.1262191815958423,0.12220658225208877,0.17413252637088866,0.12220658225208877,0.1122695883964201,0.17809216450319998,0.11461170265804882,0.1262191815958423,0.1289964345792481,0.09407644795078429,0.1701151576628487,0.1701151576628487,0.13016038089767956,0.13016038089767956,0.13095997500892825,0.10915249095807623,0.17809216450319998,0.15579070210584026,0.2011116336275393,0.21840634171824524,0.2652093363760303,0.41244443868140834,0.2825942275207144,0.31474053563549825,0.21997858790830946,0.22959059454746333,0.3969646868700662,0.22959059454746333,0.2548232895689742,0.39027507187771077,0.2652093363760303,0.21997858790830946,0.2135031004416677,0.12560535945723394,0.40390913131451067,0.40390913131451067,0.3017396750515786,0.3017396750515786,0.2090084626048051,0.18882044748714136,0.39027507187771077
