generation,parent_idx,lineage_id,m_active,A_delta_fro,condition_number_after,shrink_applied,psd_fallback,active_js,v_norms
1,1,1,1,0.015985883311260635,1.0254766864284577,True,False,[9],[0.04453852542141989]
1,2,2,1,0.015574398833156668,1.0254766864284572,True,False,[5],[0.024080155966924983]
1,3,3,2,0.01566897892566129,1.0254766864284584,True,False,"[11, 15]","[0.031220402733634824, 0.031220402733634824]"
1,5,5,1,0.01605904821788198,1.025476686428458,True,False,[5],[0.031807706935102105]
1,6,6,1,0.015458630103025176,1.0254766864284584,True,False,[15],[0.03095109487314272]
1,7,7,1,0.016145394172306003,1.0254766864284581,True,False,[8],[0.02148850821595207]
1,11,11,1,0.016314553213563284,1.0254766864284575,True,False,[5],[0.029590192022966946]
1,12,12,1,0.016180776707804847,1.0254766864284568,True,False,[15],[0.03271291607293303]
1,14,14,1,0.016546568687340387,1.025476686428458,True,False,[7],[0.02095527496368528]
1,15,15,1,0.016113657801722348,1.0254766864284572,True,False,[7],[0.024585777888034552]
1,16,16,1,0.015056698232192326,1.0254766864284575,True,False,[12],[0.03439175177042605]
1,17,17,1,0.014639807494936836,1.0254766864284581,True,False,[16],[0.03941731005533753]
1,18,18,1,0.016735582361438874,1.0254766864284572,True,False,[7],[0.021971612850618247]
1,19,19,1,0.016428877153270963,1.0254766864284577,True,False,[15],[0.032321240834166765]
1,20,20,1,0.01624727255041392,1.0254766864284577,True,False,[7],[0.030506246713795298]
1,21,21,2,0.01561647911199327,1.0254766864284572,True,False,"[9, 16]","[0.039406891519543095, 0.039406891519543095]"
1,22,22,1,0.016022848815713343,1.0254766864284564,True,False,[5],[0.026379677778574556]
1,23,23,1,0.015928727373370085,1.0254766864284586,True,False,[6],[0.027309524993426898]
2,0,0,2,0.0162926358232554,1.0254766864284577,True,False,"[6, 7]","[0.02943065992940701, 0.02943065992940701]"
2,1,7,1,0.015859447754997782,1.0258028268225445,True,False,[7],[0.03056608971604814]
2,2,19,2,0.015577411741448331,1.0376007531372322,True,False,"[7, 8]","[0.028985187252940598, 0.028985187252940598]"
2,3,4,1,0.015913846002663965,1.025476686428458,True,False,[5],[0.028069022196856263]
2,4,12,2,0.01606778474042823,1.0281691274737434,True,False,"[7, 8]","[0.03642465748863144, 0.03642465748863144]"
2,5,23,1,0.016662750564275096,1.0459997744603384,True,False,[6],[0.021167887482732795]
2,6,11,1,0.016326959518609997,1.0311338575239026,True,False,[7],[0.028849977848726387]
2,8,8,1,0.016138011884255905,1.0254766864284575,True,False,[7],[0.018368841629106895]
2,9,2,1,0.01667951992216167,1.032328291328265,True,False,[7],[0.04534199124507906]
2,11,5,2,0.016022582575176757,1.0308860085223188,True,False,"[7, 11]","[0.029153275826146983, 0.029153275826146983]"
2,14,33,1,0.04376554495177916,1.1415610905619835,True,False,[6],[0.046546990311382666]
2,15,6,1,0.013897356518694138,1.0498282749413304,True,False,[15],[0.027724451593023267]
2,16,24,1,0.04477567668421184,1.1941691430536825,True,False,[16],[0.03390851570710064]
2,17,21,1,0.016704150854160306,1.0353007289279699,True,False,[9],[0.022011904342379134]
2,18,18,1,0.016633586910083382,1.0482634389848455,True,False,[7],[0.036424746413315126]
2,20,22,1,0.016086897650993307,1.0385913669131586,True,False,[7],[0.03268107982708583]
