generation,count,is_initialized,f_proxy_scalar,g_al_proxy,lam,mu,al_pen_proxy,g_al_min,g_al_max,g_al_std,n_feasible_parents,pen_to_f_ratio,n_proxy_set,proxy_front_only,proxy_g_quantile,proxy_front_min_size
1,0,False,1.159504775,[-2977.409953112981],[0.0],[0.0],0.0,-3571.81126549272,-2068.4797469646373,399.6379970557532,24,0.0,24,False,,
2,0,False,1.159504775,[-2977.409953112981],[0.0],[0.0],0.0,-3571.81126549272,-2068.4797469646373,399.6379970557532,24,0.0,24,False,,
3,0,False,1.0919257666666666,[-3030.6663703787526],[0.0],[0.0],0.0,-3571.81126549272,-2068.4797469646373,376.2047314530088,24,0.0,24,False,,
4,0,False,1.1053608523809524,[-3001.48186585379],[0.0],[0.0],0.0,-3571.81126549272,-2068.4797469646373,397.27666642184596,24,0.0,24,False,,
5,0,False,1.0783251738095239,[-3040.6081041595066],[0.0],[0.0],0.0,-3571.81126549272,-2068.4797469646373,379.8544713582292,24,0.0,24,False,,
6,0,False,1.067627495238095,[-3045.3239252654457],[0.0],[0.0],0.0,-3571.81126549272,-2068.4797469646373,378.9384091717786,24,0.0,24,False,,
7,0,False,1.063306073809524,[-2968.021261467038],[0.0],[0.0],0.0,-3571.81126549272,-1423.5340765428255,494.9132479964013,24,0.0,24,False,,
8,0,False,1.0590841595238096,[-2980.788135135283],[0.0],[0.0],0.0,-3571.81126549272,-1423.5340765428255,497.01374866875483,24,0.0,24,False,,
9,0,False,1.0409801607142857,[-3010.354906392138],[0.0],[0.0],0.0,-3583.201949261848,-1423.5340765428255,505.8896255738771,24,0.0,24,False,,
10,0,False,1.0409801607142857,[-3010.354906392138],[0.0],[0.0],0.0,-3583.201949261848,-1423.5340765428255,505.8896255738771,24,0.0,24,False,,
11,0,False,1.0409801607142857,[-3010.354906392138],[0.0],[0.0],0.0,-3583.201949261848,-1423.5340765428255,505.8896255738771,24,0.0,24,False,,
12,0,False,1.0409801607142857,[-3010.354906392138],[0.0],[0.0],0.0,-3583.201949261848,-1423.5340765428255,505.8896255738771,24,0.0,24,False,,
13,0,False,1.0373518060714286,[-3007.0723356088333],[0.0],[0.0],0.0,-3583.201949261848,-1423.5340765428255,514.2675975638922,24,0.0,24,False,,
14,0,False,1.033927495357143,[-3008.621433526576],[0.0],[0.0],0.0,-3583.201949261848,-1423.5340765428255,518.5690015341245,24,0.0,24,False,,
15,0,False,1.033927495357143,[-3008.621433526576],[0.0],[0.0],0.0,-3583.201949261848,-1423.5340765428255,518.5690015341245,24,0.0,24,False,,
16,0,False,1.0380586501190476,[-3019.9942301335427],[0.0],[0.0],0.0,-3583.201949261848,-1423.5340765428255,500.50430622259205,24,0.0,24,False,,
17,0,False,1.0378451394047616,[-3125.4787160978744],[0.0],[0.0],0.0,-3583.201949261848,-2293.314986813437,371.2884609086524,24,0.0,24,False,,
18,0,False,1.0337319703571428,[-3098.008691300083],[0.0],[0.0],0.0,-3583.201949261848,-2293.314986813437,370.89916925757353,24,0.0,24,False,,
19,0,False,1.0337319703571428,[-3098.008691300083],[0.0],[0.0],0.0,-3583.201949261848,-2293.314986813437,370.89916925757353,24,0.0,24,False,,
20,0,False,1.0337319703571428,[-3098.008691300083],[0.0],[0.0],0.0,-3583.201949261848,-2293.314986813437,370.89916925757353,24,0.0,24,False,,
21,0,False,1.0334972251190475,[-3099.276647897332],[0.0],[0.0],0.0,-3583.201949261848,-2293.314986813437,370.9710772337981,24,0.0,24,False,,
22,0,False,1.0273910548809522,[-3112.5486094142047],[0.0],[0.0],0.0,-3583.201949261848,-2293.314986813437,351.88505690445714,24,0.0,24,False,,
23,0,False,1.0273910548809522,[-3112.5486094142047],[0.0],[0.0],0.0,-3583.201949261848,-2293.314986813437,351.88505690445714,24,0.0,24,False,,
24,0,False,1.0282288203571428,[-3133.4149580153767],[0.0],[0.0],0.0,-3583.201949261848,-2293.314986813437,358.4105098093614,24,0.0,24,False,,
25,0,False,1.0282288203571428,[-3133.4149580153767],[0.0],[0.0],0.0,-3583.201949261848,-2293.314986813437,358.4105098093614,24,0.0,24,False,,
26,0,False,1.0265095048809523,[-3137.3926305174823],[0.0],[0.0],0.0,-3583.201949261848,-2293.314986813437,359.8199206937228,24,0.0,24,False,,
27,0,False,1.0265095048809523,[-3137.3926305174823],[0.0],[0.0],0.0,-3583.201949261848,-2293.314986813437,359.8199206937228,24,0.0,24,False,,
28,0,False,1.0259914513095236,[-3132.453974364111],[0.0],[0.0],0.0,-3583.201949261848,-2293.314986813437,356.25645749316874,24,0.0,24,False,,
29,0,False,1.0259914513095236,[-3132.453974364111],[0.0],[0.0],0.0,-3583.201949261848,-2293.314986813437,356.25645749316874,24,0.0,24,False,,
30,0,False,1.0259914513095236,[-3132.453974364111],[0.0],[0.0],0.0,-3583.201949261848,-2293.314986813437,356.25645749316874,24,0.0,24,False,,
31,0,False,1.0259914513095236,[-3132.453974364111],[0.0],[0.0],0.0,-3583.201949261848,-2293.314986813437,356.25645749316874,24,0.0,24,False,,
32,0,False,1.0259914513095236,[-3132.453974364111],[0.0],[0.0],0.0,-3583.201949261848,-2293.314986813437,356.25645749316874,24,0.0,24,False,,
33,0,False,1.0259914513095236,[-3132.453974364111],[0.0],[0.0],0.0,-3583.201949261848,-2293.314986813437,356.25645749316874,24,0.0,24,False,,
34,0,False,1.0200036870238096,[-3173.042116180261],[0.0],[0.0],0.0,-3583.201949261848,-2293.314986813437,316.7070593787951,24,0.0,24,False,,
35,0,False,1.0194418453571428,[-3144.7480984892427],[0.0],[0.0],0.0,-3583.201949261848,-2293.314986813437,330.2023739931619,24,0.0,24,False,,
36,0,False,1.0119003107142859,[-3110.6810751054486],[0.0],[0.0],0.0,-3583.201949261848,-2293.314986813437,348.9339116667269,24,0.0,24,False,,
37,0,False,1.0119003107142859,[-3110.6810751054486],[0.0],[0.0],0.0,-3583.201949261848,-2293.314986813437,348.9339116667269,24,0.0,24,False,,
38,0,False,1.0119003107142859,[-3110.6810751054486],[0.0],[0.0],0.0,-3583.201949261848,-2293.314986813437,348.9339116667269,24,0.0,24,False,,
39,0,False,1.004962748420238,[-3066.4907038985475],[0.0],[0.0],0.0,-3583.201949261848,-1720.3709119686255,447.5888046312914,24,0.0,24,False,,
40,0,False,1.0027295888964285,[-3070.371181880391],[0.0],[0.0],0.0,-3583.201949261848,-1720.3709119686255,448.02618866634174,24,0.0,24,False,,
41,0,False,1.0027295888964285,[-3070.371181880391],[0.0],[0.0],0.0,-3583.201949261848,-1720.3709119686255,448.02618866634174,24,0.0,24,False,,
42,0,False,1.0024458472297617,[-3063.3587336214187],[0.0],[0.0],0.0,-3583.201949261848,-1720.3709119686255,453.706070390831,24,0.0,24,False,,
43,0,False,0.997346891277381,[-3002.4893844570965],[0.0],[0.0],0.0,-3583.201949261848,-1720.3709119686255,504.0325485076673,24,0.0,24,False,,
