generation,mu,mean_sigma,min_sigma,max_sigma,mean_psucc,min_psucc,max_psucc,gens_silent,sigma_floor_active,archive_size,n_pitot3_sentinels,n_spark_sentinels,n_both_sentinels,n_sentinels,lineage_0,lineage_1,lineage_2,lineage_3,lineage_4,lineage_5,lineage_6,lineage_7,lineage_8,lineage_9,lineage_10,lineage_11,lineage_12,lineage_13,lineage_14,lineage_15,lineage_16,lineage_17,lineage_18,lineage_19,lineage_20,lineage_21,lineage_22,lineage_23,sigma_0,sigma_1,sigma_2,sigma_3,sigma_4,sigma_5,sigma_6,sigma_7,sigma_8,sigma_9,sigma_10,sigma_11,sigma_12,sigma_13,sigma_14,sigma_15,sigma_16,sigma_17,sigma_18,sigma_19,sigma_20,sigma_21,sigma_22,sigma_23,psucc_0,psucc_1,psucc_2,psucc_3,psucc_4,psucc_5,psucc_6,psucc_7,psucc_8,psucc_9,psucc_10,psucc_11,psucc_12,psucc_13,psucc_14,psucc_15,psucc_16,psucc_17,psucc_18,psucc_19,psucc_20,psucc_21,psucc_22,psucc_23
1,24,0.10157037805704135,0.09953810705865762,0.10210518621451076,0.23263888888888887,0.16666666666666666,0.25,1,False,5,2,2,2,2,16,32,1,19,7,33,43,8,31,13,41,40,28,4,3,23,45,39,17,38,36,44,21,22,0.10210518621451076,0.10210518621451076,0.09953810705865762,0.10210518621451076,0.10210518621451076,0.10210518621451076,0.10210518621451076,0.10210518621451076,0.10210518621451076,0.09953810705865762,0.10210518621451076,0.10210518621451076,0.10210518621451076,0.10210518621451076,0.09953810705865762,0.09953810705865762,0.10210518621451076,0.10210518621451076,0.10210518621451076,0.10210518621451076,0.10210518621451076,0.10210518621451076,0.10210518621451076,0.09953810705865762,0.25,0.25,0.16666666666666666,0.25,0.25,0.25,0.25,0.25,0.25,0.16666666666666666,0.25,0.25,0.25,0.25,0.16666666666666666,0.16666666666666666,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.16666666666666666
2,24,0.10377905090342339,0.09865876712893568,0.10626479815687233,0.25144675925925924,0.15277777777777776,0.3125,2,False,6,0,0,0,0,16,32,1,52,54,7,33,43,8,19,40,28,4,31,13,41,23,68,17,3,58,45,63,66,0.1035931400515108,0.1035931400515108,0.09865876712893568,0.10626479815687233,0.10626479815687233,0.10626479815687233,0.1035931400515108,0.10626479815687233,0.1035931400515108,0.1035931400515108,0.1035931400515108,0.1035931400515108,0.1035931400515108,0.1035931400515108,0.09865876712893568,0.10626479815687233,0.10120316818419796,0.10626479815687233,0.10626479815687233,0.09865876712893568,0.10626479815687233,0.1035931400515108,0.10120316818419796,0.10626479815687233,0.22916666666666666,0.22916666666666666,0.15277777777777776,0.3125,0.3125,0.3125,0.22916666666666666,0.3125,0.22916666666666666,0.22916666666666666,0.22916666666666666,0.22916666666666666,0.22916666666666666,0.22916666666666666,0.15277777777777776,0.3125,0.2361111111111111,0.3125,0.3125,0.15277777777777776,0.3125,0.22916666666666666,0.2361111111111111,0.3125
3,24,0.10674237385502539,0.09740752514513804,0.11254694432213024,0.27215952932098764,0.14004629629629628,0.36979166666666663,3,False,3,0,0,0,0,76,54,7,16,32,1,52,75,19,33,43,8,31,13,41,94,88,28,4,86,82,92,40,58,0.11254694432213024,0.11254694432213024,0.10971734353948906,0.10449126110942733,0.10449126110942733,0.09740752514513804,0.11254694432213024,0.11254694432213024,0.10449126110942733,0.10449126110942733,0.10971734353948906,0.10449126110942733,0.10449126110942733,0.09991965677806096,0.10971734353948906,0.10491709251729248,0.10491709251729248,0.10449126110942733,0.10449126110942733,0.09991965677806096,0.10718608167904842,0.11254694432213024,0.10718608167904842,0.11254694432213024,0.36979166666666663,0.36979166666666663,0.2864583333333333,0.21006944444444442,0.21006944444444442,0.14004629629629628,0.36979166666666663,0.36979166666666663,0.21006944444444442,0.21006944444444442,0.2864583333333333,0.21006944444444442,0.21006944444444442,0.22337962962962962,0.2864583333333333,0.2997685185185185,0.2997685185185185,0.21006944444444442,0.21006944444444442,0.22337962962962962,0.2934027777777778,0.36979166666666663,0.2934027777777778,0.36979166666666663
4,24,0.11063281882993549,0.09582981353248936,0.12112871390712321,0.2906619727366255,0.12837577160493824,0.4223090277777778,4,False,4,0,0,0,0,76,54,105,7,16,32,1,52,75,111,33,43,112,19,96,88,8,107,106,40,28,4,31,98,0.12112871390712321,0.11808335442858496,0.10753858838607169,0.11535908238757993,0.1048349052634947,0.1048349052634947,0.09582981353248936,0.11808335442858496,0.11808335442858496,0.11072401923743505,0.10753858838607169,0.11535908238757993,0.11072401923743505,0.1048349052634947,0.12112871390712321,0.11072401923743505,0.10753858838607169,0.10753858838607169,0.11535908238757993,0.11007817489808147,0.1048349052634947,0.1048349052634947,0.1048349052634947,0.11535908238757993,0.4223090277777778,0.3389756944444444,0.2758969907407407,0.34592013888888884,0.19256365740740738,0.19256365740740738,0.12837577160493824,0.3389756944444444,0.3389756944444444,0.35812114197530864,0.2758969907407407,0.34592013888888884,0.35812114197530864,0.19256365740740738,0.4223090277777778,0.35812114197530864,0.2758969907407407,0.2758969907407407,0.34592013888888884,0.2689525462962963,0.19256365740740738,0.19256365740740738,0.19256365740740738,0.34592013888888884
5,24,0.1159374140609043,0.09396998189034132,0.12897051423620146,0.31363245750814467,0.11767779063786005,0.4116110468106996,5,False,2,0,0,0,0,76,123,142,16,32,128,111,54,105,132,33,43,1,52,75,19,7,88,122,112,106,96,8,124,0.12897051423620146,0.12332791642236789,0.10736452748284013,0.10736452748284013,0.10466522051521766,0.1259950672077194,0.11579163381595112,0.1228273602306248,0.1127343150108359,0.11877789001847203,0.10990000344505797,0.12022726565897243,0.09396998189034132,0.1228273602306248,0.1259950672077194,0.10466522051521766,0.12332791642236789,0.11579163381595112,0.1127343150108359,0.11877789001847203,0.12022726565897243,0.12897051423620146,0.10990000344505797,0.10736452748284013,0.3871166087962963,0.4004267939814814,0.2598500192901234,0.2598500192901234,0.1765166859567901,0.3940610532407407,0.32827771347736623,0.3107277199074074,0.33623890817901225,0.4116110468106996,0.25290557484567894,0.3170934606481481,0.11767779063786005,0.3107277199074074,0.3940610532407407,0.1765166859567901,0.4004267939814814,0.32827771347736623,0.33623890817901225,0.4116110468106996,0.3170934606481481,0.3871166087962963,0.25290557484567894,0.2598500192901234
6,24,0.1218684952072099,0.09187054913701001,0.13947978891337703,0.31700928962334246,0.10787130808470503,0.450391227816358,6,False,2,0,0,0,0,76,123,142,16,32,128,111,54,105,132,144,1,52,75,19,7,33,43,122,112,164,106,160,167,0.13947978891337703,0.1305097345743451,0.1092300658166944,0.1092300658166944,0.10402719351425245,0.13309468384265893,0.1200832096211853,0.1267550864159823,0.11717356858462222,0.12608911619445834,0.13947978891337703,0.09187054913701001,0.1267550864159823,0.13309468384265893,0.10402719351425245,0.13387556932007008,0.11159232948155068,0.124293264061955,0.11717356858462222,0.12608911619445834,0.1274987765718359,0.1274987765718359,0.13387556932007008,0.11204709974908834,0.4381902247299383,0.3670578944830246,0.23819585101594645,0.23819585101594645,0.16180696212705759,0.3612226321373456,0.30092123735425236,0.2848337432484568,0.30821899916409456,0.3773101262431413,0.4381902247299383,0.10787130808470503,0.2848337432484568,0.3612226321373456,0.16180696212705759,0.450391227816358,0.23183011027520567,0.2906690055941357,0.30821899916409456,0.3773101262431413,0.37400233892746904,0.37400233892746904,0.450391227816358,0.3215291843492798
7,24,0.12424919472845518,0.08957165418484625,0.14917169962216048,0.29174359087136575,0.0988820324109796,0.4261688106835133,7,False,2,0,0,0,0,76,123,142,16,32,128,170,132,144,1,52,75,111,54,105,7,189,33,43,122,112,182,19,167,0.14917169962216048,0.13682496211753273,0.11330470048804292,0.11045604856675882,0.10296794405545209,0.1393071226918917,0.11330470048804292,0.13257057488337556,0.14917169962216048,0.08957165418484625,0.12986312838445596,0.1393071226918917,0.12358326877627042,0.12986312838445596,0.12083556213276217,0.1436681997521849,0.13738256249129593,0.11264380324157071,0.12754923996934783,0.12083556213276217,0.13257057488337556,0.10562347841024984,0.10562347841024984,0.11598045710178709,0.4016743726691101,0.33646973660943924,0.3016795300979509,0.21834619676461758,0.14832304861646944,0.33112074612590014,0.3016795300979509,0.3458676157228795,0.4016743726691101,0.0988820324109796,0.26109759797775206,0.33112074612590014,0.2758444675747313,0.26109759797775206,0.2825340825670867,0.41285862549832814,0.4261688106835133,0.21251093441893854,0.26644658846129105,0.2825340825670867,0.3458676157228795,0.2316563819498028,0.2316563819498028,0.2947350856535065
8,24,0.12787811682176783,0.08711067874782154,0.1579136634512448,0.26743162496541867,0.09064186304339797,0.39065474312655385,8,False,2,0,0,0,0,76,123,142,16,32,128,170,132,144,1,52,75,111,54,105,7,189,33,43,122,112,182,19,167,0.1579136634512448,0.14222205239260713,0.11663195586985962,0.11107651499158289,0.10153528247798899,0.1445853403959078,0.11663195586985962,0.13816305503329443,0.1579136634512448,0.08711067874782154,0.13216577221915132,0.1445853403959078,0.1262951472855493,0.13216577221915132,0.12371874189805351,0.15256482073568345,0.14643485191168937,0.11309156942304299,0.13000548554639998,0.12371874189805351,0.13816305503329443,0.10661352299452247,0.10661352299452247,0.11915429648599414,0.3682015082800176,0.30843059189198596,0.27653956925645495,0.20015068036756611,0.135962794565097,0.3035273506154085,0.27653956925645495,0.3170453144126395,0.3682015082800176,0.09064186304339797,0.23933946481293938,0.3035273506154085,0.25285742861017035,0.23933946481293938,0.2589895756864961,0.3784537400401341,0.39065474312655385,0.194801689884027,0.2442427060895168,0.2589895756864961,0.3170453144126395,0.2123516834539859,0.2123516834539859,0.27017382851571425
9,24,0.13403059238933088,0.08452201546780204,0.16987899207737672,0.2797719002351439,0.08308837445644814,0.4208513825900161,9,False,2,0,0,0,0,76,123,237,16,32,239,170,132,226,142,217,144,128,111,54,105,7,189,33,43,1,75,216,219,0.16987899207737672,0.1504583222081495,0.10979290417783467,0.11399874259516864,0.09977652794962316,0.12471116179382148,0.1192145045605642,0.14283370256323796,0.13713990421756764,0.1192145045605642,0.1504583222081495,0.16560797670835334,0.1489082182424058,0.12823820918856602,0.13369199914433266,0.12583811571394668,0.1604586205449845,0.15453870410277357,0.11297932012702314,0.13168749627674456,0.08452201546780204,0.1489082182424058,0.16987899207737672,0.11399874259516864,0.4208513825900161,0.3660613759009871,0.2779890431661537,0.2668047903369356,0.12463256168467224,0.33099267613940475,0.2534946051517504,0.2906248715449195,0.30272784274519443,0.2534946051517504,0.3660613759009871,0.3375180492566828,0.2782334047307911,0.23178597622598948,0.2193945094118611,0.23740711104595474,0.3469159283701229,0.358100181199341,0.17856821572702472,0.22388914724872372,0.08308837445644814,0.2782334047307911,0.4208513825900161,0.2668047903369356
10,24,0.13987828464402224,0.08183695556986462,0.18080302365486478,0.27812604758698645,0.07616434325174412,0.4188895945759048,10,False,3,0,0,0,0,255,76,123,237,241,16,32,239,170,132,226,142,217,144,128,111,54,105,7,189,33,1,216,261,0.13050345031553065,0.18080302365486478,0.16176175493517275,0.1122695883964201,0.16176175493517275,0.11620570136910621,0.09773757360493614,0.12943170908680543,0.12107023544185942,0.14657355034284095,0.14120854979707095,0.12107023544185942,0.15769481921228104,0.1721909713143463,0.15227767924087313,0.12944492785064968,0.1344824707902149,0.13050345031553065,0.16727666522675702,0.16161067944233012,0.11235515412387342,0.08183695556986462,0.18080302365486478,0.15620490739330897,0.30095651845879184,0.38578043404084805,0.4188895945759048,0.2548232895689742,0.4188895945759048,0.24457105780885763,0.11424651487761621,0.3034099531277877,0.23237005472243782,0.26640613224950954,0.2775005225164282,0.23237005472243782,0.3355562612425715,0.3093915451519592,0.2550472876698918,0.212470478207157,0.2011116336275393,0.30095651845879184,0.31800626767261264,0.3282584994327292,0.163687531083106,0.07616434325174412,0.38578043404084805,0.3383806210032252
