generation,mu,mean_sigma,min_sigma,max_sigma,mean_psucc,min_psucc,max_psucc,gens_silent,sigma_floor_active,archive_size,n_pitot3_sentinels,n_spark_sentinels,n_both_sentinels,n_sentinels,lineage_0,lineage_1,lineage_2,lineage_3,lineage_4,lineage_5,lineage_6,lineage_7,lineage_8,lineage_9,lineage_10,lineage_11,lineage_12,lineage_13,lineage_14,lineage_15,lineage_16,lineage_17,lineage_18,lineage_19,lineage_20,lineage_21,lineage_22,lineage_23,sigma_0,sigma_1,sigma_2,sigma_3,sigma_4,sigma_5,sigma_6,sigma_7,sigma_8,sigma_9,sigma_10,sigma_11,sigma_12,sigma_13,sigma_14,sigma_15,sigma_16,sigma_17,sigma_18,sigma_19,sigma_20,sigma_21,sigma_22,sigma_23,psucc_0,psucc_1,psucc_2,psucc_3,psucc_4,psucc_5,psucc_6,psucc_7,psucc_8,psucc_9,psucc_10,psucc_11,psucc_12,psucc_13,psucc_14,psucc_15,psucc_16,psucc_17,psucc_18,psucc_19,psucc_20,psucc_21,psucc_22,psucc_23
1,24,0.10046855993595989,0.09953810705865762,0.10210518621451076,0.19696969696969693,0.16666666666666666,0.25,0,False,5,0,0,0,0,0,7,36,19,29,40,23,11,17,4,12,16,5,8,2,6,13,18,21,10,22,3,15,14,0.1,0.1,0.10210518621451076,0.1,0.10210518621451076,0.10210518621451076,0.1,0.1,0.09953810705865762,0.09953810705865762,0.10210518621451076,0.10210518621451076,0.10210518621451076,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09953810705865762,0.18181818181818182,0.18181818181818182,0.25,0.18181818181818182,0.25,0.25,0.18181818181818182,0.18181818181818182,0.16666666666666666,0.16666666666666666,0.25,0.25,0.25,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.16666666666666666
2,24,0.10153193850132787,0.09953810705865762,0.10626479815687233,0.21938131313131315,0.16666666666666666,0.3125,0,False,5,0,0,0,0,0,7,36,19,29,40,23,11,17,4,12,16,5,8,2,6,53,13,18,21,68,10,22,60,0.1,0.1,0.10210518621451076,0.1,0.10210518621451076,0.10626479815687233,0.1,0.1,0.09953810705865762,0.09953810705865762,0.10210518621451076,0.10210518621451076,0.10626479815687233,0.1,0.1,0.1,0.10626479815687233,0.1,0.1,0.1,0.10210518621451076,0.1,0.10210518621451076,0.10626479815687233,0.18181818181818182,0.18181818181818182,0.25,0.18181818181818182,0.25,0.3125,0.18181818181818182,0.18181818181818182,0.16666666666666666,0.16666666666666666,0.25,0.25,0.3125,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.3125,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.25,0.18181818181818182,0.25,0.3125
3,24,0.10192344038745459,0.09953810705865762,0.10626479815687233,0.22616792929292928,0.16666666666666666,0.3125,0,False,5,0,0,0,0,0,7,36,19,29,79,40,89,4,12,23,11,17,8,2,16,5,13,83,53,21,6,10,18,0.1,0.1,0.10210518621451076,0.1,0.10210518621451076,0.10210518621451076,0.10626479815687233,0.10210518621451076,0.09953810705865762,0.1035931400515108,0.09953810705865762,0.10210518621451076,0.09953810705865762,0.1,0.1,0.10626479815687233,0.10626479815687233,0.10210518621451076,0.10626479815687233,0.10626479815687233,0.1,0.1,0.1,0.1,0.18181818181818182,0.18181818181818182,0.25,0.18181818181818182,0.25,0.25,0.3125,0.25,0.16666666666666666,0.22916666666666666,0.16666666666666666,0.25,0.16666666666666666,0.18181818181818182,0.18181818181818182,0.3125,0.3125,0.25,0.3125,0.3125,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182
4,24,0.10251916944949756,0.09953810705865762,0.10971734353948906,0.24028040824915822,0.16666666666666666,0.3125,0,False,6,0,0,0,0,0,7,36,19,29,108,79,40,89,97,4,12,106,17,8,2,23,11,13,16,5,21,83,53,0.1,0.10210518621451076,0.10210518621451076,0.1,0.10210518621451076,0.10120316818419796,0.10210518621451076,0.10971734353948906,0.10210518621451076,0.10210518621451076,0.09953810705865762,0.10449126110942733,0.10120316818419796,0.10120316818419796,0.1,0.1,0.10120316818419796,0.10210518621451076,0.10210518621451076,0.10626479815687233,0.10626479815687233,0.1,0.10626479815687233,0.10626479815687233,0.18181818181818182,0.25,0.25,0.18181818181818182,0.25,0.2361111111111111,0.25,0.2864583333333333,0.25,0.25,0.16666666666666666,0.21006944444444442,0.2361111111111111,0.2361111111111111,0.18181818181818182,0.18181818181818182,0.2361111111111111,0.25,0.25,0.3125,0.3125,0.18181818181818182,0.3125,0.3125
5,24,0.10282631467475452,0.1,0.10971734353948906,0.24731089102833895,0.18181818181818182,0.3125,0,False,6,0,0,0,0,0,7,36,19,29,108,79,40,89,121,97,130,12,106,17,4,8,2,23,11,13,16,5,83,0.1,0.10626479815687233,0.10210518621451076,0.1,0.10210518621451076,0.10120316818419796,0.10210518621451076,0.10971734353948906,0.10210518621451076,0.10626479815687233,0.10210518621451076,0.10120316818419796,0.1048349052634947,0.10120316818419796,0.10120316818419796,0.10120316818419796,0.1,0.1,0.10120316818419796,0.10210518621451076,0.10210518621451076,0.10626479815687233,0.10626479815687233,0.10626479815687233,0.18181818181818182,0.3125,0.25,0.18181818181818182,0.25,0.2361111111111111,0.25,0.2864583333333333,0.25,0.3125,0.25,0.2361111111111111,0.19256365740740738,0.2361111111111111,0.2361111111111111,0.2361111111111111,0.18181818181818182,0.18181818181818182,0.2361111111111111,0.25,0.25,0.3125,0.3125,0.3125
6,24,0.10359800948088356,0.09953810705865762,0.11254694432213024,0.25101985567480356,0.16666666666666666,0.36979166666666663,0,False,7,0,0,0,0,0,7,36,19,29,108,149,79,40,153,89,121,97,130,12,106,17,4,8,2,23,11,13,5,0.1,0.10626479815687233,0.1035931400515108,0.1,0.1035931400515108,0.10491709251729248,0.10491709251729248,0.10210518621451076,0.10971734353948906,0.11254694432213024,0.10210518621451076,0.11254694432213024,0.10210518621451076,0.1022793177746068,0.1048349052634947,0.10120316818419796,0.10120316818419796,0.10120316818419796,0.1,0.09953810705865762,0.10120316818419796,0.10210518621451076,0.10210518621451076,0.10626479815687233,0.18181818181818182,0.3125,0.22916666666666666,0.18181818181818182,0.22916666666666666,0.2997685185185185,0.2997685185185185,0.25,0.2864583333333333,0.36979166666666663,0.25,0.36979166666666663,0.25,0.21643518518518517,0.19256365740740738,0.2361111111111111,0.2361111111111111,0.2361111111111111,0.18181818181818182,0.16666666666666666,0.2361111111111111,0.25,0.25,0.3125
7,24,0.10432939918889177,0.09953810705865762,0.11808335442858496,0.25691704370089785,0.16666666666666666,0.36979166666666663,0,False,7,0,0,0,0,0,7,36,19,29,108,149,79,40,178,153,89,121,97,130,12,106,17,175,4,8,2,23,11,0.1,0.10626479815687233,0.1035931400515108,0.09953810705865762,0.1035931400515108,0.10491709251729248,0.10491709251729248,0.10626479815687233,0.10971734353948906,0.10626479815687233,0.11254694432213024,0.10626479815687233,0.11808335442858496,0.10210518621451076,0.1022793177746068,0.1048349052634947,0.10120316818419796,0.10120316818419796,0.10626479815687233,0.10120316818419796,0.1,0.09953810705865762,0.10120316818419796,0.10210518621451076,0.18181818181818182,0.3125,0.22916666666666666,0.16666666666666666,0.22916666666666666,0.2997685185185185,0.2997685185185185,0.3125,0.2864583333333333,0.3125,0.36979166666666663,0.3125,0.3389756944444444,0.25,0.21643518518518517,0.19256365740740738,0.2361111111111111,0.2361111111111111,0.3125,0.2361111111111111,0.18181818181818182,0.16666666666666666,0.2361111111111111,0.25
8,24,0.10424905066357008,0.09865876712893568,0.11808335442858496,0.25509101248304805,0.15277777777777776,0.36979166666666663,0,False,7,0,0,0,0,0,7,36,19,29,108,149,79,40,178,153,89,121,97,130,12,106,17,175,4,8,2,23,11,0.1,0.10626479815687233,0.1035931400515108,0.09865876712893568,0.1035931400515108,0.10491709251729248,0.10491709251729248,0.10626479815687233,0.10971734353948906,0.10626479815687233,0.11254694432213024,0.10626479815687233,0.11808335442858496,0.10210518621451076,0.1022793177746068,0.10466522051521766,0.10120316818419796,0.10120316818419796,0.10626479815687233,0.10120316818419796,0.1,0.09865876712893568,0.10120316818419796,0.10210518621451076,0.18181818181818182,0.3125,0.22916666666666666,0.15277777777777776,0.22916666666666666,0.2997685185185185,0.2997685185185185,0.3125,0.2864583333333333,0.3125,0.36979166666666663,0.3125,0.3389756944444444,0.25,0.21643518518518517,0.1765166859567901,0.2361111111111111,0.2361111111111111,0.3125,0.2361111111111111,0.18181818181818182,0.15277777777777776,0.2361111111111111,0.25
9,24,0.10427069634317666,0.09865876712893568,0.11808335442858496,0.2543395014233773,0.15277777777777776,0.36979166666666663,0,False,7,0,0,0,0,0,7,36,19,29,108,149,79,40,178,153,89,121,97,130,12,106,17,175,4,8,2,23,11,0.1,0.10626479815687233,0.1035931400515108,0.09865876712893568,0.1035931400515108,0.10491709251729248,0.10491709251729248,0.10626479815687233,0.10971734353948906,0.10626479815687233,0.11254694432213024,0.10626479815687233,0.11808335442858496,0.10210518621451076,0.10279881408516497,0.10466522051521766,0.10120316818419796,0.10120316818419796,0.10626479815687233,0.10120316818419796,0.1,0.09865876712893568,0.10120316818419796,0.10210518621451076,0.18181818181818182,0.3125,0.22916666666666666,0.15277777777777776,0.22916666666666666,0.2997685185185185,0.2997685185185185,0.3125,0.2864583333333333,0.3125,0.36979166666666663,0.3125,0.3389756944444444,0.25,0.1983989197530864,0.1765166859567901,0.2361111111111111,0.2361111111111111,0.3125,0.2361111111111111,0.18181818181818182,0.15277777777777776,0.2361111111111111,0.25
10,24,0.10562815581715373,0.09865876712893568,0.11808335442858496,0.2684410200821876,0.15277777777777776,0.36979166666666663,0,False,6,0,0,0,0,0,241,19,29,108,149,7,36,153,89,121,97,79,40,178,106,17,175,130,253,12,23,11,2,0.1,0.11254694432213024,0.09865876712893568,0.1035931400515108,0.10491709251729248,0.10491709251729248,0.11254694432213024,0.1035931400515108,0.11254694432213024,0.10626479815687233,0.11808335442858496,0.10626479815687233,0.10971734353948906,0.10971734353948906,0.10626479815687233,0.10120316818419796,0.10120316818419796,0.10626479815687233,0.10279881408516497,0.10626479815687233,0.10466522051521766,0.1022793177746068,0.10210518621451076,0.09865876712893568,0.18181818181818182,0.36979166666666663,0.15277777777777776,0.22916666666666666,0.2997685185185185,0.2997685185185185,0.36979166666666663,0.22916666666666666,0.36979166666666663,0.3125,0.3389756944444444,0.3125,0.2864583333333333,0.2864583333333333,0.3125,0.2361111111111111,0.2361111111111111,0.3125,0.1983989197530864,0.3125,0.1765166859567901,0.21643518518518517,0.25,0.15277777777777776
