generation,parent_idx,lineage_id,m_active,A_delta_fro,condition_number_after,shrink_applied,psd_fallback,active_js,v_norms
1,0,0,1,0.01540187841082377,1.0254766864284572,True,False,[5],[0.01980368778118666]
1,1,1,1,0.01601905527898616,1.025476686428457,True,False,[5],[0.03559437058370102]
1,2,2,1,0.016335616339626727,1.0254766864284577,True,False,[7],[0.015603889955782322]
1,3,3,1,0.015530051190317301,1.0254766864284577,True,False,[7],[0.017379693816722504]
1,4,4,1,0.016575166766210993,1.0254766864284566,True,False,[5],[0.022049496529249365]
1,5,5,1,0.01663795322974415,1.025476686428457,True,False,[11],[0.045245841101296015]
1,6,6,2,0.01582866154632057,1.0254766864284572,True,False,"[7, 15]","[0.020280619807317195, 0.020280619807317195]"
1,7,7,2,0.016123305676197873,1.025476686428457,True,False,"[7, 8]","[0.031243647361591805, 0.031243647361591805]"
1,8,8,1,0.015951521447964787,1.0254766864284584,True,False,[16],[0.03642899059912936]
1,9,9,2,0.016462711081578773,1.0254766864284575,True,False,"[6, 7]","[0.0318741951462199, 0.0318741951462199]"
1,11,11,1,0.016693101297305887,1.0254766864284575,True,False,[7],[0.022188034525311356]
1,13,13,1,0.016141461741008483,1.025476686428457,True,False,[8],[0.03594802411445634]
1,14,14,1,0.01405782784279486,1.0254766864284564,True,False,[16],[0.03738224301682612]
1,15,15,1,0.016439408704871622,1.0254766864284575,True,False,[5],[0.04704749175564743]
1,16,16,1,0.014987475473798981,1.0254766864284575,True,False,[12],[0.02721363068539688]
1,18,18,2,0.016213818849733923,1.0254766864284568,True,False,"[11, 15]","[0.04028702520290376, 0.04028702520290376]"
1,19,19,1,0.015710016591811985,1.025476686428458,True,False,[5],[0.049559736361438844]
1,21,21,1,0.01659360779656121,1.025476686428457,True,False,[12],[0.033931516335803914]
1,22,22,2,0.016013595928886445,1.025476686428458,True,False,"[7, 16]","[0.031835031413156994, 0.031835031413156994]"
1,23,23,1,0.013643792796494003,1.0254766864284568,True,False,[7],[0.017774259447403205]
2,0,0,1,0.015651369228782647,1.0264169141841293,True,False,[6],[0.01508929834944991]
2,1,7,1,0.015754574290442344,1.0284593387756338,True,False,[8],[0.022294942287335227]
2,3,4,2,0.01615112096186678,1.0376410801837364,True,False,"[7, 8]","[0.05826273622586638, 0.04722235821936182]"
2,4,12,1,0.016495508441715833,1.0254766864284575,True,False,[7],[0.025140927518010232]
2,5,44,1,0.03349618825516808,1.104192014885559,True,False,[7],[0.04397456395421128]
2,7,17,3,0.01510400751142949,1.0240595075066714,True,False,"[7, 8, 16]","[0.05083279883685333, 0.05083279883685333, 0.03242229758612943]"
2,8,8,1,0.015827478703023697,1.049603786366334,True,False,[5],[0.02707151145573998]
2,10,13,2,0.01651747770385604,1.0333813819182673,True,False,"[12, 16]","[0.025298324749827614, 0.025298324749827614]"
2,11,2,1,0.014564838822918483,1.0368639827284627,True,False,[5],[0.028745773694442683]
2,12,23,1,0.016049178651961295,1.0263300680560217,True,False,[5],[0.03623624426657258]
2,13,21,3,0.016527387842582966,1.0262688855373545,True,False,"[7, 12, 16]","[0.02973944143311804, 0.02973944143311804, 0.02973944143311804]"
2,14,16,1,0.016247922685080084,1.0386686768497835,True,False,[5],[0.018877173778708768]
2,15,5,1,0.015539000172326364,1.0424819304632518,True,False,[7],[0.008954010348997296]
2,16,34,2,0.02617927841311461,1.0772051389024766,True,False,"[7, 16]","[0.024289871423813354, 0.024289871423813354]"
2,17,9,1,0.013784479917500118,1.0365920943792137,True,False,[6],[0.01974787343359517]
2,19,22,1,0.01636643638571405,1.0403984049303208,True,False,[16],[0.029768116366233357]
2,20,6,2,0.016205462451630907,1.0355340496217456,True,False,"[7, 15]","[0.030349865514775955, 0.030349865514775955]"
2,21,18,1,0.016727905468560685,1.0455634616837768,True,False,[11],[0.03694553888526709]
2,22,3,2,0.012537205565636254,1.0305267198687251,True,False,"[7, 11]","[0.028009758340743696, 0.028437532952888766]"
2,23,14,1,0.01611464734390382,1.037669453146314,True,False,[5],[0.01247104843616456]
3,0,0,1,0.01642005304934566,1.0387409906213023,True,False,[7],[0.018623840748775964]
3,1,7,1,0.016053102749323263,1.045762218941377,True,False,[5],[0.05081335583581078]
3,2,19,1,0.015560443453451374,1.0328815492884242,True,False,[15],[0.019010885272487163]
3,3,66,1,0.0569086781844709,1.1552494413137357,True,False,[16],[0.025947545678550836]
3,4,4,2,0.014068183661484879,1.0423808391214713,True,False,"[7, 12]","[0.03646009017387436, 0.022178324082280834]"
3,5,12,1,0.01593222247847824,1.032346897302023,True,False,[5],[0.027684931034868753]
3,8,17,2,0.015412931976752668,1.026695379650608,True,False,"[15, 16]","[0.0325991291301912, 0.05884267825104231]"
3,9,8,1,0.015776155702641376,1.049646012678205,True,False,[7],[0.03693149918071624]
3,10,41,1,0.03804959636983061,1.125427889819612,True,False,[16],[0.058232699395487246]
3,11,50,1,0.034678804554544425,1.1194475255553833,True,False,[15],[0.037106345643462116]
3,12,13,1,0.016427311972795552,1.051265852917213,True,False,[8],[0.034867465630521705]
3,13,2,1,0.01572383833193903,1.0369022413538074,True,False,[5],[0.03868775829252775]
3,14,23,2,0.014054804714912519,1.0398534448674517,True,False,"[7, 16]","[0.029328928434188023, 0.05720772634842792]"
3,15,21,1,0.016120651381876804,1.0279233182790908,True,False,[7],[0.03947095251739364]
3,16,16,1,0.01625884613647906,1.0468280170972222,True,False,[5],[0.0209159612024536]
3,17,5,1,0.01652546094603493,1.042536836841942,True,False,[5],[0.017490958823459028]
3,18,34,1,0.014392811808486072,1.074553489439326,True,False,[16],[0.026209301760153743]
3,19,9,1,0.015865749823868017,1.0374637452381679,True,False,[7],[0.023304922950222323]
3,20,10,1,0.015786845423758578,1.0254766864284572,True,False,[5],[0.023844015478249908]
3,21,22,2,0.016405002071888823,1.0427595270946586,True,False,"[11, 16]","[0.07529447190583007, 0.04658053257316521]"
3,22,6,1,0.016216841156997865,1.042950079782345,True,False,[5],[0.02087658067147082]
3,23,18,3,0.015394474702511075,1.0559325305916238,True,False,"[7, 11, 15]","[0.04090408775288776, 0.04271257286385007, 0.04271257286385007]"
4,0,0,1,0.01633351807035202,1.0462430410568018,True,False,[5],[0.029040802409279698]
4,1,7,2,0.015360233134434393,1.063966565977179,True,False,"[7, 8]","[0.03985820801758488, 0.050682618669108885]"
4,2,19,1,0.016201497246504812,1.0334626493598584,True,False,[8],[0.02885231673459247]
4,3,66,1,0.01613852593259263,1.1682650991328654,True,False,[16],[0.03576135983782639]
4,4,4,2,0.01595084375939622,1.0502061533248683,True,False,"[7, 12]","[0.06310405314466162, 0.059927101272300276]"
4,6,44,1,0.015244548731194232,1.1213449577630161,True,False,[7],[0.023726377777188872]
4,7,11,1,0.01595353180630724,1.0384837925422823,True,False,[5],[0.025277380682653276]
4,8,17,1,0.015704319087646218,1.0376837535227867,True,False,[8],[0.023833636745543847]
