generation,count,is_initialized,f_proxy_scalar,g_al_proxy,lam,mu,al_pen_proxy,g_al_min,g_al_max,g_al_std,n_feasible_parents,pen_to_f_ratio,n_proxy_set,proxy_front_only,proxy_g_quantile
12,0,False,0.83774664952381,[-3187.034702267573],[0.0],[0.0],0.0,-3473.42827370614,-2230.897936419388,389.1948109651433,24,0.0,3,True,0.75
13,0,False,0.8276509514285717,[-3113.251242503458],[0.0],[0.0],0.0,-3473.42827370614,-2230.897936419388,354.7148148897221,24,0.0,4,True,0.75
14,0,False,0.8276509514285717,[-3113.251242503458],[0.0],[0.0],0.0,-3583.844031107772,-2067.9591836735144,405.2052842795678,24,0.0,4,True,0.75
15,0,False,0.8276509514285717,[-3113.251242503458],[0.0],[0.0],0.0,-3583.844031107772,-2067.9591836735144,413.612640001995,24,0.0,4,True,0.75
16,0,False,0.8276509514285717,[-3113.251242503458],[0.0],[0.0],0.0,-3583.844031107772,-2067.9591836735144,413.612640001995,24,0.0,4,True,0.75
17,0,False,0.7871035440000002,[-3152.967783401616],[0.0],[0.0],0.0,-3583.844031107772,-2067.9591836735144,414.40321299103323,24,0.0,5,True,0.75
18,0,False,0.7871035440000002,[-3152.967783401616],[0.0],[0.0],0.0,-3583.844031107772,-2067.9591836735144,414.40321299103323,24,0.0,5,True,0.75
19,0,False,0.7871035440000002,[-3152.967783401616],[0.0],[0.0],0.0,-3583.844031107772,-2067.9591836735144,440.27929105328536,24,0.0,5,True,0.75
20,0,False,0.7871035440000002,[-3152.967783401616],[0.0],[0.0],0.0,-3583.844031107772,-2067.9591836735144,426.4544201437335,24,0.0,5,True,0.75
21,0,False,0.7871035440000002,[-3152.967783401616],[0.0],[0.0],0.0,-3583.844031107772,-2067.9591836735144,462.35675216384254,24,0.0,5,True,0.75
22,0,False,0.7871035440000002,[-3152.967783401616],[0.0],[0.0],0.0,-3583.844031107772,-1855.4596901382204,488.4665907563341,24,0.0,5,True,0.75
23,0,False,0.7871035440000002,[-3152.967783401616],[0.0],[0.0],0.0,-3583.844031107772,-1855.4596901382204,488.4665907563341,24,0.0,5,True,0.75
24,0,False,0.7871035440000002,[-3152.967783401616],[0.0],[0.0],0.0,-3583.844031107772,-1855.4596901382204,488.4665907563341,24,0.0,5,True,0.75
25,0,False,0.7871035440000002,[-3152.967783401616],[0.0],[0.0],0.0,-3583.844031107772,-1855.4596901382204,508.3390719390646,24,0.0,5,True,0.75
26,0,False,0.7871035440000002,[-3152.967783401616],[0.0],[0.0],0.0,-3583.844031107772,-1855.4596901382204,508.3390719390646,24,0.0,5,True,0.75
27,0,False,0.7871035440000002,[-3152.967783401616],[0.0],[0.0],0.0,-3583.844031107772,-1855.4596901382204,508.3390719390646,24,0.0,5,True,0.75
28,0,False,0.7871035440000002,[-3152.967783401616],[0.0],[0.0],0.0,-3583.844031107772,-1855.4596901382204,508.3390719390646,24,0.0,5,True,0.75
29,0,False,0.7871035440000002,[-3152.967783401616],[0.0],[0.0],0.0,-3583.844031107772,-1855.4596901382204,504.38797313075753,24,0.0,5,True,0.75
30,0,False,0.7871035440000002,[-3152.967783401616],[0.0],[0.0],0.0,-3583.844031107772,-1855.4596901382204,486.9751322029979,24,0.0,5,True,0.75
31,0,False,0.7871035440000002,[-3152.967783401616],[0.0],[0.0],0.0,-3583.844031107772,-1855.4596901382204,477.793453398638,24,0.0,5,True,0.75
32,0,False,0.7871035440000002,[-3152.967783401616],[0.0],[0.0],0.0,-3583.844031107772,-1855.4596901382204,476.40827399610384,24,0.0,5,True,0.75
33,0,False,0.8048356533333334,[-3033.818160707141],[0.0],[0.0],0.0,-3583.844031107772,-1855.4596901382204,479.7867454301853,24,0.0,6,True,0.75
34,0,False,0.8048356533333334,[-3033.818160707141],[0.0],[0.0],0.0,-3583.844031107772,-1855.4596901382204,459.2805576970997,24,0.0,6,True,0.75
35,0,False,0.8048356533333334,[-3033.818160707141],[0.0],[0.0],0.0,-3583.844031107772,-1855.4596901382204,459.2805576970997,24,0.0,6,True,0.75
36,0,False,0.8198978775510205,[-2809.1169068224094],[0.0],[0.0],0.0,-3583.844031107772,-1855.4596901382204,470.54321126712756,24,0.0,7,True,0.75
37,0,False,0.8198978775510205,[-2809.1169068224094],[0.0],[0.0],0.0,-3583.844031107772,-1855.4596901382204,470.54321126712756,24,0.0,7,True,0.75
38,0,False,0.8198978775510205,[-2809.1169068224094],[0.0],[0.0],0.0,-3583.844031107772,-1855.4596901382204,464.0102635832875,24,0.0,7,True,0.75
39,0,False,0.8150178555102041,[-3073.5347016052992],[0.0],[0.0],0.0,-3583.844031107772,-1855.4596901382204,478.30265829375315,24,0.0,7,True,0.75
40,0,False,0.8150178555102041,[-3073.5347016052992],[0.0],[0.0],0.0,-3583.844031107772,-1855.4596901382204,478.30265829375315,24,0.0,7,True,0.75
41,0,False,0.7982217761904759,[-3033.818160707141],[0.0],[0.0],0.0,-3583.844031107772,-1855.4596901382204,482.9349378694938,24,0.0,6,True,0.75
42,0,False,0.7982217761904759,[-3033.818160707141],[0.0],[0.0],0.0,-3583.844031107772,-1855.4596901382204,497.9992768247757,24,0.0,6,True,0.75
43,0,False,0.7982217761904759,[-3033.818160707141],[0.0],[0.0],0.0,-3583.844031107772,-1855.4596901382204,511.2395311806898,24,0.0,6,True,0.75
44,0,False,0.7982217761904759,[-3033.818160707141],[0.0],[0.0],0.0,-3583.844031107772,-1855.4596901382204,511.2395311806898,24,0.0,6,True,0.75
45,0,False,0.7982217761904759,[-3033.818160707141],[0.0],[0.0],0.0,-3583.844031107772,-1855.4596901382204,511.2395311806898,24,0.0,6,True,0.75
46,0,False,0.7982217761904759,[-3033.818160707141],[0.0],[0.0],0.0,-3583.844031107772,-1855.4596901382204,511.2395311806898,24,0.0,6,True,0.75
47,0,False,0.7982217761904759,[-3033.818160707141],[0.0],[0.0],0.0,-3583.844031107772,-1855.4596901382204,512.5275676672644,24,0.0,6,True,0.75
48,0,False,0.7982217761904759,[-3033.818160707141],[0.0],[0.0],0.0,-3583.844031107772,-1855.4596901382204,519.2530680059924,24,0.0,6,True,0.75
49,0,False,0.7982217761904759,[-3033.818160707141],[0.0],[0.0],0.0,-3583.844031107772,-1855.4596901382204,519.2530680059924,24,0.0,6,True,0.75
50,0,False,0.7982217761904759,[-3033.818160707141],[0.0],[0.0],0.0,-3583.844031107772,-1855.4596901382204,521.0169881939577,24,0.0,6,True,0.75
51,0,False,0.8046292163265303,[-2869.5635317063634],[0.0],[0.0],0.0,-3583.844031107772,-1855.4596901382204,500.70707414875596,24,0.0,7,True,0.75
52,0,False,0.8046292163265303,[-2869.5635317063634],[0.0],[0.0],0.0,-3583.844031107772,-1855.4596901382204,496.53956890663756,24,0.0,7,True,0.75
53,0,False,0.8046292163265303,[-2869.5635317063634],[0.0],[0.0],0.0,-3583.844031107772,-1855.4596901382204,496.53956890663756,24,0.0,7,True,0.75
54,0,False,0.8046292163265303,[-2869.5635317063634],[0.0],[0.0],0.0,-3583.844031107772,-1855.4596901382204,496.53956890663756,24,0.0,7,True,0.75
55,0,False,0.8046292163265303,[-2869.5635317063634],[0.0],[0.0],0.0,-3582.9451809387206,-1855.4596901382204,473.5768588537365,24,0.0,7,True,0.75
56,0,False,0.8292743918214285,[-2931.832575757673],[0.0],[0.0],0.0,-3582.9451809387206,-2070.2647868662452,415.9495301689055,24,0.0,8,True,0.75
57,0,False,0.8292743918214285,[-2931.832575757673],[0.0],[0.0],0.0,-3582.9451809387206,-2070.2647868662452,417.2912599565278,24,0.0,8,True,0.75
58,0,False,0.8308420247936508,[-2994.101619808983],[0.0],[0.0],0.0,-3533.1943610217554,-2070.2647868662452,405.1838642178951,24,0.0,9,True,0.75
59,0,False,0.8308420247936508,[-2994.101619808983],[0.0],[0.0],0.0,-3533.1943610217554,-2070.2647868662452,401.4986913114681,24,0.0,9,True,0.75
60,0,False,0.8308420247936508,[-2994.101619808983],[0.0],[0.0],0.0,-3533.1943610217554,-2070.2647868662452,401.4986913114681,24,0.0,9,True,0.75
61,0,False,0.7909312162040815,[-2948.99661350268],[0.0],[0.0],0.0,-3533.1943610217554,-2090.25731067492,356.7357181693425,24,0.0,7,True,0.75
62,0,False,0.7909312162040815,[-2948.99661350268],[0.0],[0.0],0.0,-3533.1943610217554,-2090.25731067492,352.7543397195082,24,0.0,7,True,0.75
63,0,False,0.7909312162040815,[-2948.99661350268],[0.0],[0.0],0.0,-3533.1943610217554,-2090.25731067492,352.7543397195082,24,0.0,7,True,0.75
64,0,False,0.7909312162040815,[-2948.99661350268],[0.0],[0.0],0.0,-3533.1943610217554,-2090.25731067492,310.8662028170546,24,0.0,7,True,0.75
65,0,False,0.7909312162040815,[-2948.99661350268],[0.0],[0.0],0.0,-3533.1943610217554,-2090.25731067492,318.95368529689506,24,0.0,7,True,0.75
66,0,False,0.7909312162040815,[-2948.99661350268],[0.0],[0.0],0.0,-3533.1943610217554,-2090.25731067492,317.77505325026794,24,0.0,7,True,0.75
67,0,False,0.7909312162040815,[-2948.99661350268],[0.0],[0.0],0.0,-3533.1943610217554,-2090.25731067492,324.51144349724683,24,0.0,7,True,0.75
68,0,False,0.7909312162040815,[-2948.99661350268],[0.0],[0.0],0.0,-3533.1943610217554,-2090.25731067492,324.51144349724683,24,0.0,7,True,0.75
69,0,False,0.7909312162040815,[-2948.99661350268],[0.0],[0.0],0.0,-3533.1943610217554,-2090.25731067492,323.29989714183955,24,0.0,7,True,0.75
70,0,False,0.7909312162040815,[-2948.99661350268],[0.0],[0.0],0.0,-3533.1943610217554,-2090.25731067492,330.6190733794355,24,0.0,7,True,0.75
71,0,False,0.7909312162040815,[-2948.99661350268],[0.0],[0.0],0.0,-3533.1943610217554,-2090.25731067492,331.06516867775656,24,0.0,7,True,0.75
72,0,False,0.7909312162040815,[-2948.99661350268],[0.0],[0.0],0.0,-3533.1943610217554,-2090.25731067492,331.06516867775656,24,0.0,7,True,0.75
73,0,False,0.7909312162040815,[-2948.99661350268],[0.0],[0.0],0.0,-3533.1943610217554,-2090.25731067492,323.7477060420211,24,0.0,7,True,0.75
74,0,False,0.7909312162040815,[-2948.99661350268],[0.0],[0.0],0.0,-3533.1943610217554,-2090.25731067492,328.771761716323,24,0.0,7,True,0.75
75,0,False,0.7963271856071427,[-3015.099802224476],[0.0],[0.0],0.0,-3533.1943610217554,-2090.25731067492,314.14427365505964,24,0.0,8,True,0.75
76,0,False,0.7885739713333332,[-3105.124588431387],[0.0],[0.0],0.0,-3560.999928779988,-2090.25731067492,318.87185577679867,24,0.0,9,True,0.75
77,0,False,0.7885739713333332,[-3105.124588431387],[0.0],[0.0],0.0,-3582.816810576487,-2090.25731067492,343.1695566889729,24,0.0,9,True,0.75
78,0,False,0.7695411970571426,[-3117.0853871739446],[0.0],[0.0],0.0,-3582.816810576487,-2090.25731067492,327.90673772850187,24,0.0,10,True,0.75
79,0,False,0.7695411970571426,[-3117.0853871739446],[0.0],[0.0],0.0,-3582.816810576487,-2090.25731067492,327.90673772850187,24,0.0,10,True,0.75
80,0,False,0.7695411970571426,[-3117.0853871739446],[0.0],[0.0],0.0,-3582.816810576487,-2090.25731067492,319.1613606432153,24,0.0,10,True,0.75
81,0,False,0.7657102084857141,[-3117.0853871739446],[0.0],[0.0],0.0,-3582.816810576487,-2090.25731067492,323.81378560594123,24,0.0,10,True,0.75
82,0,False,0.7657102084857141,[-3117.0853871739446],[0.0],[0.0],0.0,-3582.816810576487,-2090.25731067492,323.81378560594123,24,0.0,10,True,0.75
83,0,False,0.7657102084857141,[-3117.0853871739446],[0.0],[0.0],0.0,-3582.816810576487,-2090.25731067492,323.81378560594123,24,0.0,10,True,0.75
84,0,False,0.7723823116103895,[-2811.221513010639],[0.0],[0.0],0.0,-3560.999928779988,-2090.25731067492,332.254555992263,24,0.0,11,True,0.75
85,0,False,0.7493681589523808,[-3038.110073547625],[0.0],[0.0],0.0,-3560.999928779988,-2090.25731067492,331.59427150295124,24,0.0,9,True,0.75
86,0,False,0.7493681589523808,[-3038.110073547625],[0.0],[0.0],0.0,-3560.999928779988,-2090.25731067492,331.59427150295124,24,0.0,9,True,0.75
87,0,False,0.7546584801999998,[-3054.8637022685652],[0.0],[0.0],0.0,-3560.999928779988,-2618.9665557970848,255.80011924309713,24,0.0,10,True,0.75
88,0,False,0.7546584801999998,[-3054.8637022685652],[0.0],[0.0],0.0,-3560.999928779988,-2618.9665557970848,255.80011924309713,24,0.0,10,True,0.75
89,0,False,0.7573523046904761,[-3088.3709597104466],[0.0],[0.0],0.0,-3560.999928779988,-2618.9665557970848,257.99813331362344,24,0.0,12,True,0.75
90,0,False,0.7573523046904761,[-3088.3709597104466],[0.0],[0.0],0.0,-3560.999928779988,-2618.9665557970848,257.99813331362344,24,0.0,12,True,0.75
91,0,False,0.7684956857142856,[-3038.110073547625],[0.0],[0.0],0.0,-3560.999928779988,-2618.9665557970848,259.9575931315011,24,0.0,13,True,0.75
92,0,False,0.7684956857142856,[-3038.110073547625],[0.0],[0.0],0.0,-3560.999928779988,-2618.9665557970848,259.9575931315011,24,0.0,13,True,0.75
93,0,False,0.7684956857142856,[-3038.110073547625],[0.0],[0.0],0.0,-3560.999928779988,-2618.9665557970848,259.9575931315011,24,0.0,13,True,0.75
94,0,False,0.766978657142857,[-3038.110073547625],[0.0],[0.0],0.0,-3560.999928779988,-2618.9665557970848,257.78157037340503,24,0.0,13,True,0.75
95,0,False,0.752125096,[-3067.2260882837522],[0.0],[0.0],0.0,-3583.7155963302594,-2618.9665557970848,270.4581102793506,24,0.0,10,True,0.75
96,0,False,0.752125096,[-3067.2260882837522],[0.0],[0.0],0.0,-3583.7155963302594,-2618.9665557970848,270.4581102793506,24,0.0,10,True,0.75
97,0,False,0.752125096,[-3067.2260882837522],[0.0],[0.0],0.0,-3583.7155963302594,-2618.9665557970848,272.4545188316004,24,0.0,10,True,0.75
98,0,False,0.7546137574025973,[-3096.3421030198797],[0.0],[0.0],0.0,-3583.7155963302594,-2618.9665557970848,267.55297815828465,24,0.0,11,True,0.75
99,0,False,0.757253679047619,[-3038.494157511062],[0.0],[0.0],0.0,-3583.7155963302594,-2618.9665557970848,268.91280990097624,24,0.0,12,True,0.75
100,0,False,0.757253679047619,[-3038.494157511062],[0.0],[0.0],0.0,-3583.7155963302594,-2618.9665557970848,268.91280990097624,24,0.0,12,True,0.75
101,0,False,0.757253679047619,[-3038.494157511062],[0.0],[0.0],0.0,-3583.7155963302594,-2618.9665557970848,276.2164996263867,24,0.0,12,True,0.75
102,0,False,0.757253679047619,[-3015.2608241777284],[0.0],[0.0],0.0,-3560.482262996926,-2686.3531837641763,251.31233037159237,24,0.0,12,True,0.75
103,0,False,0.757253679047619,[-2992.0274908443957],[0.0],[0.0],0.0,-3537.248929663593,-2663.1198504308436,250.83823827030378,24,0.0,12,True,0.75
104,0,False,0.757253679047619,[-2968.7941575110617],[0.0],[0.0],0.0,-3514.015596330259,-2639.8865170975096,250.83823827030378,24,0.0,12,True,0.75
105,0,False,0.757253679047619,[-2945.5608241777286],[0.0],[0.0],0.0,-3490.782262996926,-2616.6531837641764,249.96812030215875,24,0.0,12,True,0.75
106,0,False,0.7570487076190475,[-2922.3274908443955],[0.0],[0.0],0.0,-3467.548929663593,-2593.4198504308433,251.80662684485907,24,0.0,12,True,0.75
107,0,False,0.75840904,[-2899.2221854988743],[0.0],[0.0],0.0,-3444.3155963302593,-2570.1865170975097,251.4906363928576,24,0.0,13,True,0.75
108,0,False,0.7569427608791208,[-2875.988852165541],[0.0],[0.0],0.0,-3421.082262996926,-2546.9531837641766,243.78678353866928,24,0.0,13,True,0.75
109,0,False,0.7569427608791208,[-2852.755518832208],[0.0],[0.0],0.0,-3397.848929663593,-2523.7198504308435,242.60458290041467,24,0.0,13,True,0.75
110,0,False,0.7569427608791208,[-2829.522185498874],[0.0],[0.0],0.0,-3374.615596330259,-2500.4865170975095,242.60458290041467,24,0.0,13,True,0.75
111,0,False,0.7569427608791208,[-2806.288852165541],[0.0],[0.0],0.0,-3351.382262996926,-2477.2531837641764,242.60458290041467,24,0.0,13,True,0.75
112,0,False,0.7554741367032967,[-2783.055518832208],[0.0],[0.0],0.0,-3328.1489296635928,-2454.0198504308432,244.52511957146115,24,0.0,13,True,0.75
113,0,False,0.7500692697959183,[-2788.8101722471897],[0.0],[0.0],0.0,-3304.9155963302596,-2430.78651709751,242.1534462197918,24,0.0,14,True,0.75
114,0,False,0.7500692697959183,[-2765.576838913856],[0.0],[0.0],0.0,-3281.682262996926,-2407.5531837641765,243.13328021300632,24,0.0,14,True,0.75
115,0,False,0.7500692697959183,[-2742.3435055805226],[0.0],[0.0],0.0,-3258.4489296635925,-2384.319850430843,243.13328021300632,24,0.0,14,True,0.75
116,0,False,0.7559150619780219,[-2690.1221854988744],[0.0],[0.0],0.0,-3235.2155963302594,-2361.08651709751,243.13868213069895,24,0.0,13,True,0.75
117,0,False,0.7559150619780219,[-2666.888852165541],[0.0],[0.0],0.0,-3211.982262996926,-2337.8531837641763,238.2249315016275,24,0.0,13,True,0.75
118,0,False,0.7559150619780219,[-2643.655518832208],[0.0],[0.0],0.0,-3188.748929663593,-2314.6198504308436,243.57837573827305,24,0.0,13,True,0.75
119,0,False,0.7555679004081631,[-2652.056124469473],[0.0],[0.0],0.0,-3165.5155963302595,-2291.38651709751,248.49218923510085,24,0.0,14,True,0.75
120,0,False,0.7546213457142857,[-2597.060824177728],[0.0],[0.0],0.0,-3142.2822629969255,-2268.153183764176,251.79365566413873,24,0.0,12,True,0.75
121,0,False,0.7546213457142857,[-2573.8274908443955],[0.0],[0.0],0.0,-3119.048929663593,-2244.9198504308433,246.93070617401324,24,0.0,12,True,0.75
122,0,False,0.7546213457142857,[-2550.594157511062],[0.0],[0.0],0.0,-3095.8155963302593,-2221.6865170975097,231.0100601897193,24,0.0,12,True,0.75
123,0,False,0.7546213457142857,[-2527.3608241777283],[0.0],[0.0],0.0,-3072.5822629969257,-2198.453183764176,231.0100601897193,24,0.0,12,True,0.75
124,0,False,0.7546213457142857,[-2504.1274908443957],[0.0],[0.0],0.0,-3049.348929663593,-2175.2198504308435,228.2166854549313,24,0.0,12,True,0.75
125,0,False,0.7579299960439561,[-2481.0221854988745],[0.0],[0.0],0.0,-3026.1155963302595,-2151.98651709751,224.83700000979894,24,0.0,13,True,0.75
126,0,False,0.7579299960439561,[-2457.788852165541],[0.0],[0.0],0.0,-3002.882262996926,-2128.7531837641764,220.01175840636404,24,0.0,13,True,0.75
127,0,False,0.764643222632653,[-2466.1894578028064],[0.0],[0.0],0.0,-2979.6489296635928,-2105.5198504308432,220.40963838981955,24,0.0,14,True,0.75
128,0,False,0.764643222632653,[-2442.9561244694733],[0.0],[0.0],0.0,-2956.4155963302596,-2082.28651709751,220.40963838981955,24,0.0,14,True,0.75
129,0,False,0.7665055573035715,[-2482.9906690773364],[0.0],[0.0],0.0,-2933.182262996926,-2059.0531837641765,206.1591916922655,24,0.0,16,True,0.75
130,0,False,0.769612055112782,[-2428.123396773405],[0.0],[0.0],0.0,-2909.948929663593,-2035.8198504308434,208.6032642881084,24,0.0,19,True,0.75
131,0,False,0.769612055112782,[-2404.8900634400716],[0.0],[0.0],0.0,-2886.7155963302594,-2012.5865170975098,208.6032642881084,24,0.0,19,True,0.75
132,0,False,0.769612055112782,[-2381.656730106738],[0.0],[0.0],0.0,-2863.482262996926,-1989.3531837641763,208.6032642881084,24,0.0,19,True,0.75
133,0,False,0.769612055112782,[-2358.4233967734044],[0.0],[0.0],0.0,-2840.2489296635927,-1966.1198504308431,208.6032642881084,24,0.0,19,True,0.75
134,0,False,0.7684950200793651,[-2303.556124469473],[0.0],[0.0],0.0,-2817.0155963302595,-1942.88651709751,208.04657053074126,24,0.0,18,True,0.75
135,0,False,0.7673852305000001,[-2343.5906690773363],[0.0],[0.0],0.0,-2779.4555872834817,-1918.8458199022884,227.56879746064268,24,0.0,20,True,0.75
136,0,False,0.772147270612245,[-2225.455518832208],[0.0],[0.0],0.0,-2756.2222539501486,-1896.4198504308433,231.42581385455537,24,0.0,21,True,0.75
137,0,False,0.7596359966466166,[-2385.956437232807],[0.0],[0.0],0.0,-2732.988920616815,-1882.321113588158,203.94420249450698,24,0.0,19,True,0.75
138,0,False,0.759502515744361,[-2362.7231038994732],[0.0],[0.0],0.0,-2709.7555872834814,-1859.0877802548243,203.9362894165881,24,0.0,19,True,0.75
139,0,False,0.7598926485285714,[-2368.0890184919094],[0.0],[0.0],0.0,-2686.5222539501483,-1835.8544469214912,203.5764850865022,24,0.0,20,True,0.75
140,0,False,0.7621760329813665,[-2316.256437232807],[0.0],[0.0],0.0,-2663.288920616815,-1812.621113588158,223.0750131179771,24,0.0,23,True,0.75
141,0,False,0.7656189452919253,[-2356.6330121882506],[0.0],[0.0],0.0,-2640.0555872834816,-1780.1063545392085,242.47176453905612,24,0.0,23,True,0.75
142,0,False,0.7440696683007519,[-2342.5153029697817],[0.0],[0.0],0.0,-2616.8222539501485,-1756.8730212058754,178.5376260636782,24,0.0,19,True,0.75
143,0,False,0.7498466624217687,[-2318.0807705725488],[0.0],[0.0],0.0,-2593.588920616815,-1733.6396878725418,207.66901605646729,24,0.0,21,True,0.75
144,0,False,0.7498466624217687,[-2294.8474372392157],[0.0],[0.0],0.0,-2570.355587283482,-1710.4063545392087,207.66901605646729,24,0.0,21,True,0.75
145,0,False,0.7455517565428572,[-2271.238350752451],[0.0],[0.0],0.0,-2547.1222539501487,-1687.1730212058756,214.67804933595679,24,0.0,20,True,0.75
146,0,False,0.7475446130340136,[-2247.178453724169],[0.0],[0.0],0.0,-2523.888920616815,-1663.939687872542,213.87427966501323,24,0.0,21,True,0.75
147,0,False,0.7475197072380952,[-2223.945120390835],[0.0],[0.0],0.0,-2500.6555872834815,-1640.7063545392084,244.85522985696045,24,0.0,21,True,0.75
148,0,False,0.7454596664897959,[-2200.711787057502],[0.0],[0.0],0.0,-2477.4222539501484,-1618.6481007625734,244.27223493374225,24,0.0,21,True,0.75
149,0,False,0.7454596664897959,[-2177.4784537241685],[0.0],[0.0],0.0,-2454.188920616815,-1595.4147674292399,244.27223493374225,24,0.0,21,True,0.75
150,0,False,0.7454596664897959,[-2154.2451203908354],[0.0],[0.0],0.0,-2430.9555872834817,-1572.1814340959068,244.54608727912373,24,0.0,21,True,0.75
151,0,False,0.7454596664897959,[-2131.0117870575027],[0.0],[0.0],0.0,-2407.722253950149,-1548.948100762574,244.54608727912373,24,0.0,21,True,0.75
152,0,False,0.7448555753333332,[-2107.7784537241687],[0.0],[0.0],0.0,-2384.488920616815,-1525.71476742924,244.47963437963483,24,0.0,21,True,0.75
153,0,False,0.7435047894415585,[-2084.84569960293],[0.0],[0.0],0.0,-2361.2555872834814,-1502.4814340959065,218.99970021208964,24,0.0,22,True,0.75
154,0,False,0.7435047894415585,[-2061.6123662695973],[0.0],[0.0],0.0,-2338.0222539501488,-1479.2481007625738,218.99970021208964,24,0.0,22,True,0.75
155,0,False,0.7492754559751553,[-2037.9281058414958],[0.0],[0.0],0.0,-2314.788920616815,-1448.0296586578706,251.42750879055384,24,0.0,23,True,0.75
156,0,False,0.7537540401428572,[-2011.33871840687],[0.0],[0.0],0.0,-2291.5555872834816,-1424.796325324537,276.38320372059474,24,0.0,24,True,0.75
157,0,False,0.7501798631190476,[-1991.536613116166],[0.0],[0.0],0.0,-2268.322253950149,-1401.5629919912044,248.9013635388444,24,0.0,24,True,0.75
158,0,False,0.750039496452381,[-1968.303279782832],[0.0],[0.0],0.0,-2245.088920616815,-1378.3296586578704,249.19404598477766,24,0.0,24,True,0.75
159,0,False,0.750039496452381,[-1945.0699464494985],[0.0],[0.0],0.0,-2221.8555872834813,-1355.0963253245368,249.19404598477766,24,0.0,24,True,0.75
160,0,False,0.748174882757764,[-1923.2638694286238],[0.0],[0.0],0.0,-2198.6222539501487,-1331.8629919912041,253.8695955070669,24,0.0,23,True,0.75
