generation,parent_idx,lineage_id,m_active,A_delta_fro,condition_number_after,shrink_applied,psd_fallback,active_js,v_norms
1,0,0,1,0.015759160419801257,1.0254766864284568,True,False,[6],[0.019817422032128766]
1,1,1,1,0.014600391042367421,1.0254766864284581,True,False,[7],[0.026043284402261172]
1,2,2,2,0.01563809085559822,1.025476686428457,True,False,"[7, 16]","[0.029795114010368714, 0.029795114010368714]"
1,3,3,1,0.015250421555159044,1.0254766864284575,True,False,[15],[0.03579671581104046]
1,4,4,1,0.016188734590652332,1.0254766864284568,True,False,[5],[0.04096335026642639]
1,5,5,1,0.0159396602805748,1.025476686428458,True,False,[7],[0.03456216506754659]
1,6,6,1,0.014559731183254647,1.0254766864284566,True,False,[7],[0.04022535515278669]
1,7,7,1,0.01616593825632749,1.0254766864284568,True,False,[8],[0.04995057735512807]
1,8,8,1,0.015600934701752361,1.025476686428457,True,False,[15],[0.04800832193315533]
1,9,9,1,0.01589484110395005,1.025476686428457,True,False,[7],[0.029595400440524167]
1,11,11,1,0.01586999796476809,1.0254766864284561,True,False,[7],[0.03052561031043813]
1,13,13,2,0.016369249845618106,1.0254766864284572,True,False,"[8, 16]","[0.032943389529259945, 0.032943389529259945]"
1,14,14,2,0.01360686493215852,1.0254766864284581,True,False,"[7, 16]","[0.03732556870474829, 0.03732556870474829]"
1,15,15,1,0.016322830866914807,1.025476686428457,True,False,[5],[0.042290884328683595]
1,16,16,1,0.015725595177818266,1.0254766864284572,True,False,[7],[0.030549839513530058]
1,17,17,2,0.016301734893526793,1.0254766864284581,True,False,"[7, 15]","[0.023793595330958518, 0.023793595330958518]"
1,18,18,1,0.015114765809484065,1.0254766864284581,True,False,[5],[0.03213687186387496]
1,19,19,1,0.016011009431037414,1.0254766864284572,True,False,[15],[0.02740527567320304]
1,20,20,1,0.015839334232209446,1.0254766864284577,True,False,[5],[0.021935095012582704]
1,21,21,1,0.016147592340926584,1.0254766864284577,True,False,[7],[0.03226785521390818]
