generation,count,is_initialized,f_proxy_scalar,g_al_proxy,lam,mu,al_pen_proxy,g_al_min,g_al_max,g_al_std,n_feasible_parents,pen_to_f_ratio,n_proxy_set,proxy_front_only,proxy_g_quantile,proxy_front_min_size
1,0,False,1.0990218464285715,[-3009.4302230771805],[0.0],[0.0],0.0,-3571.81126549272,-2068.4797469646373,365.9605987269622,24,0.0,24,False,,
2,0,False,1.062425136904762,[-2972.5551955302167],[0.0],[0.0],0.0,-3571.81126549272,-2068.4797469646373,394.42088749746904,24,0.0,24,False,,
3,0,False,1.062425136904762,[-2972.5551955302167],[0.0],[0.0],0.0,-3571.81126549272,-2068.4797469646373,394.42088749746904,24,0.0,24,False,,
4,0,False,1.0559027557142857,[-2986.2371444304226],[0.0],[0.0],0.0,-3571.81126549272,-2068.4797469646373,412.0768189218081,24,0.0,24,False,,
5,0,False,1.0517686223809524,[-3013.953093259242],[0.0],[0.0],0.0,-3571.81126549272,-2068.4797469646373,405.5312770123754,24,0.0,24,False,,
6,0,False,1.0471027438095237,[-3038.4202941150966],[0.0],[0.0],0.0,-3571.81126549272,-2068.4797469646373,406.7314984228112,24,0.0,24,False,,
7,0,False,1.0424819330952382,[-3065.5050830550645],[0.0],[0.0],0.0,-3571.81126549272,-2068.4797469646373,397.82582693423427,24,0.0,24,False,,
8,0,False,1.0424819330952382,[-3065.5050830550645],[0.0],[0.0],0.0,-3571.81126549272,-2068.4797469646373,397.82582693423427,24,0.0,24,False,,
9,0,False,1.0424819330952382,[-3065.5050830550645],[0.0],[0.0],0.0,-3571.81126549272,-2068.4797469646373,397.82582693423427,24,0.0,24,False,,
10,0,False,1.0400333227380953,[-3034.5361103055534],[0.0],[0.0],0.0,-3571.81126549272,-2068.4797469646373,390.0246821595896,24,0.0,24,False,,
11,0,False,1.0400333227380953,[-3034.5361103055534],[0.0],[0.0],0.0,-3571.81126549272,-2068.4797469646373,390.0246821595896,24,0.0,24,False,,
12,0,False,1.0400333227380953,[-3034.5361103055534],[0.0],[0.0],0.0,-3571.81126549272,-2068.4797469646373,390.0246821595896,24,0.0,24,False,,
13,0,False,1.032160665595238,[-3048.8394007762763],[0.0],[0.0],0.0,-3572.321651841517,-2286.916550415075,357.8890631938713,24,0.0,24,False,,
14,0,False,1.0320897846428572,[-3056.607354168393],[0.0],[0.0],0.0,-3572.321651841517,-2286.916550415075,365.9341998739344,24,0.0,24,False,,
15,0,False,1.0258926275,[-3049.607541856693],[0.0],[0.0],0.0,-3572.321651841517,-2286.916550415075,358.5202256316515,24,0.0,24,False,,
16,0,False,1.0258926275,[-3049.607541856693],[0.0],[0.0],0.0,-3572.321651841517,-2286.916550415075,358.5202256316515,24,0.0,24,False,,
17,0,False,1.0253964608333332,[-3071.4287908280203],[0.0],[0.0],0.0,-3572.321651841517,-2286.916550415075,353.9911695822281,24,0.0,24,False,,
18,0,False,1.0253964608333332,[-3071.4287908280203],[0.0],[0.0],0.0,-3572.321651841517,-2286.916550415075,353.9911695822281,24,0.0,24,False,,
19,0,False,1.0196224378571428,[-3063.705360785278],[0.0],[0.0],0.0,-3572.321651841517,-2286.916550415075,362.8454785853433,24,0.0,24,False,,
20,0,False,1.0129163200000002,[-3013.6722612663793],[0.0],[0.0],0.0,-3572.321651841517,-2286.916550415075,386.9197687564693,24,0.0,24,False,,
21,0,False,1.0023105961904761,[-3015.7046379640856],[0.0],[0.0],0.0,-3572.321651841517,-2286.916550415075,388.3528169307511,24,0.0,24,False,,
22,0,False,1.0023105961904761,[-3015.7046379640856],[0.0],[0.0],0.0,-3572.321651841517,-2286.916550415075,388.3528169307511,24,0.0,24,False,,
23,0,False,0.9999587230952381,[-3031.6871594772188],[0.0],[0.0],0.0,-3572.321651841517,-2286.916550415075,394.54836537049664,24,0.0,24,False,,
24,0,False,0.9974884016666667,[-3034.0480478622862],[0.0],[0.0],0.0,-3572.321651841517,-2286.916550415075,394.7512502361874,24,0.0,24,False,,
25,0,False,0.9951798754761905,[-3040.319682916918],[0.0],[0.0],0.0,-3572.321651841517,-2286.916550415075,398.30934666701313,24,0.0,24,False,,
26,0,False,0.9951798754761905,[-3040.319682916918],[0.0],[0.0],0.0,-3572.321651841517,-2286.916550415075,398.30934666701313,24,0.0,24,False,,
27,0,False,0.9897045064285713,[-2984.396427128819],[0.0],[0.0],0.0,-3572.321651841517,-2286.916550415075,398.9058243907489,24,0.0,24,False,,
28,0,False,0.9897045064285713,[-2984.396427128819],[0.0],[0.0],0.0,-3572.321651841517,-2286.916550415075,398.9058243907489,24,0.0,24,False,,
29,0,False,0.9897045064285713,[-2984.396427128819],[0.0],[0.0],0.0,-3572.321651841517,-2286.916550415075,398.9058243907489,24,0.0,24,False,,
30,0,False,0.9884188504761905,[-2997.2040024785542],[0.0],[0.0],0.0,-3571.81126549272,-2286.916550415075,391.3039344884429,24,0.0,24,False,,
31,0,False,0.9882548290476191,[-3006.3644909754553],[0.0],[0.0],0.0,-3571.81126549272,-2293.314986813437,376.87616496196244,24,0.0,24,False,,
32,0,False,0.9869890445238095,[-3011.395663148933],[0.0],[0.0],0.0,-3571.81126549272,-2293.314986813437,381.12414405069296,24,0.0,24,False,,
33,0,False,0.986547698095238,[-3045.392847181476],[0.0],[0.0],0.0,-3571.81126549272,-2293.314986813437,370.8468535356664,24,0.0,24,False,,
34,0,False,0.9848814433333334,[-3004.73109280501],[0.0],[0.0],0.0,-3571.81126549272,-2293.314986813437,393.49767106672533,24,0.0,24,False,,
35,0,False,0.9838777790476193,[-2985.540834904168],[0.0],[0.0],0.0,-3571.81126549272,-2293.314986813437,409.93427798845977,24,0.0,24,False,,
36,0,False,0.9810853602380954,[-2991.94499296597],[0.0],[0.0],0.0,-3571.81126549272,-2293.314986813437,404.8016753190859,24,0.0,24,False,,
37,0,False,0.9810853602380954,[-2991.94499296597],[0.0],[0.0],0.0,-3571.81126549272,-2293.314986813437,404.8016753190859,24,0.0,24,False,,
38,0,False,0.9780321938095238,[-2910.2468864742],[0.0],[0.0],0.0,-3571.81126549272,-2174.4802992084924,425.5368624017482,24,0.0,24,False,,
39,0,False,0.9780321938095238,[-2910.2468864742],[0.0],[0.0],0.0,-3571.81126549272,-2174.4802992084924,425.5368624017482,24,0.0,24,False,,
40,0,False,0.9780321938095238,[-2910.2468864742],[0.0],[0.0],0.0,-3571.81126549272,-2174.4802992084924,425.5368624017482,24,0.0,24,False,,
41,0,False,0.9743263902380953,[-2918.0871121631403],[0.0],[0.0],0.0,-3571.81126549272,-2174.4802992084924,434.8903286059266,24,0.0,24,False,,
42,0,False,0.9702596128571429,[-2885.762849717825],[0.0],[0.0],0.0,-3571.81126549272,-2174.4802992084924,445.58508701085555,24,0.0,24,False,,
43,0,False,0.9709474597619048,[-2871.843087168216],[0.0],[0.0],0.0,-3571.81126549272,-2174.4802992084924,436.38167766416683,24,0.0,24,False,,
44,0,False,0.9709474597619048,[-2871.843087168216],[0.0],[0.0],0.0,-3571.81126549272,-2174.4802992084924,436.38167766416683,24,0.0,24,False,,
