generation,parent_idx,lineage_id,m_active,A_delta_fro,condition_number_after,shrink_applied,psd_fallback,active_js,v_norms
1,0,0,2,0.01652166508673147,1.0254766864284575,True,False,"[6, 7]","[0.04170718064084161, 0.04170718064084161]"
1,1,1,3,0.01619078374961133,1.0254766864284572,True,False,"[7, 9, 17]","[0.039992587516564246, 0.039992587516564246, 0.039992587516564246]"
1,2,2,1,0.016196463917034595,1.025476686428457,True,False,[7],[0.02688628568901759]
1,3,3,1,0.01601952566207906,1.025476686428458,True,False,[11],[0.03414697993915089]
1,6,6,1,0.014799624480434417,1.0254766864284575,True,False,[7],[0.04116232511759639]
1,7,7,1,0.016240180856748342,1.0254766864284575,True,False,[5],[0.026715465395313914]
1,9,9,1,0.01616401927725297,1.0254766864284568,True,False,[7],[0.038109197644856464]
1,11,11,2,0.01649858743710768,1.025476686428457,True,False,"[7, 8]","[0.03561704578502557, 0.03561704578502557]"
1,12,12,1,0.01593842421993401,1.0254766864284572,True,False,[6],[0.030144027455900634]
1,13,13,2,0.015971402061197508,1.0254766864284581,True,False,"[12, 16]","[0.026143337028741442, 0.026143337028741442]"
1,14,14,1,0.015635391791358495,1.0254766864284581,True,False,[16],[0.026834091519055192]
1,15,15,1,0.015355273556261671,1.0254766864284575,True,False,[7],[0.02551208862575128]
1,16,16,1,0.016003988730315975,1.025476686428457,True,False,[12],[0.023560251801165617]
1,17,17,1,0.016411484371225415,1.0254766864284572,True,False,[7],[0.0365455119620248]
1,18,18,1,0.015630321948184357,1.025476686428458,True,False,[5],[0.02994170946185768]
1,19,19,1,0.015955062137679332,1.0254766864284581,True,False,[8],[0.03195661904424707]
1,20,20,1,0.01639929521096345,1.025476686428457,True,False,[7],[0.025725178750268952]
1,21,21,2,0.016374291377196228,1.0254766864284568,True,False,"[7, 16]","[0.027937957687695775, 0.027937957687695775]"
1,22,22,1,0.015684515372830478,1.025476686428458,True,False,[5],[0.042854938941916776]
1,23,23,1,0.016188003763948168,1.0254766864284575,True,False,[5],[0.014484119191352415]
2,0,0,3,0.01432811020021528,1.0397668268107247,True,False,"[6, 7, 15]","[0.0501303475254331, 0.0501303475254331, 0.031008775590373547]"
2,2,19,1,0.016161692500153653,1.0283128854133508,True,False,[5],[0.027419808126160967]
2,5,23,1,0.015864399267557158,1.0290493504545217,True,False,[6],[0.029141075500805937]
2,6,11,1,0.016280422544212175,1.0336272814397993,True,False,[7],[0.05974070611189055]
2,7,17,1,0.0160248847831486,1.0352451367718443,True,False,[8],[0.04211263135741912]
2,8,8,1,0.015528707935672265,1.0254766864284572,True,False,[5],[0.021509809748361194]
2,10,16,1,0.015953550618309057,1.0383870136865625,True,False,[7],[0.033287107849177176]
2,11,5,1,0.01610624005754896,1.0254766864284575,True,False,[7],[0.04833082816059591]
2,12,13,1,0.016337918369067155,1.031649449607858,True,False,[5],[0.029402518907755967]
2,13,6,1,0.015126459784444598,1.0275251766520193,True,False,[7],[0.041581303145321755]
2,14,21,3,0.016720273849027585,1.0388248182356037,True,False,"[7, 9, 12]","[0.01974978515757025, 0.01974978515757025, 0.01974978515757025]"
2,15,18,1,0.016200942301882584,1.0321534217087611,True,False,[7],[0.04334607895929048]
2,16,29,1,0.03137962280618956,1.1071627006888198,True,False,[5],[0.03752153845400814]
2,18,10,2,0.016614537804667717,1.0254766864284577,True,False,"[7, 8]","[0.028934180006557748, 0.028934180006557748]"
2,19,22,1,0.016642654175628515,1.0257425027101799,True,False,[5],[0.03446980653372932]
2,20,28,1,0.0243122147708953,1.079697890603428,True,False,[7],[0.05473835961960555]
2,21,34,2,0.03380956692112509,1.106832209421268,True,False,"[8, 16]","[0.04786209389226141, 0.06603957469161792]"
2,22,3,1,0.016570879033167157,1.0368869082693069,True,False,[12],[0.022944853328088585]
3,0,0,1,0.01540877142645574,1.0469443365231272,True,False,[16],[0.027439531066101912]
