generation,mu,mean_sigma,min_sigma,max_sigma,mean_psucc,min_psucc,max_psucc,gens_silent,sigma_floor_active,archive_size,n_pitot3_sentinels,n_spark_sentinels,n_both_sentinels,n_sentinels,lineage_0,lineage_1,lineage_2,lineage_3,lineage_4,lineage_5,lineage_6,lineage_7,lineage_8,lineage_9,lineage_10,lineage_11,lineage_12,lineage_13,lineage_14,lineage_15,lineage_16,lineage_17,lineage_18,lineage_19,lineage_20,lineage_21,lineage_22,lineage_23,sigma_0,sigma_1,sigma_2,sigma_3,sigma_4,sigma_5,sigma_6,sigma_7,sigma_8,sigma_9,sigma_10,sigma_11,sigma_12,sigma_13,sigma_14,sigma_15,sigma_16,sigma_17,sigma_18,sigma_19,sigma_20,sigma_21,sigma_22,sigma_23,psucc_0,psucc_1,psucc_2,psucc_3,psucc_4,psucc_5,psucc_6,psucc_7,psucc_8,psucc_9,psucc_10,psucc_11,psucc_12,psucc_13,psucc_14,psucc_15,psucc_16,psucc_17,psucc_18,psucc_19,psucc_20,psucc_21,psucc_22,psucc_23
1,24,0.10048780547518249,0.09953810705865762,0.10210518621451076,0.19760101010101008,0.16666666666666666,0.25,0,False,3,0,0,0,0,0,7,19,4,12,23,11,17,8,2,16,5,13,6,24,21,18,10,22,40,42,3,15,14,0.10210518621451076,0.09953810705865762,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.10210518621451076,0.1,0.1,0.09953810705865762,0.10210518621451076,0.1,0.10210518621451076,0.1,0.1,0.10210518621451076,0.10210518621451076,0.1,0.1,0.1,0.25,0.16666666666666666,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.25,0.18181818181818182,0.18181818181818182,0.16666666666666666,0.25,0.18181818181818182,0.25,0.18181818181818182,0.18181818181818182,0.25,0.25,0.18181818181818182,0.18181818181818182,0.18181818181818182
2,24,0.10123638110133061,0.09865876712893568,0.10626479815687233,0.2164351851851852,0.15277777777777776,0.3125,0,False,3,0,0,0,0,0,7,19,4,12,23,11,17,8,2,16,5,52,13,6,24,65,21,18,10,22,40,58,42,0.10210518621451076,0.09865876712893568,0.1,0.1,0.10210518621451076,0.1,0.1,0.1,0.1,0.1,0.10626479815687233,0.1,0.10210518621451076,0.1,0.09953810705865762,0.10210518621451076,0.10210518621451076,0.1,0.10210518621451076,0.10210518621451076,0.1,0.10210518621451076,0.10626479815687233,0.10210518621451076,0.25,0.15277777777777776,0.18181818181818182,0.18181818181818182,0.25,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.3125,0.18181818181818182,0.25,0.18181818181818182,0.16666666666666666,0.25,0.25,0.18181818181818182,0.25,0.25,0.18181818181818182,0.25,0.3125,0.25
3,24,0.10173695963922869,0.09865876712893568,0.10626479815687233,0.2297716750841751,0.15277777777777776,0.3125,0,False,4,0,0,0,0,0,7,19,74,4,12,23,11,17,77,8,93,2,16,5,52,80,81,6,24,13,18,65,21,0.1035931400515108,0.09865876712893568,0.10210518621451076,0.10210518621451076,0.1,0.10210518621451076,0.10210518621451076,0.1,0.1,0.10210518621451076,0.10210518621451076,0.10626479815687233,0.10210518621451076,0.10626479815687233,0.1,0.10210518621451076,0.10210518621451076,0.10210518621451076,0.09953810705865762,0.10210518621451076,0.1,0.10210518621451076,0.10210518621451076,0.1,0.22916666666666666,0.15277777777777776,0.25,0.25,0.18181818181818182,0.25,0.25,0.18181818181818182,0.18181818181818182,0.25,0.25,0.3125,0.25,0.3125,0.18181818181818182,0.25,0.25,0.25,0.16666666666666666,0.25,0.18181818181818182,0.25,0.25,0.18181818181818182
4,24,0.10173695963922869,0.09865876712893568,0.10626479815687233,0.2297716750841751,0.15277777777777776,0.3125,0,False,4,0,0,0,0,0,7,19,74,4,12,23,11,17,77,8,93,2,16,5,52,80,81,6,24,13,18,65,21,0.1035931400515108,0.09865876712893568,0.10210518621451076,0.10210518621451076,0.1,0.10210518621451076,0.10210518621451076,0.1,0.1,0.10210518621451076,0.10210518621451076,0.10626479815687233,0.10210518621451076,0.10626479815687233,0.1,0.10210518621451076,0.10210518621451076,0.10210518621451076,0.09953810705865762,0.10210518621451076,0.1,0.10210518621451076,0.10210518621451076,0.1,0.22916666666666666,0.15277777777777776,0.25,0.25,0.18181818181818182,0.25,0.25,0.18181818181818182,0.18181818181818182,0.25,0.25,0.3125,0.25,0.3125,0.18181818181818182,0.25,0.25,0.25,0.16666666666666666,0.25,0.18181818181818182,0.25,0.25,0.18181818181818182
5,24,0.1025799424651019,0.09865876712893568,0.10626479815687233,0.24216119528619529,0.15277777777777776,0.3125,0,False,4,0,0,0,0,0,7,19,74,4,12,23,11,17,136,77,8,93,2,16,5,52,80,81,6,24,13,18,126,0.1035931400515108,0.09865876712893568,0.10210518621451076,0.10210518621451076,0.1,0.1035931400515108,0.10626479815687233,0.1,0.1,0.10626479815687233,0.10210518621451076,0.10210518621451076,0.10626479815687233,0.10210518621451076,0.10626479815687233,0.1,0.10210518621451076,0.10626479815687233,0.10210518621451076,0.09953810705865762,0.10210518621451076,0.1,0.10210518621451076,0.10626479815687233,0.22916666666666666,0.15277777777777776,0.25,0.25,0.18181818181818182,0.22916666666666666,0.3125,0.18181818181818182,0.18181818181818182,0.3125,0.25,0.25,0.3125,0.25,0.3125,0.18181818181818182,0.25,0.3125,0.25,0.16666666666666666,0.25,0.18181818181818182,0.25,0.3125
6,24,0.10396461364293719,0.09865876712893568,0.11254694432213024,0.2578979903198653,0.15277777777777776,0.36979166666666663,0,False,5,0,0,0,0,0,7,146,19,74,153,155,12,23,11,17,4,77,8,93,2,16,5,52,136,80,81,6,24,0.1035931400515108,0.09865876712893568,0.10626479815687233,0.10626479815687233,0.10210518621451076,0.11254694432213024,0.10626479815687233,0.10449126110942733,0.10626479815687233,0.09953810705865762,0.1,0.1,0.10210518621451076,0.10626479815687233,0.10626479815687233,0.10210518621451076,0.10626479815687233,0.1,0.10210518621451076,0.11254694432213024,0.10626479815687233,0.1035931400515108,0.09953810705865762,0.10210518621451076,0.22916666666666666,0.15277777777777776,0.3125,0.3125,0.25,0.36979166666666663,0.3125,0.21006944444444442,0.3125,0.16666666666666666,0.18181818181818182,0.18181818181818182,0.25,0.3125,0.3125,0.25,0.3125,0.18181818181818182,0.25,0.36979166666666663,0.3125,0.22916666666666666,0.16666666666666666,0.25
7,24,0.10439618181576428,0.09865876712893568,0.11254694432213024,0.25464278198653195,0.15277777777777776,0.36979166666666663,0,False,5,0,0,0,0,0,7,146,19,74,153,155,12,23,11,17,4,77,8,93,2,16,5,52,136,80,81,6,24,0.1035931400515108,0.09865876712893568,0.10971734353948906,0.10971734353948906,0.10210518621451076,0.11254694432213024,0.10626479815687233,0.10449126110942733,0.10626479815687233,0.09953810705865762,0.1,0.1,0.10210518621451076,0.10626479815687233,0.10971734353948906,0.10210518621451076,0.10626479815687233,0.1,0.10210518621451076,0.11254694432213024,0.10626479815687233,0.1035931400515108,0.09953810705865762,0.10210518621451076,0.22916666666666666,0.15277777777777776,0.2864583333333333,0.2864583333333333,0.25,0.36979166666666663,0.3125,0.21006944444444442,0.3125,0.16666666666666666,0.18181818181818182,0.18181818181818182,0.25,0.3125,0.2864583333333333,0.25,0.3125,0.18181818181818182,0.25,0.36979166666666663,0.3125,0.22916666666666666,0.16666666666666666,0.25
8,24,0.10498438519536084,0.09865876712893568,0.11808335442858496,0.252745554503367,0.15277777777777776,0.36979166666666663,0,False,5,0,0,0,0,0,7,146,19,74,153,155,12,23,11,17,198,8,93,2,16,5,52,4,77,80,81,6,24,0.1035931400515108,0.09865876712893568,0.11245878019124139,0.10971734353948906,0.10210518621451076,0.11808335442858496,0.11254694432213024,0.10449126110942733,0.10626479815687233,0.09865876712893568,0.1,0.11254694432213024,0.10626479815687233,0.10971734353948906,0.10210518621451076,0.10626479815687233,0.09953810705865762,0.10210518621451076,0.1,0.10210518621451076,0.10626479815687233,0.10449126110942733,0.09953810705865762,0.10210518621451076,0.22916666666666666,0.15277777777777776,0.2625868055555555,0.2864583333333333,0.25,0.3389756944444444,0.36979166666666663,0.21006944444444442,0.3125,0.15277777777777776,0.18181818181818182,0.36979166666666663,0.3125,0.2864583333333333,0.25,0.3125,0.16666666666666666,0.25,0.18181818181818182,0.25,0.3125,0.21006944444444442,0.16666666666666666,0.25
9,24,0.10817330671184794,0.09865876712893568,0.1259950672077194,0.27878420708824353,0.15277777777777776,0.4223090277777778,0,False,8,0,0,0,0,0,233,7,237,222,146,19,74,153,155,12,23,11,17,225,198,8,93,221,16,5,52,4,24,0.1035931400515108,0.10626479815687233,0.09865876712893568,0.10753858838607169,0.12112871390712321,0.11245878019124139,0.10971734353948906,0.10210518621451076,0.1259950672077194,0.12112871390712321,0.10449126110942733,0.10626479815687233,0.09991965677806096,0.1,0.09991965677806096,0.11808335442858496,0.10626479815687233,0.11245878019124139,0.1259950672077194,0.10626479815687233,0.09953810705865762,0.10626479815687233,0.1,0.10210518621451076,0.22916666666666666,0.3125,0.15277777777777776,0.2758969907407407,0.4223090277777778,0.2625868055555555,0.2864583333333333,0.25,0.3940610532407407,0.4223090277777778,0.21006944444444442,0.3125,0.22337962962962962,0.18181818181818182,0.22337962962962962,0.3389756944444444,0.3125,0.2625868055555555,0.3940610532407407,0.3125,0.16666666666666666,0.3125,0.18181818181818182,0.25
10,24,0.10894881559355196,0.09865876712893568,0.12897051423620146,0.27195329305789373,0.15277777777777776,0.4223090277777778,0,False,8,0,0,0,0,0,233,7,237,222,146,19,74,153,155,12,23,11,17,225,198,8,93,221,16,5,52,4,24,0.1035931400515108,0.10971734353948906,0.09865876712893568,0.10753858838607169,0.12897051423620146,0.11450057213536757,0.11245878019124139,0.1035931400515108,0.1259950672077194,0.12112871390712321,0.1048349052634947,0.10626479815687233,0.10062269764031694,0.1,0.09991965677806096,0.11808335442858496,0.10626479815687233,0.11245878019124139,0.1259950672077194,0.10626479815687233,0.09953810705865762,0.10626479815687233,0.1,0.10210518621451076,0.22916666666666666,0.2864583333333333,0.15277777777777776,0.2758969907407407,0.3871166087962963,0.24070457175925922,0.2625868055555555,0.22916666666666666,0.3940610532407407,0.4223090277777778,0.19256365740740738,0.3125,0.20476466049382713,0.18181818181818182,0.22337962962962962,0.3389756944444444,0.3125,0.2625868055555555,0.3940610532407407,0.3125,0.16666666666666666,0.3125,0.18181818181818182,0.25
