generation,parent_idx,lineage_id,m_active,A_delta_fro,condition_number_after,shrink_applied,psd_fallback,active_js,v_norms
1,0,0,1,0.015841332212738066,1.0254766864284577,True,False,[15],[0.035738910671057035]
1,1,1,1,0.0162522328462454,1.025476686428457,True,False,[9],[0.029125141373670716]
1,3,3,1,0.01655488856575498,1.025476686428458,True,False,[15],[0.02660208607592718]
1,5,5,1,0.015473821561054956,1.025476686428457,True,False,[7],[0.020522915267479742]
1,6,6,1,0.016152748775187332,1.0254766864284575,True,False,[5],[0.04655481722444851]
1,7,7,1,0.016122104363469076,1.0254766864284568,True,False,[8],[0.016555596036642126]
1,8,8,1,0.015871242693950356,1.025476686428458,True,False,[5],[0.0253283615178934]
1,10,10,1,0.015422779100349424,1.025476686428458,True,False,[16],[0.019992369098083277]
1,13,13,2,0.016195025906276056,1.0254766864284568,True,False,"[7, 8]","[0.03620479146197319, 0.03620479146197319]"
1,15,15,1,0.016637251842101273,1.0254766864284572,True,False,[7],[0.03614304042233382]
1,16,16,1,0.016223108400477436,1.025476686428457,True,False,[5],[0.049637541362947915]
1,17,17,2,0.016387679123728464,1.025476686428457,True,False,"[8, 16]","[0.033721507525290476, 0.033721507525290476]"
1,18,18,1,0.015887049724048804,1.0254766864284577,True,False,[5],[0.031033320840713315]
1,19,19,2,0.016524036231375508,1.0254766864284584,True,False,"[8, 15]","[0.031085760986508358, 0.031085760986508358]"
1,20,20,1,0.016464598497709697,1.0254766864284564,True,False,[16],[0.03650727443601015]
1,21,21,1,0.016189176547649495,1.0254766864284581,True,False,[9],[0.025056018910050274]
1,23,23,1,0.016311293459156023,1.025476686428458,True,False,[5],[0.02864543741625612]
2,0,0,2,0.016613965386906675,1.0286042637514916,True,False,"[6, 7]","[0.023494078784004183, 0.023494078784004183]"
2,2,19,1,0.014818869213812947,1.0348471855962622,True,False,[15],[0.04112570087293455]
2,4,23,1,0.014706089482654063,1.0343257635396135,True,False,[7],[0.01800211240313081]
2,5,17,2,0.016242990737681758,1.0301737160992166,True,False,"[15, 16]","[0.032577758597305134, 0.032577758597305134]"
2,6,4,2,0.015581681754569133,1.0254766864284572,True,False,"[7, 8]","[0.03973634554351838, 0.03973634554351838]"
2,7,12,1,0.016545785128656815,1.025476686428457,True,False,[7],[0.032488580958822365]
2,8,11,1,0.016160065226183417,1.025476686428457,True,False,[7],[0.013967252031218859]
2,9,8,1,0.015488626737617627,1.0287855508289112,True,False,[5],[0.020866179901150625]
2,10,2,1,0.01643685199346466,1.0254766864284577,True,False,[7],[0.029245694294397023]
2,11,16,1,0.016788936704463527,1.0359184276537323,True,False,[5],[0.033567019405305244]
2,12,5,1,0.016219477654712593,1.0354295189783496,True,False,[7],[0.022283405603547652]
2,13,13,1,0.016506023550135807,1.035259967017332,True,False,[5],[0.023075510324200816]
2,14,28,3,0.023048211585937475,1.078650135240491,True,False,"[7, 8, 12]","[0.021299859181098467, 0.021299859181098467, 0.021299859181098467]"
2,15,6,1,0.015922452953063645,1.028613191526337,True,False,[7],[0.04954524357256672]
2,16,21,1,0.01587256202043881,1.0364102527751506,True,False,[5],[0.04486345788276734]
2,17,18,1,0.015464601896948128,1.0300261480753492,True,False,[5],[0.036624181918628464]
2,18,10,1,0.016286363846699167,1.0402806315867401,True,False,[7],[0.029791637574002355]
2,19,22,1,0.01645328177286658,1.025476686428457,True,False,[5],[0.024626360318000026]
2,20,3,1,0.01614082286182585,1.037676705066327,True,False,[11],[0.015455055169045004]
2,21,15,1,0.01521931319507404,1.0336081929028318,True,False,[7],[0.029377951521155122]
2,22,46,2,0.025312425456024024,1.1017779792757076,True,False,"[7, 16]","[0.03682120045200762, 0.03682120045200762]"
2,23,14,1,0.016382063159139357,1.0254766864284572,True,False,[5],[0.04649639986729551]
3,2,19,1,0.015901365256648696,1.0490523535991878,True,False,[7],[0.0360639683210404]
3,4,23,1,0.014645989228215327,1.0373171815470836,True,False,[5],[0.021918747822321012]
3,5,17,1,0.016015163801554246,1.0398643922376296,True,False,[15],[0.035985915403328565]
3,7,12,1,0.014184568108485717,1.0430101739173034,True,False,[7],[0.03628543305144021]
3,8,11,1,0.015763896937687844,1.0468865561407183,True,False,[7],[0.037698851913041696]
3,10,2,1,0.0164401685408941,1.0327568149139588,True,False,[8],[0.03325513688230835]
3,11,16,1,0.015098192096582095,1.0467442783741903,True,False,[5],[0.04320597637004444]
3,13,13,1,0.01652335056355494,1.0578019677278858,True,False,[16],[0.025822625997833772]
3,14,28,3,0.015575153081762102,1.1038722873162654,True,False,"[7, 8, 12]","[0.04633045362705693, 0.04633045362705693, 0.04633045362705693]"
3,15,6,1,0.01625623929292248,1.041604491046272,True,False,[15],[0.02514287783678717]
3,16,21,2,0.016453821646484266,1.0382680158863453,True,False,"[7, 9]","[0.04243486955957919, 0.04243486955957919]"
3,17,18,1,0.01580509015820611,1.0463911656979512,True,False,[7],[0.027298782858689696]
3,18,10,1,0.016337655616800995,1.0493346903616865,True,False,[7],[0.039569324869321125]
3,19,22,1,0.016324646291499347,1.0443978747088734,True,False,[16],[0.02582032853523188]
3,21,15,1,0.015536482505332332,1.051301740356159,True,False,[7],[0.05779143515904465]
3,22,46,1,0.016032480197770864,1.1157988363562061,True,False,[16],[0.05236271822255956]
3,23,14,1,0.015715919563006213,1.0358759134154967,True,False,[11],[0.03319004755995272]
4,0,0,3,0.012179488481176094,1.0387972199274933,True,False,"[6, 7, 15]","[0.02629953129877624, 0.02629953129877624, 0.03944248297077364]"
4,1,35,1,0.06530240590303354,1.1950248344795367,True,False,[5],[0.02725746628839009]
4,2,19,1,0.016472390257563484,1.0597197377516105,True,False,[8],[0.03943236265151546]
4,3,81,1,0.050755396424911156,1.1813343534852008,True,False,[17],[0.03476535377514097]
4,4,7,1,0.015887224993956194,1.042594322889172,True,False,[7],[0.04012138403320709]
4,5,84,1,0.03264188063262991,1.1246487011362383,True,False,[7],[0.041916074292082016]
4,6,17,1,0.015972267023864308,1.0499183423839369,True,False,[15],[0.03291315371213186]
4,8,12,1,0.016264064046822017,1.0430372186943213,True,False,[5],[0.05615915366593379]
4,9,23,1,0.01625716303309923,1.0498982609219911,True,False,[7],[0.03268448048348697]
4,10,11,1,0.016013814423397638,1.048054680441061,True,False,[5],[0.052399377476848884]
4,11,8,1,0.01629360871231415,1.0425315703861417,True,False,[7],[0.03131598498765232]
4,13,16,1,0.015502322658731438,1.059167425942599,True,False,[12],[0.028129381767974772]
4,14,5,1,0.015536833672560096,1.038635114105517,True,False,[5],[0.04170723875241326]
4,16,13,1,0.016347382471981226,1.0609955509506206,True,False,[8],[0.023730598678867263]
4,17,28,2,0.012648902269448103,1.1070151008516123,True,False,"[8, 12]","[0.032773524517049075, 0.02905727791042187]"
4,18,6,1,0.016334494245037946,1.0515514910117143,True,False,[5],[0.04342430585062829]
4,19,21,3,0.015807480389014934,1.0416805980909705,True,False,"[7, 9, 12]","[0.03706826217334269, 0.03706826217334269, 0.03706826217334269]"
4,20,18,3,0.01569229010178277,1.0470442718787192,True,False,"[7, 11, 15]","[0.038503507649288546, 0.0424297352895471, 0.038503507649288546]"
4,22,22,1,0.016240395586263095,1.0501257068528793,True,False,[16],[0.06119312859884483]
4,23,46,1,0.015473508447917683,1.1322368185751361,True,False,[16],[0.02532598313757508]
5,0,0,1,0.014327442732126053,1.0502240833245415,True,False,[7],[0.03857794054031759]
5,1,35,1,0.015753678712137793,1.2030101908025228,True,False,[7],[0.027580234617933637]
5,2,19,2,0.012151106818741219,1.0658673129081542,True,False,"[7, 8]","[0.04521479670327245, 0.0632354162658376]"
5,3,81,1,0.016167393185177854,1.1908273052170164,True,False,[7],[0.043818831255642315]
5,4,7,1,0.016225990404798,1.0431116406992473,True,False,[8],[0.029340438866926905]
5,5,111,1,0.14775077585658897,1.8981842906094069,True,False,[5],[0.02525623400405809]
5,6,84,1,0.01589486365065788,1.1356607532819993,True,False,[5],[0.04734434950455016]
5,7,17,2,0.015459016762823675,1.0542931517713285,True,False,"[8, 15]","[0.03614587161052618, 0.02995811982747845]"
5,9,12,1,0.01613949571931061,1.0490996658949787,True,False,[7],[0.030089314545985943]
5,10,23,1,0.016530612635115894,1.051777154473574,True,False,[6],[0.034847280685387304]
5,12,8,1,0.015824522874774063,1.0531038428828305,True,False,[7],[0.04144759335770805]
5,14,16,1,0.016750985262780658,1.0603132884549225,True,False,[5],[0.057641255194025735]
5,15,117,1,0.03801773076165803,1.1244550087913725,True,False,[16],[0.015011077428532665]
5,16,5,1,0.015892227912697145,1.0588548904345576,True,False,[7],[0.04139381979067059]
5,17,73,1,0.06011381872066208,1.3729225553297106,True,False,[7],[0.032751103611333134]
5,18,13,1,0.015183391911256934,1.0772032708769455,True,False,[8],[0.026394125994064852]
5,19,28,1,0.0146052950589554,1.1062423945771642,True,False,[12],[0.06335287723041631]
5,20,6,1,0.016315534460810372,1.0548740937996608,True,False,[5],[0.022144019389537813]
5,21,21,2,0.012352523001709642,1.0398637833504611,True,False,"[7, 16]","[0.05501258390786157, 0.011969458713512475]"
5,22,18,1,0.01609767929085866,1.0559516254977859,True,False,[7],[0.04692785839319238]
5,23,22,1,0.015622950662237529,1.065916633964592,True,False,[7],[0.03592603335814841]
6,0,0,1,0.01502125786151872,1.0638554005502439,True,False,[7],[0.049491667640313486]
6,1,35,1,0.015083344422370441,1.2185845798419848,True,False,[5],[0.030004341327036457]
6,2,19,1,0.015415854972923639,1.0797163923041906,True,False,[7],[0.0525160153165897]
6,3,81,1,0.015082683467211994,1.1930821039614437,True,False,[12],[0.045531351640560276]
6,5,111,2,0.013856077342069483,1.8934156416200054,True,False,"[6, 7]","[0.033101464970767866, 0.06229188350532955]"
6,6,84,1,0.015321571360295699,1.1535550294212455,True,False,[7],[0.03291761633764013]
6,7,17,1,0.0165422302436522,1.0637379961598268,True,False,[15],[0.046230865901118204]
6,8,131,1,0.052052255117580756,1.1865424314853328,True,False,[7],[0.03749488703036947]
6,9,4,1,0.015283963274077987,1.0360362665751437,True,False,[7],[0.03373544475679846]
6,10,12,1,0.016611921438934266,1.0633952410549263,True,False,[5],[0.06694182273776371]
6,11,23,1,0.015466899559856855,1.0655973709866355,True,False,[5],[0.046167960083979845]
6,12,11,1,0.01615098386644166,1.0495427534624953,True,False,[8],[0.04657525973425328]
6,13,8,1,0.015733506836461533,1.071592662055762,True,False,[5],[0.03185153413853188]
6,14,2,1,0.01570236238250406,1.0416354665884575,True,False,[7],[0.06229944275791053]
6,15,16,1,0.016018733950574557,1.0740537408521276,True,False,[12],[0.026056882892118428]
6,16,117,2,0.012510474206919442,1.1281609354232962,True,False,"[7, 16]","[0.04844409864161183, 0.03150800528300348]"
6,17,5,1,0.016182106960763228,1.0597258627852641,True,False,[7],[0.0763633877280003]
6,18,73,1,0.015472277710013452,1.3858209833825617,True,False,[5],[0.07234063568624034]
6,19,13,1,0.01543438067743884,1.0898498941439025,True,False,[8],[0.03830954377824707]
6,20,28,2,0.015964917673537197,1.1091252513158238,True,False,"[8, 12]","[0.023512063329317073, 0.023512063329317073]"
6,23,18,1,0.016626182560944693,1.0644082270819828,True,False,[7],[0.041038325047196546]
7,0,148,1,0.02839854507235786,1.1102079378746619,True,False,[5],[0.016162342216611593]
7,2,81,1,0.015419526892454821,1.1973787818943429,True,False,[7],[0.061920523417311864]
7,3,0,2,0.010756435279066678,1.073240753373433,True,False,"[7, 15]","[0.03333935590047823, 0.04751725847426751]"
7,4,35,2,0.013521522254084574,1.2291282897908276,True,False,"[7, 8]","[0.052372568852076376, 0.04838008401319968]"
7,5,84,1,0.015913489034377618,1.1555404817213593,True,False,[11],[0.05164837146078665]
7,6,17,1,0.01582615937488913,1.070799746300915,True,False,[16],[0.032319521249012155]
7,7,131,1,0.015236159525475003,1.2084829575824096,True,False,[7],[0.04166554470827824]
7,9,111,3,0.014629603071920058,1.9152778342872132,True,False,"[6, 7, 15]","[0.03241809123004337, 0.051862951175066486, 0.03241809123004337]"
7,10,23,2,0.012762459050388975,1.0648247475462873,True,False,"[6, 7]","[0.05068932659956306, 0.04176155919962722]"
7,12,4,1,0.016651133639988182,1.0371307211106053,True,False,[7],[0.06851156054809347]
7,13,12,1,0.015371838784391415,1.0640375935766166,True,False,[7],[0.045056688272507806]
7,14,16,1,0.016266024184043968,1.0728603663210645,True,False,[7],[0.07984276868984823]
7,15,117,1,0.014701324769622307,1.1392016382288608,True,False,[5],[0.03064425822333602]
7,16,5,1,0.01584270972114002,1.0774789987922126,True,False,[7],[0.057591167140041394]
7,17,73,1,0.01558624427718602,1.4117721693447185,True,False,[7],[0.09012173952597485]
7,18,8,3,0.014635995600178083,1.0715622497497397,True,False,"[7, 15, 17]","[0.055616288863117425, 0.0412892592685847, 0.0412892592685847]"
7,19,2,2,0.012608051610922984,1.0437967400595356,True,False,"[8, 16]","[0.05408456405309089, 0.035891718157027956]"
7,20,6,1,0.015533665684089362,1.0664590756420065,True,False,[7],[0.034749171409709956]
7,21,13,1,0.01573819597528661,1.0882758863989843,True,False,[8],[0.013596775677924933]
7,22,28,1,0.01549603193620448,1.1196589599282294,True,False,[7],[0.05917673998903333]
7,23,18,1,0.016281978317155422,1.0768320371546822,True,False,[7],[0.06036825455091827]
8,0,148,1,0.014101538224999512,1.1217252209174196,True,False,[7],[0.04714877879392095]
8,1,19,1,0.015442879405032485,1.0998131487270102,True,False,[7],[0.03409553172917355]
8,2,81,1,0.015102021446562466,1.2115681509193759,True,False,[7],[0.05650112364477155]
8,3,0,2,0.01559379234623503,1.0761612559282032,True,False,"[6, 16]","[0.03005074218628582, 0.03005074218628582]"
8,4,35,1,0.015534535768843855,1.258739484295935,True,False,[7],[0.06616017124117289]
8,5,84,1,0.015903367820187735,1.1755960782823893,True,False,[7],[0.0636133525001028]
8,6,169,1,0.016076288649291223,1.0961812793564032,True,False,[7],[0.044605813951615225]
8,7,131,1,0.0148785550934273,1.2263606719767135,True,False,[7],[0.059097512252615565]
8,8,7,1,0.016033576389867767,1.0433748600969976,True,False,[8],[0.045068669123512914]
8,9,111,1,0.0152432470146274,1.9283860683293883,True,False,[7],[0.06008573767882599]
8,10,23,1,0.016356983802790742,1.0667471629804999,True,False,[5],[0.07789762977249659]
8,11,17,1,0.013942063039193797,1.0914972604288302,True,False,[15],[0.026488846200369932]
8,12,4,1,0.01582359222916856,1.041301086696528,True,False,[8],[0.06353673492105942]
8,13,12,1,0.015425252776188045,1.0772260343921818,True,False,[7],[0.046148686487529726]
