gen_found,lineage_id,f_0,f_1,design_0,design_1,design_2,design_3,design_4,design_5,g_al_0
114,2752,0.8637079999999997,0.0008389340000000001,1.2775860081416375,1.0807159583217931,1.01067569072428,1.7639954604724022,1.302815241836655,1.569395267070173,-1885.14542478657
178,4292,0.44854600000000017,0.10557057142857143,1.8823050385288282,1.0598339345121262,1.0182920628962455,1.9111337131758708,1.3876811903660309,1.0460042240575371,-1141.608019029216
215,5178,0.5199899999999998,0.08969828571428572,1.8610478126790302,1.0546684517426659,1.0335842807278426,1.91552670103206,1.481375055436224,1.0875755242235132,-536.5191234551966
216,5204,0.3244479999999999,0.1272374,1.893971189010701,1.0774030227854219,1.0096704934224634,1.914356075192991,1.4186717843832077,1.0789243836393396,-131.0143599230072
224,5378,0.5276179999999997,0.08895328571428571,1.860023074034816,1.0529924298967919,1.035286923306572,1.91024230289198,1.4707903226354708,1.0911925278410268,-306.15610782420026
225,5403,0.501814000000001,0.0922468,1.8704090797187205,1.0527746396779953,1.033678312490599,1.9149943699583143,1.4732212479329945,1.0874032874091841,-285.1265051976202
231,5553,0.5942300000000003,0.079884,1.7985345047003354,1.0481190005028205,1.0467669862225653,1.9431149956875005,1.4686073075102328,1.0703955215464414,-144.32377606884165
240,5760,0.5171879999999995,0.09201599999999999,1.8702373032385657,1.0529398692904,1.0345812222149104,1.9224551738813582,1.4750637569078244,1.0861289151313873,56.13977194600682
242,5812,0.5781859999999998,0.08871497142857142,1.8484703335165675,1.054959252082283,1.0392841979747722,1.9136824490389934,1.507369475631564,1.085213420905482,30.621879665107087
375,9021,0.6836059999999996,0.004004071428571428,1.8086298991938938,1.0369460111982498,1.0827279151055156,1.9439560964600713,1.4985323369214336,1.0772945773217224,-49.068419564618125
378,9095,0.8567859999999995,0.003337745714285715,1.8837539934405547,1.039743715164477,1.0611982600538823,1.9343289441803317,1.4956518797244884,1.078270167482676,-10.647918341672266
380,9137,0.6677799999999996,0.07702428571428571,1.8059516070101207,1.0429131435103882,1.0658105362157273,1.9167491185258394,1.4953488755590263,1.0868205855440394,-0.7780256553710387
398,9575,0.8567899999999995,0.0032723142857142857,1.8833123220834052,1.0397416126581316,1.061155836885336,1.934367823526572,1.4955623094748678,1.0781336375753163,-12.971176717519029
399,9597,0.6836199999999992,0.004003442857142857,1.809419839636647,1.0369896024519472,1.0825268444793819,1.9442476923351173,1.4985997581199975,1.0772169334680863,-60.093590470738036
402,9669,0.6834260000000006,0.00415514,1.8096400673368782,1.0369638317736298,1.0825878571683085,1.944220376712418,1.4987663708617902,1.077231861780496,-60.847812211888595
403,9688,0.6645779999999996,0.07780597142857143,1.8057294814750722,1.0426180864483254,1.0659513076261953,1.9167279959822416,1.493943122801842,1.0856254142274016,1.286361261152706
408,9807,0.6635840000000002,0.0796962,1.8253678333244567,1.0455237632710204,1.0587066794754696,1.9364512463813033,1.4955350361465116,1.0785132486812847,1.8930686171879643
413,9929,0.670396,0.07518408571428573,1.8024402616711286,1.0433357652803879,1.065420290782649,1.9163162752021257,1.495859396118613,1.0873723650619669,-10.159204501775548
422,10143,0.6667899999999995,0.07710591428571428,1.8058232805263004,1.0429059227868425,1.0654430427277202,1.916772161263698,1.4940948483484764,1.085291298685828,2.256991606547672
431,10361,0.669816,0.07538414285714286,1.8023016298151775,1.0431895997885072,1.065683687158847,1.916174934665863,1.4956389036044178,1.087370335480996,1.407719640477353
434,10430,0.6633939999999996,0.07973682857142857,1.825335737218216,1.0454814140250268,1.0585342626400547,1.936423116427603,1.4952017061484852,1.0784160814470445,0.6794425086573028
436,10484,0.6833899999999995,0.004326671428571428,1.809295423249005,1.036874088412691,1.0827869353274315,1.9442148187503006,1.4984592416190807,1.0771122917706415,-73.84551051636572
439,10551,0.6667859999999995,0.0774002,1.8056740710460712,1.0427666485092872,1.0657303892200478,1.9168766012653482,1.4939816894605304,1.085540519847635,0.8008431761627435
440,10577,0.6707939999999993,0.07448245714285714,1.793314092153047,1.0421413946503704,1.0681061110567684,1.9114033341165064,1.4912369688958922,1.0849345920179378,12.174856745988109
444,10671,0.6653919999999999,0.07744862857142856,1.8055860841196063,1.0427066955463473,1.0658625780104247,1.916627795330441,1.4940799999700571,1.0855069656685266,-0.7780256552869105
444,10676,0.68302,0.00434248,1.8092892300178967,1.0368802154678167,1.082755522705462,1.944232677604287,1.4985057894840361,1.0771091707839828,-73.08574986659733
444,10679,0.8572059999999998,0.0031611800000000004,1.883380283525091,1.0397665906034788,1.0611947591145277,1.934342823138527,1.4954497954533104,1.078078601995791,-23.648819339687634
446,10721,0.6708020000000007,0.07422111428571429,1.7934558713005715,1.0423371152616925,1.0676681591159427,1.9110221416766557,1.4915150899956835,1.0841985114315869,13.501006734704333
447,10745,0.6724160000000005,0.07402097142857143,1.7934032495888104,1.0424518395730575,1.0676238523022326,1.9119068495088918,1.4922390958556488,1.0847116657409603,-0.535029627052154
448,10766,0.6624140000000006,0.0797524,1.8253076811149136,1.0454506083185546,1.0586112822447997,1.9364908087923505,1.4953638422694455,1.0784810221285868,2.378282370947545
451,10845,0.6837960000000002,0.003814614285714286,1.8095514061445443,1.0370063302126291,1.0825329399408885,1.944274480869506,1.4986655047892936,1.0771666004934268,-61.225043441309026
452,10867,0.6797780000000001,0.07122097142857144,1.7824643481927684,1.0424807779367355,1.0688218195241688,1.9065507898420617,1.4911183038450484,1.0853233811576255,11.933629701648442
452,10868,0.6832179999999999,0.004335788571428571,1.8093158507659115,1.03688624773158,1.0827450223353863,1.9442345393386316,1.4985073428782352,1.0770952990102778,-61.225043441309026
454,10910,0.6617779999999995,0.07985237142857142,1.8253254268600518,1.0454581998139385,1.0585485658412894,1.936581987206894,1.495311701510888,1.0784941432256934,1.7717440523488222
455,10936,0.6686060000000006,0.07557674285714286,1.802829491941981,1.0431875107764386,1.065381274351551,1.917151638390492,1.495111027023127,1.0872595200906878,-11.259002866957417
455,10938,0.6754160000000007,0.07272548571428572,1.7901874825705015,1.0429436116565853,1.066727102859059,1.9107107217333703,1.4908444949221786,1.0849896082055281,1.5290695649191548
461,11077,0.661802,0.07976425714285715,1.8252555830642132,1.045445818930899,1.0585517048714368,1.9365936216649742,1.4953102103834062,1.0785043659190747,0.8008431761627435
467,11225,0.6742239999999995,0.07318368571428571,1.7923084984207183,1.0429552770192394,1.0665765297767746,1.911675537967791,1.4913889987207154,1.0844157401493786,1.6504110352766475
467,11228,0.6830000000000008,0.004352825714285714,1.8092783437420055,1.036873390810361,1.0827771900798742,1.9442629683097525,1.4985024054356835,1.0771031108455156,-60.21927181193223
470,11298,0.6771760000000007,0.0726358,1.789722415789395,1.0429858057853043,1.0667864084075689,1.910146032097624,1.4907791777557164,1.085301013925337,12.898336863282566
471,11317,0.6617820000000009,0.0797819142857143,1.8252342687639316,1.0454407298810342,1.0585618188032069,1.9365816092640349,1.4952993146086566,1.0784905096201345,1.1649944258920186
471,11323,0.6774020000000004,0.07205545714285715,1.78626310575642,1.0428426725374136,1.0676688326449089,1.9092040188306947,1.4914100056943704,1.0854082422466642,13.7420161065902
