generation,parent_slot,lineage_id,sigma,psucc,feasible,pitot3_sentinel,spark_sentinel,g_al,raw_pct_he,raw_driver_p,raw_p4,raw_d_throat,raw_reservoir_p,raw_buffer_length,scaled_pct_he,scaled_driver_p,scaled_p4,scaled_d_throat,scaled_reservoir_p,scaled_buffer_length,raw_delta_vs1,raw_hold_time,raw_impact_speed,scaled_delta_vs1,scaled_hold_time,scaled_impact_speed
140,0,,0.054178410868651106,0.12449550820359491,True,False,False,-1606.0840928503103,88.14915176319928,256973.91628617188,7854519.716831241,0.08446443920388823,4376885.55283097,0.09156371139458903,1.6049717254399765,1.0935926745251348,1.0135589286722206,1.9846982629682348,1.5320802993561329,1.4156371139458903,1072.8159071496898,0.002908020000000004,56.705819999999996,,0.41839599999999916,0.16201662857142857
140,1,,0.011902868007406406,0.00514106621308466,True,False,False,-2237.170258376835,80.35553717229732,119636.7391836068,17981738.400976717,0.08059682528235854,4598995.620481228,0.08027522412960816,1.3451845724099107,1.0433775826780771,1.1153755603227762,1.8741950080673866,1.5684203548801336,1.3027522412960817,441.72974162316495,0.0011628600000000017,38.77529,,0.7674279999999997,0.11078654285714286
140,2,,0.13997813716113341,0.11481505614461222,True,False,False,-2470.795282477306,96.02848973501719,143907.19154553473,11513615.791037316,0.0775883448512975,3768062.4093786543,0.14474890884866026,1.867616324500573,1.0522516764976528,1.055600913366262,1.7882384243227853,1.4613177703212625,1.9474890884866027,208.10471752269405,0.0011419000000000012,27.00687,,0.7716199999999998,0.07716248571428572
140,3,,0.07676949008193658,0.0455955703771059,True,False,False,-2640.5023549439484,89.8278244662175,128643.01267787917,20177071.30034723,0.08024644334189836,5775823.685631902,0.12137013810133802,1.6609274822072502,1.0466705792304736,1.1209389806892855,1.8641840954828102,1.7174341961684074,1.7137013810133803,38.397645056051715,0.0010788699999999991,17.72422,,0.7842260000000002,0.05064062857142857
140,4,,0.07151334822994126,0.09149006897965468,True,False,False,-2026.2527417577799,96.57895296898204,81174.34672539393,15748528.00465519,0.08158830580327477,4315497.141343897,0.05102340186440915,1.8859650989660677,1.0293144381552772,1.1525400989838346,1.9025230229507075,1.534716002096538,1.0102340186440915,652.6472582422202,0.0009289700000000012,7.174000000000001,,0.8142059999999998,0.02049714285714286
140,5,,0.06476638232493047,0.12923806865371965,True,False,False,-2115.55518957938,97.11028251135774,73525.69381078982,13450940.840109125,0.08310286832021738,3580919.998682912,0.05542412003727884,1.9036760837119246,1.0265178333559353,1.1431297741845572,1.9457962377204965,1.4424910962158108,1.0542412003727883,563.34481042062,0.0008040299999999972,5.818866,,0.8391940000000006,0.01662533142857143
140,6,,0.03381022400369027,0.04990619819175782,True,False,False,-1281.0787581199033,78.32758024424912,221756.37931334204,6026167.30508826,0.07673984111653408,2577127.1023759907,0.10693952670701729,1.2775860081416375,1.0807159583217931,1.01067569072428,1.7639954604724022,1.302815241836655,1.569395267070173,1397.8212418800967,0.0006814600000000018,0.2936269,,0.8637079999999997,0.0008389340000000001
140,7,,0.0213981634649357,0.062042505234597096,True,False,False,-1685.715048078168,86.33050869348091,281678.9946637759,9902465.805250218,0.07498654172099992,5010428.681734894,0.09825421233375198,1.5443502897826968,1.1026256822364675,1.0174617092206482,1.7139011920285687,1.6126655892909607,1.4825421233375198,993.1849519218322,0.0026429799999999996,64.25235,,0.4714040000000001,0.18357814285714288
140,8,,0.017726867373589583,0.02713384791088104,True,False,False,-1657.6081474645084,86.86107719361964,287106.95774177305,9619454.85581598,0.0764735286793721,4890301.643572643,0.09870842989074077,1.5620359064539877,1.1046103281295494,1.0160583480675445,1.7563865336963458,1.5968181667514891,1.4870842989074078,1021.2918525354917,0.0022888900000000018,63.34663,,0.5422219999999996,0.1809903714285714
140,9,,0.020596624219685705,0.05687229646504734,True,False,False,-1658.5286417726588,86.93681787566652,256116.3238233627,10597844.238169124,0.07374215864466774,5017914.535409862,0.09706908111280124,1.5645605958555504,1.0932791098720973,1.0227540810384526,1.6783473898476495,1.6149108652336481,1.4706908111280124,1020.3713582273413,0.0019239999999999952,63.03338,,0.615200000000001,0.18009537142857143
140,10,,0.013953955147657836,0.0074269339830042155,True,False,False,-1912.7070808434219,80.42099320044046,121451.62248216022,13147813.240971843,0.0761529302898434,3213687.543662475,0.10808998971320852,1.347366440014682,1.04404116506306,1.0796213966307975,1.7472265797098114,1.3924880286328245,1.5808998971320851,766.1929191565782,0.0009941199999999942,51.8148,,0.8011760000000012,0.1480422857142857
140,11,,0.15336236718366011,0.1537619790776716,True,False,False,-2352.1841875468326,70.43724823743105,142131.7042816703,27338303.153551653,0.08220043499488383,7118842.522368737,0.12615957353264093,1.0145749412477016,1.051602498628199,1.1511252988984189,1.920012428425252,1.8878630381077528,1.7615957353264093,326.7158124531675,0.0009889000000000009,45.17084,,0.8022199999999998,0.12905954285714286
140,12,,0.13874845114651893,0.07611796254500565,True,False,False,-2358.565312817292,96.65712622746327,146056.13279900883,15811526.905608904,0.08000015537007008,5093656.7838058155,0.08084268850657847,1.8885708742487757,1.0530374017083621,1.0796222038742167,1.8571472962877165,1.629951109234251,1.3084268850657848,320.33468718270797,0.0009879700000000012,30.18584,,0.8024059999999997,0.08624525714285713
140,13,,0.16085075939825522,0.2635450876167376,True,False,False,-2518.0204674857673,94.50005107819862,127873.03625493054,17973588.171184253,0.08222764689343842,4768058.949556873,0.13465072320340762,1.8166683692732877,1.0463890499489334,1.1070892915393888,1.9207899112410978,1.5894450044660395,1.8465072320340763,160.87953251423278,0.0007280199999999994,6.459948000000001,,0.8543960000000002,0.018456994285714286
140,14,,0.23828728442693006,0.3697599492701805,True,False,False,-2485.1099837222223,90.42108800376087,129317.18209487131,20262825.284497824,0.0811697368670474,5209649.339789699,0.12957207869063253,1.6807029334586956,1.046917078247775,1.1208075587705604,1.8905639104870684,1.6454754022278102,1.7957207869063252,193.7900162777778,0.000614110000000001,1.9183040000000002,,0.8771779999999998,0.005480868571428572
140,15,,0.016839113712293834,0.009361728139895475,True,False,False,-2027.3976091994791,84.63265844782606,103070.73813086863,12815549.840022407,0.08053322758511235,3970067.1426293296,0.09476626418278666,1.487755281594202,1.0373204954279114,1.0932963340266884,1.8723779310032098,1.4896835562616118,1.4476626418278666,651.502390800521,0.0004789999999999968,1.733755,,0.9042000000000007,0.004953585714285714
140,16,,0.06496613015309657,0.07047064919671318,True,False,False,-2506.636331991014,95.55042183761908,105497.70041462174,8974787.052867426,0.08369980427321506,3887893.935434156,0.05777443402516307,1.8516807279206362,1.0382078744796666,1.0599067404900013,1.9628515506632873,1.4791177570773761,1.0777443402516307,172.26366800898631,0.00036003000000000424,1.5668849999999999,,0.9279939999999992,0.0044768142857142855
140,17,,0.1560812100527607,0.15679813660745187,True,False,False,-2666.8598399313587,99.59308349483581,262913.48408131656,14155602.21438694,0.06047006370553927,6363195.423492543,0.06821070008338877,1.9864361164945268,1.0957643803127255,1.0333511569471325,1.299144677301122,1.7884469078716116,1.1821070008338876,12.040160068641399,0.0016288800000000027,70.98248,,0.6742239999999995,0.2028070857142857
140,18,,0.04937521027234491,0.10252877146642052,True,False,False,-1795.3614906664793,84.99775498644321,248455.33005278764,10414464.543090437,0.0811111916529712,4415051.927859698,0.09553315691252884,1.499925166214774,1.0904779928406771,1.0232114088824433,1.8888911900848913,1.5375182334897497,1.4553315691252884,883.5385093335208,0.0014340299999999954,63.38946,,0.7131940000000009,0.18111274285714285
140,19,,0.028060040268812914,0.03925332515580512,True,False,False,-1125.057963154798,79.05106071328792,186445.6977762986,4476001.2041336745,0.07886752381941821,4119420.083692512,0.08381797217917093,1.301702023776264,1.0678051853324761,1.0079820719613948,1.82478639484052,1.5033527935931676,1.3381797217917093,1553.842036845202,0.0009705999999999985,39.3878,,0.8058800000000003,0.11253657142857143
140,20,,0.14807947083931003,0.2303071015163379,True,False,False,-2062.2193277311294,97.17184325114386,78093.10575070822,12966815.00903252,0.08361342796464064,3455353.672355788,0.14785020006110847,1.9057281083714621,1.028187832804774,1.128759975322226,1.9603836561325896,1.4263191440758685,1.9785020006110847,616.6806722688707,0.0007189900000000027,24.999569999999995,,0.8562019999999995,0.07142734285714285
140,21,,0.06476638232493047,0.12923806865371965,True,False,False,-1612.9535323938767,98.06723330656907,74358.62259691965,17456539.97611441,0.07994506471473278,3983358.314089405,0.06385842412807607,1.9355744435523021,1.026822380139115,1.187193540664663,1.8555732775637934,1.4932092565577715,1.1385842412807607,1065.9464676061234,0.0006369999999999987,9.561363,,0.8726000000000003,0.02731818
140,22,,0.05998261643261002,0.21818309179540163,True,False,False,-1631.7778265614288,85.3857637457816,137335.92363158375,6312793.286988652,0.08469534277973641,4183316.1440753243,0.10615203695568523,1.5128587915260534,1.0498489998968061,1.0266545985372777,1.9912955079924686,1.5145813405158834,1.5615203695568523,1047.1221734385713,0.000425250000000002,3.281688,,0.9149499999999996,0.009376251428571429
140,23,,0.1751159187005475,0.13909085451161532,True,False,False,-2677.744031107772,91.18894326902851,88334.82818463231,13226909.55739512,0.07363184084129887,4358696.32753894,0.052770589993444465,1.706298108967617,1.0319325510488915,1.1148936359408201,1.6751954526085389,1.5397550839950995,1.0277058999344446,1.1559688922279747,0.00014805999999999847,2.880029,,0.9703880000000004,0.008228654285714286
