generation,parent_slot,lineage_id,sigma,psucc,feasible,pitot3_sentinel,spark_sentinel,g_al,raw_pct_he,raw_driver_p,raw_p4,raw_d_throat,raw_reservoir_p,raw_buffer_length,scaled_pct_he,scaled_driver_p,scaled_p4,scaled_d_throat,scaled_reservoir_p,scaled_buffer_length,raw_delta_vs1,raw_hold_time,raw_impact_speed,scaled_delta_vs1,scaled_hold_time,scaled_impact_speed
250,0,,0.015624072575040674,0.1886683016833555,True,False,False,50.17610779117976,96.59330024295295,139690.25650028337,16250362.583073635,0.07385041487459423,5683539.799801553,0.08801830601787566,1.8864433414317652,1.05070982319123,1.0864885470900951,1.6814404249884063,1.7052965753526312,1.3801830601787566,173.40944112451325,0.0013839700000000017,17.80905,,0.7232059999999997,0.050883
250,1,,0.043243556321323165,0.4477652084132384,True,False,False,65.63639268370352,95.22326851675385,124786.74088527623,17259597.03541153,0.07490688068819379,5317802.463368334,0.0906998148058745,1.8407756172251282,1.0452605965416044,1.1051800137045587,1.7116251625198222,1.6594127106936047,1.406998148058745,188.869726017037,0.0012189299999999996,14.25336,,0.756214,0.040723885714285715
250,2,,0.05638716615534643,0.10434239452338943,True,False,False,61.33141095391974,87.73329033425998,111499.85414737815,17463358.03172036,0.08333098516245385,4849017.574465288,0.10333757399569096,1.591109677808666,1.0404024637913825,1.1207491858099508,1.9523138617843954,1.600560009219073,1.5333757399569097,184.56474428725323,0.0011609900000000006,9.476536,,0.7678019999999999,0.02707581714285714
250,3,,0.05146047335796514,0.23071754134014452,True,False,False,26.285012138691485,91.28844779183414,133071.19532225648,18662490.651360374,0.08343201864961393,5327752.439926732,0.1050911422837254,1.7096149263944713,1.048289671765315,1.1068225655447148,1.9552005328461122,1.6603188326193665,1.550911422837254,149.51834547202498,0.0009181099999999998,12.975170000000002,,0.816378,0.03707191428571429
250,4,,0.017192838487036587,0.251110588534094,True,False,False,-58.06542560958033,96.02211246842167,140147.37373067072,14203204.18941722,0.07425756358796023,5921028.630049708,0.08995790572923712,1.867403748947389,1.0508769606276696,1.0737449306899896,1.6930732453702921,1.735494866277528,1.3995790572923712,65.16790772375316,0.000429930000000002,1.252747,,0.9140139999999997,0.003579277142857143
250,5,,0.06053659306688527,0.041894196278843464,True,False,False,-56.59922707081515,96.27852326294581,159354.85105929448,13848133.739386644,0.08258752105799697,6140224.882117297,0.10739036233828808,1.8759507754315272,1.0578998604611707,1.061463114581443,1.9310720302284845,1.762803304759435,1.573903623382881,66.63410626251834,0.0003950199999999994,1.10123,,0.9209960000000001,0.0031463714285714286
250,6,,0.03234034972249402,0.24494845162674372,True,False,False,107.6866849831118,95.98207378551493,134751.6864916278,17220516.5842354,0.07354709042159711,5580849.248163095,0.09021161380867475,1.8660691261838307,1.0489041158670394,1.0962359520782594,1.6727740120456318,1.6924253811946315,1.4021161380867475,230.9200183164453,0.0012840400000000002,16.40312,,0.743192,0.046866057142857145
250,7,,0.020102676275904594,0.29549934167218783,True,False,False,25.199558210440586,96.48540102148621,139491.63843746122,15850628.16382891,0.07297091477002063,5593750.125682325,0.0923694095857234,1.882846700716207,1.0506372017461303,1.084192639230456,1.6563118505720178,1.6938811380083116,1.423694095857234,148.43289154377408,0.00063591,16.69921,,0.872818,0.047712028571428575
250,8,,0.017564659352931025,0.24474484779335332,True,False,False,-98.25535419897588,96.19131211008097,139212.2069838893,13370819.614940194,0.07402398248207973,5877780.539424373,0.0900413432433308,1.873043737002699,1.0505350322068832,1.0692394758053707,1.686399499487992,1.7300245832280188,1.400413432433308,24.97797913435761,0.0004210499999999992,4.26217,,0.9157900000000002,0.012177628571428572
250,9,,0.04778654252490186,0.013085458161678972,True,False,False,-108.89676259850822,94.0401366818709,146998.40025692253,19062363.786912575,0.06965251761122752,7643597.703946047,0.09510328596014372,1.8013378893956966,1.053381926388,1.09783705525992,1.561500503177929,1.954615787157663,1.4510328596014372,14.336570734825273,0.00031484000000000026,1.577745,,0.937032,0.004507842857142857
