generation,parent_idx,lineage_id,m_active,A_delta_fro,condition_number_after,shrink_applied,psd_fallback,active_js,v_norms
1,1,1,1,0.016378662789691106,1.0254766864284572,True,False,[7],[0.02988755411421021]
1,2,2,3,0.01622474657246419,1.025476686428458,True,False,"[7, 8, 16]","[0.037368112271989655, 0.037368112271989655, 0.037368112271989655]"
1,3,3,2,0.016390741764778713,1.0254766864284577,True,False,"[11, 12]","[0.02846824329835245, 0.02846824329835245]"
1,4,4,1,0.01634920789379221,1.0254766864284577,True,False,[5],[0.03251399963395315]
1,5,5,1,0.016358176106392387,1.0254766864284575,True,False,[5],[0.035526575568402365]
1,6,6,2,0.01649201644792841,1.0254766864284581,True,False,"[7, 15]","[0.039372730693130895, 0.039372730693130895]"
1,7,7,2,0.015762998906463245,1.0254766864284575,True,False,"[7, 15]","[0.03518967559479175, 0.03518967559479175]"
1,10,10,1,0.015886075550110186,1.0254766864284581,True,False,[5],[0.023071444437709834]
1,11,11,1,0.01623767969019576,1.025476686428458,True,False,[8],[0.04090826018665498]
1,12,12,1,0.015965100068862963,1.0254766864284572,True,False,[8],[0.04575253383933063]
1,13,13,1,0.015649798907090732,1.0254766864284568,True,False,[8],[0.025225635675591482]
1,14,14,1,0.016289241500497906,1.0254766864284575,True,False,[5],[0.035858521066285544]
1,15,15,1,0.015582186618697478,1.0254766864284572,True,False,[5],[0.02532969707682614]
1,16,16,1,0.015302375213914277,1.0254766864284564,True,False,[5],[0.029067659428981544]
1,17,17,3,0.016232579622190938,1.0254766864284577,True,False,"[7, 15, 16]","[0.030940750623106517, 0.030940750623106517, 0.030940750623106517]"
1,21,21,2,0.016490491227661868,1.025476686428457,True,False,"[7, 9]","[0.04009051791514645, 0.04009051791514645]"
1,22,22,1,0.015259967502818777,1.0254766864284575,True,False,[7],[0.03360528574207381]
2,1,0,1,0.016503087006921876,1.0254766864284572,True,False,[15],[0.018666899318331428]
2,2,7,1,0.015920654156767678,1.0269127047751647,True,False,[8],[0.04903043689600817]
2,4,4,1,0.01607963577896675,1.0478776282984998,True,False,[5],[0.03237347595436545]
2,5,12,1,0.015879605894573413,1.0313130383988864,True,False,[5],[0.04558637360990657]
2,6,23,2,0.015941817885984727,1.0254766864284572,True,False,"[6, 16]","[0.02732005249109023, 0.02732005249109023]"
2,7,17,2,0.013406186687421124,1.0333155853782283,True,False,"[15, 16]","[0.03844304257516002, 0.02709250810887176]"
2,8,8,1,0.01662604101895274,1.0254766864284586,True,False,[7],[0.023992436613312833]
2,9,2,1,0.014994233525241795,1.0317656197477985,True,False,[8],[0.04230400731470666]
2,10,11,1,0.016208841297535897,1.032804607494881,True,False,[5],[0.04760301522307822]
2,11,13,1,0.015863249289676425,1.0404332759787163,True,False,[16],[0.014984664519248424]
2,12,16,1,0.016251273745684247,1.0308215097398052,True,False,[7],[0.04913730130681205]
2,13,5,1,0.016331390478471174,1.0255932179639635,True,False,[5],[0.03483272449819633]
2,14,21,3,0.01657828316465406,1.0321271155129994,True,False,"[7, 9, 16]","[0.021074360230223074, 0.021074360230223074, 0.021074360230223074]"
2,15,6,1,0.016305512859350803,1.0270038116256925,True,False,[7],[0.022086104059862485]
2,16,32,2,0.034777958895094066,1.110335996409584,True,False,"[7, 16]","[0.021757326027097644, 0.021757326027097644]"
2,17,47,1,0.015474871724641803,1.0381058071503948,True,False,[5],[0.01389617955411035]
2,18,18,1,0.01557975203763622,1.0254766864284566,True,False,[5],[0.024171237612423638]
2,20,22,1,0.01611149342632419,1.0290183192727869,True,False,[16],[0.023654483341131096]
2,21,42,2,0.030874432622428928,1.0994709515497416,True,False,"[6, 11]","[0.05144931698905895, 0.05144931698905895]"
