gen_found,lineage_id,f_0,f_1,design_0,design_1,design_2,design_3,design_4,design_5,g_al_0
284,6828,0.5034040000000002,0.09433725714285714,1.9635454221878337,1.0910217029011529,1.0230910868860137,1.825927761516244,1.7744334103349664,1.9866568187959457,208.03054135537877
289,6951,0.5862360000000002,0.07426597142857143,1.9553534260893073,1.08134878863197,1.030371168898883,1.822781969811229,1.766242187530085,1.9803084738707022,182.81725720701888
330,7934,0.5604179999999999,0.07889377142857143,1.971048949559045,1.0838099975455582,1.0275312387531168,1.8221370132732426,1.7800236429058387,1.9973479875600149,150.99986663997834
372,8947,0.6747979999999999,0.0011236168571428571,1.9289476421823006,1.0662612943464909,1.0533902407580429,1.9527535191428385,1.8108332869340393,1.7747789198500146,-7.988674805140818
385,9249,0.6133959999999999,0.07164011428571429,1.9794194823539044,1.0761357090854213,1.0359296230385524,1.81940418392019,1.7638924791349264,1.9952668688411974,-47.69509308651777
409,9831,0.6401979999999999,0.06139902857142857,1.95378152975065,1.0719722938812846,1.0429341270037449,1.8215227103077611,1.7711523832127858,1.9749649202682353,-74.22551252847097
420,10094,0.6327820000000003,0.06375174285714286,1.9604617543016492,1.0733842711859267,1.0405900023339625,1.8152148242155055,1.7681292908069322,1.983146267456928,-61.47657552222563
426,10238,0.6325799999999998,0.06381451428571429,1.9612831077855826,1.0731747336460735,1.0408658405293898,1.815173295150115,1.7680487708356325,1.9838549501680571,-48.81864442718506
433,10401,0.6149819999999998,0.07091394285714286,1.9784542480260907,1.0756454781906666,1.0364589960807777,1.819033780293271,1.763603196583258,1.9953843262891144,-49.31823001344446
438,10517,0.5946180000000001,0.07415948571428571,1.9810042864426594,1.0773210389917298,1.0328806894546971,1.8139592269251823,1.7444994567118124,1.9963570465291716,-11.50349650347789
438,10518,0.595202,0.07364,1.9807365446786118,1.076565171930718,1.0334895065662926,1.813596116976647,1.742832003916152,1.9957083766438228,-24.633945179484726
439,10551,0.6343920000000001,0.06297808571428572,1.9593219414088017,1.0730754760561794,1.0411296300802135,1.8154919321181995,1.7678827036214948,1.984332474040273,-48.319200056509544
