gen_found,lineage_id,f_0,f_1,design_0,design_1,design_2,design_3,design_4,design_5,g_al_0
329,7911,0.5630080000000001,0.08795557142857142,1.9371947872220272,1.077019321600349,1.029352879287554,1.8977708248137117,1.7177203631257778,1.6291366353837968,217.56003920930243
377,9062,0.6713840000000004,0.0019476760000000002,1.8797815388329262,1.0583317358086073,1.06025981735891,1.9315142191799741,1.730623469058935,1.618628553765628,-88.39519493598345
412,9890,0.52878,0.10232402857142857,1.9963090852605843,1.0788237563643057,1.0242341225922666,1.8783216114026744,1.6749102680854087,1.5859021387460885,36.96193365977069
422,10129,0.5368240000000002,0.10042688571428572,1.994536273709955,1.0766195790980249,1.0263779557125836,1.8833445079634297,1.6808973723221976,1.5925484849207412,35.89159452282456
429,10317,0.6769679999999998,0.0015664594285714286,1.8803580731002398,1.0584094941859743,1.0606458396512555,1.9314559991040374,1.730765160467672,1.6176741176707592,-87.1011729150282
431,10347,0.5479920000000005,0.09758028571428572,1.9861970189780742,1.0730244878133692,1.0296059932698325,1.8768282801958898,1.68231673951638,1.601057808254778,24.67265303296972
437,10505,0.5973959999999998,0.08664394285714286,1.9543842555915045,1.0680910623631137,1.038066011450321,1.8914389504050988,1.6946110014100506,1.6012254467781821,14.344393155879516
437,10510,0.6223899999999996,0.002243157142857143,1.965837269667727,1.0632931113485031,1.0448445490639464,1.8837316273124645,1.7269137627280329,1.64560687412066,-73.59222091738366
438,10517,0.5510260000000001,0.09609468571428571,1.9836279393390723,1.0735655875632322,1.0296198912041097,1.8759884410911523,1.683983458637513,1.6016420602596038,25.749965407506807
439,10541,0.5468080000000005,0.09778419999999999,1.9877565916848274,1.0734540909232075,1.0292274324202235,1.87574587438283,1.682468352913141,1.6028571108518606,25.749965407506807
439,10542,0.5481940000000003,0.09722174285714287,1.9871161626725018,1.074157910165871,1.028804900489442,1.8765275681821842,1.6818744820704075,1.602455409022887,24.31339977848984
442,10627,0.6082220000000005,0.0025785642857142858,1.9779643322687874,1.064211183441978,1.041423246261779,1.8820700424878476,1.7195115989239875,1.6460557988601698,-50.06787330317684
444,10657,0.5364159999999998,0.10109362857142858,1.9958371873482592,1.0755838567133869,1.0270748990881526,1.8829539317412571,1.685139828884417,1.587784638329508,24.67265303296972
446,10707,0.5417900000000001,0.09936057142857144,1.991343902067095,1.07351329313809,1.0286712839170862,1.873473750648011,1.6791355586326984,1.6039366407011801,34.82059067070941
446,10720,0.5916139999999999,0.08748297142857142,1.9564333932567237,1.0686712539831613,1.036926758309244,1.8944848076611303,1.692011620764143,1.6020758502227566,0.9222353842810662
447,10728,0.5291740000000001,0.10198514285714286,1.9990957435025667,1.0762969606035728,1.0258457318075196,1.8772626621817452,1.6766652678754366,1.588971607623943,36.96193365972931
447,10735,0.5620020000000001,0.09391694285714286,1.976239674665684,1.0737502582687128,1.030178810267603,1.8798004082445023,1.684421834617274,1.5997920160877952,15.066969707492717
451,10832,0.5543959999999999,0.094952,1.9798416089228943,1.0733369846209717,1.0299258715489639,1.878598019512613,1.6820977859036936,1.5984882922719272,22.63589779099584
452,10871,0.673432,0.0018444425714285715,1.8802456909231533,1.0583443417166152,1.0604332037215234,1.9313714628478296,1.7307116538172675,1.6176905817282967,-88.52454594495384
455,10943,0.6758199999999998,0.0016087037142857143,1.8800303097969546,1.0583961923534468,1.0606122710574328,1.9315027326685683,1.7309632539363768,1.617478679212986,-86.97171949770427
457,10990,0.623424,0.0022377228571428573,1.9659265945208835,1.0632440372146699,1.0449559370023926,1.8836863514285778,1.7267184103232345,1.645800006957344,-87.321651841517
461,11067,0.53503,0.10152142857142857,1.997507053981392,1.0758812333504766,1.026750049045581,1.8818469547138295,1.6851645809337448,1.590074608306655,25.51062063240306
461,11068,0.5434079999999999,0.09861137142857142,1.9901613092573662,1.0738033403333658,1.0286972242737082,1.875523118273749,1.6812915146754575,1.6043171101224263,35.17766585022173
462,11110,0.6235959999999997,0.002171926285714286,1.9660237966315606,1.063267871667195,1.0449255179450385,1.8836293281785426,1.726552115671013,1.645755262472426,-73.33896737001214
463,11114,0.5341940000000002,0.10189748571428571,1.997259652258838,1.0753534065342971,1.027046434510452,1.8818200766683466,1.6840887651690175,1.5867611210761268,24.07385616388501
464,11156,0.6170239999999999,0.0023892045714285714,1.9776045235558553,1.0641429889196061,1.0421989871070418,1.8828939343140003,1.7194088965630687,1.6454158748741068,-60.5963693093081
464,11158,0.6239880000000001,0.0021072811428571427,1.9661406198227613,1.0633124176957633,1.0448801281546842,1.8835554760265047,1.7264478980022697,1.6457927183727386,-87.83218407229651
465,11165,0.5448060000000002,0.09803885714285715,1.9882695053666324,1.0733734502721655,1.029095418229341,1.8737802653964917,1.6798736014691942,1.6009791672383709,34.82059067070941
466,11184,0.5177940000000004,0.10288354285714285,1.9999697455544057,1.0784954515012317,1.0240290722747791,1.8755628150197297,1.6735330899891483,1.5848800117522057,36.486309400674145
466,11192,0.5519940000000007,0.0960630857142857,1.9831606347844366,1.0735095725823718,1.029529729242407,1.879479867326835,1.6806521889771162,1.600490576200816,24.433159151504697
468,11232,0.5275939999999998,0.10259897142857144,1.9986231875574036,1.0786396023403162,1.0243000185177151,1.8754896311909501,1.6743925122073922,1.5855671908661555,36.129505087091275
468,11254,0.6236520000000001,0.0021581674285714287,1.9661613772561368,1.0632929279810035,1.0448821123895498,1.8836231018349177,1.7265499469125405,1.6458466483263199,-86.93884840692499
470,11283,0.541574,0.10016614285714286,1.9935968629582248,1.0756671459935372,1.027462568052647,1.8824213986361735,1.6862903579612807,1.5873739856163989,24.91211376772253
472,11330,0.5406320000000004,0.10035839999999999,1.9941052385301123,1.0758163858424659,1.0273744177041413,1.882824633719389,1.686749674049229,1.5874273756197537,25.51062063240306
473,11373,0.6134020000000002,0.0024171065714285716,1.979211892197089,1.0642378259790322,1.0417151475180284,1.8822432958080952,1.7188663883983182,1.6464046198551807,-48.56890459365786
474,11392,0.5953959999999999,0.08703991428571428,1.955507847042989,1.0688674233229043,1.0368896972590445,1.8948228383061934,1.6923780782837454,1.6015575515305465,12.898336863282566
475,11406,0.5481959999999999,0.09701299999999999,1.9860204226324922,1.073647137251727,1.0292049025981602,1.8747775379852452,1.682084890101685,1.600950012755708,24.552910235975105
476,11443,0.6104300000000005,0.002440594,1.9802224014631706,1.0643673962821627,1.041256468743024,1.8813325427957537,1.7186180955325812,1.647337119004752,-49.81795687518843
477,11464,0.594808,0.08713037142857143,1.9559350513267797,1.0688323223723886,1.0368657384153779,1.8947200423319577,1.691241559091725,1.6016257073914426,11.089071076228265
477,11465,0.5980379999999998,0.008176317142857143,1.9863226187461323,1.0622283712098142,1.0415779688062174,1.88100133778499,1.7103423507053293,1.6435402060632838,-63.36420410188293
478,11494,0.6236419999999998,0.0021613925714285714,1.9660861679475377,1.0632937824427244,1.0448898746071966,1.8836264405247356,1.726586862105475,1.645752423107311,-87.44927122035551
479,11497,0.5302279999999998,0.10196885714285715,1.996823650119393,1.0783311032306269,1.0246567856362603,1.875265010008438,1.6765030603166626,1.587001724606985,37.79396049501611
480,11526,0.5542119999999996,0.09577397142857143,1.9825701719910933,1.0732154309909243,1.0300301901218638,1.875406535704676,1.6835427108806091,1.5998037910572454,23.834279385315313
482,11574,0.5489819999999997,0.09660565714285714,1.9849201294021732,1.0735080999066624,1.029409260068544,1.8743020299184596,1.6821262074640893,1.6006064040519714,25.031831707159654
482,11584,0.5918000000000004,0.08744611428571429,1.9562408404417038,1.0684979268001378,1.0371157832613127,1.8945604305016426,1.6918622194599358,1.6018074075800086,2.49956468744449
483,11608,0.5919860000000005,0.08734257142857144,1.9564413831670995,1.0687215549189937,1.0369091394690686,1.8945099804018992,1.6922293788391791,1.6020865872634373,0.1937552272429457
