generation,mu,mean_sigma,min_sigma,max_sigma,mean_psucc,min_psucc,max_psucc,gens_silent,sigma_floor_active,archive_size,n_pitot3_sentinels,n_spark_sentinels,n_both_sentinels,n_sentinels,lineage_0,lineage_1,lineage_2,lineage_3,lineage_4,lineage_5,lineage_6,lineage_7,lineage_8,lineage_9,lineage_10,lineage_11,lineage_12,lineage_13,lineage_14,lineage_15,lineage_16,lineage_17,lineage_18,lineage_19,lineage_20,lineage_21,lineage_22,lineage_23,sigma_0,sigma_1,sigma_2,sigma_3,sigma_4,sigma_5,sigma_6,sigma_7,sigma_8,sigma_9,sigma_10,sigma_11,sigma_12,sigma_13,sigma_14,sigma_15,sigma_16,sigma_17,sigma_18,sigma_19,sigma_20,sigma_21,sigma_22,sigma_23,psucc_0,psucc_1,psucc_2,psucc_3,psucc_4,psucc_5,psucc_6,psucc_7,psucc_8,psucc_9,psucc_10,psucc_11,psucc_12,psucc_13,psucc_14,psucc_15,psucc_16,psucc_17,psucc_18,psucc_19,psucc_20,psucc_21,psucc_22,psucc_23
1,24,0.1004193349221338,0.09953810705865762,0.10210518621451076,0.19539141414141414,0.16666666666666666,0.25,0,False,3,0,0,0,0,0,7,19,4,12,44,11,17,8,41,13,2,23,21,16,5,34,9,10,22,6,18,3,14,0.1,0.1,0.1,0.1,0.09953810705865762,0.10210518621451076,0.1,0.10210518621451076,0.1,0.10210518621451076,0.1,0.1,0.1,0.1,0.1,0.1,0.10210518621451076,0.1,0.10210518621451076,0.1,0.1,0.1,0.1,0.1,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.16666666666666666,0.25,0.18181818181818182,0.25,0.18181818181818182,0.25,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.25,0.18181818181818182,0.25,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182
2,24,0.10107187006479686,0.09953810705865762,0.10626479815687233,0.20762310606060608,0.16666666666666666,0.3125,0,False,3,0,0,0,0,0,7,19,66,4,12,44,11,17,8,41,50,13,2,23,21,16,5,34,9,10,22,6,18,0.1,0.1,0.10210518621451076,0.10626479815687233,0.1,0.09953810705865762,0.10210518621451076,0.09953810705865762,0.10210518621451076,0.1,0.1035931400515108,0.10210518621451076,0.1,0.1,0.1,0.1,0.1,0.1,0.10210518621451076,0.1,0.10626479815687233,0.1,0.1,0.1,0.18181818181818182,0.18181818181818182,0.25,0.3125,0.18181818181818182,0.16666666666666666,0.25,0.16666666666666666,0.25,0.18181818181818182,0.22916666666666666,0.25,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.25,0.18181818181818182,0.3125,0.18181818181818182,0.18181818181818182,0.18181818181818182
3,24,0.10136469678363436,0.09953810705865762,0.10626479815687233,0.21538299663299662,0.16666666666666666,0.3125,0,False,3,0,0,0,0,0,7,19,66,4,12,44,11,17,8,78,41,50,13,2,23,79,21,16,5,34,9,22,6,0.1,0.1,0.10210518621451076,0.10626479815687233,0.1,0.09953810705865762,0.10626479815687233,0.10120316818419796,0.10210518621451076,0.1,0.10626479815687233,0.1035931400515108,0.10210518621451076,0.1,0.1,0.1,0.10120316818419796,0.1,0.1,0.1,0.10210518621451076,0.1,0.1,0.1,0.18181818181818182,0.18181818181818182,0.25,0.3125,0.18181818181818182,0.16666666666666666,0.3125,0.2361111111111111,0.25,0.18181818181818182,0.3125,0.22916666666666666,0.25,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.2361111111111111,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.25,0.18181818181818182,0.18181818181818182,0.18181818181818182
4,24,0.10183507070729192,0.1,0.10626479815687233,0.23190235690235692,0.18181818181818182,0.3125,0,False,5,0,0,0,0,0,7,105,19,101,66,4,12,44,11,17,8,78,41,117,50,13,2,23,79,21,16,110,5,0.1,0.1,0.10210518621451076,0.10210518621451076,0.10120316818419796,0.10626479815687233,0.1,0.10120316818419796,0.10626479815687233,0.10120316818419796,0.10210518621451076,0.10210518621451076,0.10626479815687233,0.1035931400515108,0.10210518621451076,0.10210518621451076,0.1,0.10210518621451076,0.1,0.10120316818419796,0.1,0.1,0.10210518621451076,0.1,0.18181818181818182,0.18181818181818182,0.25,0.25,0.2361111111111111,0.3125,0.18181818181818182,0.2361111111111111,0.3125,0.2361111111111111,0.25,0.25,0.3125,0.22916666666666666,0.25,0.25,0.18181818181818182,0.25,0.18181818181818182,0.2361111111111111,0.18181818181818182,0.18181818181818182,0.25,0.18181818181818182
5,24,0.10186066473433635,0.09953810705865762,0.10626479815687233,0.2304512135241302,0.16666666666666666,0.3125,0,False,5,0,0,0,0,0,7,105,19,101,66,4,12,44,11,17,8,78,41,117,50,13,2,23,79,21,16,110,5,0.1,0.09953810705865762,0.10210518621451076,0.10210518621451076,0.10120316818419796,0.10626479815687233,0.1,0.10120316818419796,0.10626479815687233,0.1022793177746068,0.10210518621451076,0.10210518621451076,0.10626479815687233,0.1035931400515108,0.10210518621451076,0.10210518621451076,0.1,0.10210518621451076,0.1,0.10120316818419796,0.1,0.1,0.10210518621451076,0.1,0.18181818181818182,0.16666666666666666,0.25,0.25,0.2361111111111111,0.3125,0.18181818181818182,0.2361111111111111,0.3125,0.21643518518518517,0.25,0.25,0.3125,0.22916666666666666,0.25,0.25,0.18181818181818182,0.25,0.18181818181818182,0.2361111111111111,0.18181818181818182,0.18181818181818182,0.25,0.18181818181818182
6,24,0.10233985472140479,0.09953810705865762,0.10626479815687233,0.237680625701459,0.16666666666666666,0.3125,0,False,5,0,0,0,0,0,7,105,19,101,66,4,12,44,11,17,8,78,41,117,50,13,2,23,79,158,21,16,110,0.1,0.09953810705865762,0.10210518621451076,0.10210518621451076,0.10120316818419796,0.10626479815687233,0.1,0.10120316818419796,0.10626479815687233,0.1022793177746068,0.10210518621451076,0.10210518621451076,0.10626479815687233,0.1035931400515108,0.10626479815687233,0.10210518621451076,0.1,0.10210518621451076,0.1,0.1022793177746068,0.10626479815687233,0.1,0.1,0.10210518621451076,0.18181818181818182,0.16666666666666666,0.25,0.25,0.2361111111111111,0.3125,0.18181818181818182,0.2361111111111111,0.3125,0.21643518518518517,0.25,0.25,0.3125,0.22916666666666666,0.3125,0.25,0.18181818181818182,0.25,0.18181818181818182,0.21643518518518517,0.3125,0.18181818181818182,0.18181818181818182,0.25
7,24,0.10420344230346479,0.09953810705865762,0.11254694432213024,0.2613420811120464,0.16666666666666666,0.36979166666666663,0,False,2,0,0,0,0,0,171,66,7,105,19,101,184,12,44,11,17,4,188,8,78,41,117,50,13,178,23,79,158,0.1,0.10626479815687233,0.10626479815687233,0.09953810705865762,0.10210518621451076,0.10626479815687233,0.1022793177746068,0.10210518621451076,0.10120316818419796,0.10971734353948906,0.10279881408516497,0.10626479815687233,0.1,0.11254694432213024,0.10210518621451076,0.10626479815687233,0.1035931400515108,0.10626479815687233,0.10210518621451076,0.10210518621451076,0.10626479815687233,0.1,0.1022793177746068,0.11254694432213024,0.18181818181818182,0.3125,0.3125,0.16666666666666666,0.25,0.3125,0.21643518518518517,0.25,0.2361111111111111,0.2864583333333333,0.1983989197530864,0.3125,0.18181818181818182,0.36979166666666663,0.25,0.3125,0.22916666666666666,0.3125,0.25,0.25,0.3125,0.18181818181818182,0.21643518518518517,0.36979166666666663
8,24,0.10564441582048767,0.09953810705865762,0.11254694432213024,0.2745273189066592,0.16666666666666666,0.36979166666666663,0,False,2,0,0,0,0,0,171,66,7,105,19,101,184,12,44,11,17,4,188,207,206,41,117,8,78,178,23,210,158,0.1,0.10626479815687233,0.10626479815687233,0.09953810705865762,0.10210518621451076,0.10626479815687233,0.1022793177746068,0.1035931400515108,0.1022793177746068,0.10971734353948906,0.10279881408516497,0.10626479815687233,0.1,0.11254694432213024,0.11254694432213024,0.10626479815687233,0.1035931400515108,0.10626479815687233,0.10626479815687233,0.11254694432213024,0.10971734353948906,0.09953810705865762,0.10626479815687233,0.11254694432213024,0.18181818181818182,0.3125,0.3125,0.16666666666666666,0.25,0.3125,0.21643518518518517,0.22916666666666666,0.21643518518518517,0.2864583333333333,0.1983989197530864,0.3125,0.18181818181818182,0.36979166666666663,0.36979166666666663,0.3125,0.22916666666666666,0.3125,0.3125,0.36979166666666663,0.2864583333333333,0.16666666666666666,0.3125,0.36979166666666663
9,24,0.10594525094257212,0.09953810705865762,0.11254694432213024,0.27094823378460525,0.16666666666666666,0.36979166666666663,0,False,2,0,0,0,0,0,171,66,7,105,19,101,184,12,44,11,17,4,188,207,206,41,117,8,78,178,23,210,158,0.1,0.10626479815687233,0.10626479815687233,0.09953810705865762,0.1035931400515108,0.10626479815687233,0.1022793177746068,0.1035931400515108,0.1022793177746068,0.11245878019124139,0.10279881408516497,0.10626479815687233,0.09953810705865762,0.11254694432213024,0.11254694432213024,0.10626479815687233,0.1035931400515108,0.10626479815687233,0.10626479815687233,0.11254694432213024,0.10971734353948906,0.09953810705865762,0.10971734353948906,0.11254694432213024,0.18181818181818182,0.3125,0.3125,0.16666666666666666,0.22916666666666666,0.3125,0.21643518518518517,0.22916666666666666,0.21643518518518517,0.2625868055555555,0.1983989197530864,0.3125,0.16666666666666666,0.36979166666666663,0.36979166666666663,0.3125,0.22916666666666666,0.3125,0.3125,0.36979166666666663,0.2864583333333333,0.16666666666666666,0.2864583333333333,0.36979166666666663
10,24,0.10638238463390286,0.09865876712893568,0.11808335442858496,0.2656756000397493,0.15277777777777776,0.36979166666666663,0,False,2,0,0,0,0,0,171,66,7,105,19,101,184,12,44,11,17,4,188,207,206,41,117,8,78,178,23,210,158,0.1,0.10626479815687233,0.10626479815687233,0.09865876712893568,0.1035931400515108,0.10971734353948906,0.1022793177746068,0.1035931400515108,0.10279881408516497,0.11245878019124139,0.10279881408516497,0.10626479815687233,0.09865876712893568,0.11254694432213024,0.11254694432213024,0.10626479815687233,0.1035931400515108,0.10626479815687233,0.10626479815687233,0.11808335442858496,0.10971734353948906,0.09953810705865762,0.11245878019124139,0.11254694432213024,0.18181818181818182,0.3125,0.3125,0.15277777777777776,0.22916666666666666,0.2864583333333333,0.21643518518518517,0.22916666666666666,0.1983989197530864,0.2625868055555555,0.1983989197530864,0.3125,0.15277777777777776,0.36979166666666663,0.36979166666666663,0.3125,0.22916666666666666,0.3125,0.3125,0.3389756944444444,0.2864583333333333,0.16666666666666666,0.2625868055555555,0.36979166666666663
