gen_found,lineage_id,f_0,f_1,design_0,design_1,design_2,design_3,design_4,design_5,g_al_0
176,4242,0.3733720000000001,0.08244114285714285,1.8011902379953224,1.0468376034822477,1.0214868313120047,1.9438086771297864,1.322210649835175,1.3471972926338005,-1012.472725769971
181,4361,0.924404,0.0010975305714285716,1.771533769470317,1.060070264687344,1.0131258104748266,1.8744228746545097,1.6222742142013014,1.182908177703251,-851.6542353281181
182,4372,0.5149500000000007,0.07911608571428572,1.7807446194181378,1.039589412258282,1.0324009191475536,1.968404939903044,1.3091740567993673,1.2954650362424343,-1009.192543872317
187,4495,0.5192199999999999,0.008029017142857144,1.7668271510100972,1.0183008297688,1.052472354946904,1.9114998138852952,1.1890348278585643,1.2508476898733292,-779.7882737483103
188,4534,0.9286100000000004,0.0010684334285714285,1.7705051361617137,1.0599625636684549,1.0131507100219899,1.8746301654307198,1.6223454728268742,1.1805428832767924,-689.5352083276846
193,4635,0.36320599999999975,0.08347865714285714,1.8070100025042402,1.0468568722711962,1.020890622456463,1.940380070552899,1.3194949487310772,1.3505037947686096,-609.4842178515485
194,4661,0.3891959999999991,0.0806912,1.792119798148124,1.0466125193017575,1.0227485549775532,1.9433027976444732,1.326362561166121,1.3444827126469256,-609.383102493073
201,4827,0.34896599999999967,0.0910523142857143,1.8101715879616738,1.043597420210251,1.0237813592619311,1.940897989947359,1.3249129822770647,1.3517094403471035,-446.90324487041653
206,4945,0.3503900000000009,0.08504522857142857,1.810489128102202,1.046206473368539,1.020714021880844,1.9454412696197378,1.3173918915098806,1.3514514280152168,-301.27728443785486
207,4971,0.3543819999999994,0.08430788571428571,1.812042210790606,1.047480498221264,1.0198228625338615,1.942211262391035,1.317865204865112,1.350371634010272,-284.2175511848816
208,5014,0.9342479999999999,0.0010261694285714285,1.7714725777428673,1.060058977153304,1.0130392763378466,1.8742887881334673,1.6215433693053656,1.18265286848589,-223.54643382918061
209,5019,0.3616159999999998,0.0843008,1.8125255982096473,1.0476717918509224,1.0198965302837562,1.940529244783277,1.3180379938835642,1.3506593922920604,-239.0342594882618
209,5038,0.9209720000000002,0.0011883902857142857,1.7715434109777493,1.0600845157079608,1.0133757104653927,1.8744259476649443,1.6231209927881312,1.182993568774785,-201.56172404446852
210,5048,0.5142040000000005,0.07957814285714286,1.781119513096341,1.0394221825515653,1.0324563868475394,1.9684497166207817,1.3089978210379862,1.2952656428566425,-359.2444180980169
215,5167,0.3824059999999995,0.08092105714285715,1.7912354729862765,1.0464216003205897,1.0223132370135528,1.9418162788131863,1.322106829385378,1.3436122439676994,-104.70396475770156
215,5171,0.524596,0.007137485714285715,1.7666515671397287,1.018667267681953,1.0515357303977988,1.9093176045517097,1.1887568974423575,1.2497311971107306,-129.17777777778372
216,5194,0.5198020000000003,0.007856308571428572,1.7675319215806335,1.0183734977842414,1.0522455908919492,1.9102323961169367,1.1890798909048315,1.25183942498208,-98.17303768130512
218,5242,0.5160020000000006,0.008450639999999999,1.7657032222594706,1.0179950224595855,1.053150193874234,1.9111295550079066,1.1885038010108482,1.2498209787330226,-59.40061942723116
218,5243,0.5215879999999997,0.007497648571428571,1.7654159773171663,1.0186244404451326,1.0518480142281241,1.9093867706222993,1.189821042831674,1.2517222598684747,-67.60332915450329
219,5257,0.3516239999999995,0.08457928571428572,1.8107083522655638,1.0466283697218843,1.0203923322855164,1.9444026917275357,1.3171053793361556,1.3508313112631403,1.5070290807938136
219,5264,0.5072059999999995,0.07977865714285713,1.7810937347711575,1.0393857330092071,1.0321833610813334,1.9685735649439353,1.309014610414218,1.2954201946482031,-148.05547817875606
219,5269,0.5284200000000008,0.007001751428571429,1.765926755380828,1.0187395610666194,1.051540861175765,1.9083449468529479,1.1885634022529854,1.2525522439894032,-27.936036335440463
220,5284,0.36756199999999956,0.08327354285714286,1.8057335689599137,1.0470418961494332,1.0209112691136994,1.9426149587422472,1.3202138894920994,1.3471353301584912,7.59111729942947
220,5294,0.537204,0.006946242857142858,1.7657022069609338,1.0186316451215651,1.0526332596684227,1.908388865346031,1.1879539498399319,1.2521064537543205,-20.20562285908295
223,5353,0.4106139999999999,0.0805502,1.7903925654667798,1.0471760034248556,1.022874912976647,1.943231094846835,1.3258055079157938,1.3466896271834194,64.99729699789305
413,9922,0.7947719999999997,0.0012533768571428572,1.9992876486412385,1.066745123431653,1.0334832949828214,1.9844100750039693,1.6975551568219824,1.6361177378705307,-34.639588906110475
475,11414,0.5519740000000001,0.0012980414285714286,1.9999545274902228,1.0667749341470643,1.0337806628403075,1.9843663068640987,1.6988200998888607,1.6348356360269205,-36.0027815921826
482,11591,0.5867919999999996,0.001272194857142857,1.9992284055756506,1.0664688712612784,1.0347699046304428,1.9872726790856128,1.697465950821423,1.6353738007575473,-38.73233729167123
488,11718,0.5500139999999999,0.0013469305714285714,1.9996295455093835,1.0667611132820187,1.0337817531046172,1.9857770301208297,1.6995198103176745,1.6341520701651782,-24.757124806950742
489,11756,0.547832,0.00153205,1.9995879469152593,1.0666901771752177,1.0335801309047985,1.9841901504777246,1.6962334713003322,1.636390698203754,-36.374744700335214
494,11877,0.5504220000000002,0.0013342351428571428,1.9993087596602446,1.0667133847047596,1.0337701192041642,1.9844178716185652,1.6978074176702433,1.6366056318841695,-35.011264036035755
495,11901,0.549182,0.0013977788571428573,1.9998622105982333,1.066762208928623,1.0337119581182568,1.9853734429409768,1.6991091944134755,1.6334609191219678,-36.374744700335214
